fname_std,bni_root,n_fname_root
ADOIS,0,1
ADOL,0.635126352878105,7
ADOLA,0.635126352878105,7
ADOLE,0,1
ADOLEAN,0,1
ADOLEE,0,1
ADOLEEN,0,1
ADOLENA,0,1
ADOLENE,0,1
ADOLFA,0.510860095421192,11
ADOLFAS,0,3
ADOLFAST,1,1
ADOLFE,0.91261833712601,2
ADOLFENA,0,1
ADOLFH,0,1
ADOLFI,0,1
ADOLFINA,0.423795975710771,76
ADOLFINE,0,10
ADOLFINO,0,1
ADOLFOS,0,1
ADOLFRED,0,1
ADOLFS,0,12
ADOLIA,0,1
ADOLINA,0,1
ADOLINDA,0,1
ADOLIO,0,4
ADOLLINE,0,1
ADOLOR,0,1
ADOLPH,0.426730853186234,4434
ADOLPHA,0.510860095421192,11
ADOLPHERS,1,1
ADOLPHEUS,0,1
ADOLPHH,0,1
ADOLPHIA,0.676250695837957,6
ADOLPHIN,0.91261833712601,2
ADOLPHINA,0,12
ADOLPHINE,0,31
ADOLPHIO,0,1
ADOLPHNE,0,1
ADOLPHOUS,1,1
ADOLPHUS,0.91261833712601,2
ADOLPHVS,1,1
ADOLPN,0,1
ADOLYN,0,1
ADOLYNE,0,1
ADOM,0,1
ADOMA,1,1
ADOMAS,0,7
ADON,0.839280602464756,6
ADONA,0.566255752356127,9
ADONAIS,0,2
ADONAY,0.91261833712601,2
ADONE,0,2
ADONELIA,0,4
ADONELIO,0,1
ADONIA,0.862380823532094,8
ADONIAS,0,1
ADONIE,0,1
ADONIJAH,1,1
ADONILA,0,1
ADONIRAM,0,4
ADONIS,0.786604517407961,23
ADONISIA,1,1
ADONNA,0,4
ADONNIS,0,1
ADOPHUS,0.91261833712601,2
ADOR,0,1
ADORA,0.598717009722856,24
ADORABLE,0,1
ADORACION,0.598717009722856,24
ADORAH,1,1
ADORAL,0,1
ADOREE,0,6
ADORIAN,0,1
ADORICE,0,1
ADORINA,0,1
ADORINE,0,1
ADORIS,0.91261833712601,2
ADORNA,0,5
ADORNO,0,1
ADOROTHY,0,1
ADORPHUS,0,1
ADORPHY,0,1
ADORTHA,0,1
ADOS,0,5
ADOSIA,1,2
ADOSINDA,0.776852934649573,4
ADOUFF,0,1
ADOUILDA,0,1
ADOULPH,1,2
ADOVA,0,2
ADOVE,1,1
ADOW,0,1
ADOZINDA,0,5
ADRA,0.290564058133524,53
ADRAE,0,1
ADRAH,0,3
ADRAI,0,1
ADRAIN,0,3
ADRAINE,0,1
ADRAINNE,0,1
ADRAM,1,1
ADRAN,0,4
ADRANA,1,4
ADRANADA,1,1
ADRANCE,0,2
ADRANNA,1,2
ADRAS,0,1
ADRASTE,0,1
ADRATH,0,2
ADRAY,0,1
ADREA,0,5
ADREAIN,1,1
ADREAINE,1,1
ADREAL,0,1
ADREAN,0.874414443087022,5
ADREANA,0,2
ADREANE,0,2
ADREANNE,0,1
ADRED,0,2
ADREE,0.91261833712601,2
ADREEN,0,2
ADREENE,0,1
ADREIN,0,1
ADREL,1,1
ADRELIA,0,1
ADREN,0,23
ADRENA,0.963113407791441,7
ADRENE,0.776852934649573,8
ADRENIA,1,2
ADRENNER,1,1
ADREON,0,1
ADRES,0,1
ADRESS,1,1
ADRESTUS,0,1
ADRETH,0,1
ADREW,0.91261833712601,2
ADREY,0,2
ADRI,0,2
ADRIA,0.240402286744315,68
ADRIAAN,0,13
ADRIAANA,0,1
ADRIAANTJE,0,1
ADRIAL,0,1
ADRIAN,0.254525955613075,1769
ADRIANA,0.220798848990497,265
ADRIANCE,0,3
ADRIANE,0.635126352878105,7
ADRIANES,0,1
ADRIANN,0,1
ADRIANNE,0.537133435142353,20
ADRIANO,0.312284219863831,48
ADRIANUS,0,21
ADRIAO,0,1
ADRIAS,0,1
ADRIATIC,0,1
ADRIC,1,1
ADRICE,0,1
ADRICK,0.839280602464756,3
ADRID,0,1
ADRIE,0.776852934649573,4
ADRIEAN,0,1
ADRIEENE,0,1
ADRIEL,0.598717009722856,8
ADRIELLA,0,1
ADRIEN,0,7
ADRIENA,0,1
ADRIENCE,0,1
ADRIENE,0,8
ADRIENNA,0,3
ADRIENNE,0.288403834421046,696
ADRIENNIE,0,1
ADRIES,0,1
ADRIJAN,0,1
ADRIL,0,2
ADRILLA,1,2
ADRIN,0.776852934649573,8
ADRINA,0.723069334627254,5
ADRINE,0.616384481721839,15
ADRINEE,0,1
ADRINETTE,0,1
ADRINNE,0,1
ADRIO,0,3
ADRION,0,6
ADRIS,0.723069334627254,5
ADRISIA,0,1
ADRITH,0,3
ADRIUM,1,1
ADRIUS,0,1
ADRO,1,2
ADRON,0.468317965893401,90
ADRONICK,0,1
ADRONIE,0,1
ADROPHY,1,1
ADROUSHAN,0,1
ADRRIJANE,0,1
ADRY,0,1
ADRYNNE,0,1
ADS,0,1
ADSEL,0,1
ADSONIA,1,1
ADUA,0.91261833712601,2
ADUCHE,1,1
ADUDA,0,1
ADUEL,0,1
ADUERY,1,1
ADULFINA,0,1
ADULIA,1,1
ADULPH,0,2
ADUMAR,0,1
ADUNATUS,0,1
ADUREY,0,1
ADUS,0,5
ADUSKA,0,1
ADUZINDA,0,1
ADVA,0,1
ADVANCE,0,1
ADVANT,1,1
ADVELINE,0,1
ADVENA,0,1
ADVER,0,1
ADVERL,1,1
ADVERSA,1,1
ADVERSE,1,1
ADVEY,0,1
ADVIA,0,1
ADVIGA,0,1
ADVIRA,1,7
ADVIRE,1,1
ADVIRN,0,1
ADVIS,1,1
ADVISS,0,1
ADWALT,0,1
ADWAR,0,1
ADWARD,0,1
ADWARED,0,1
ADWELL,0,2
ADWELLA,0,1
ADWILDA,0,3
ADWIN,0,3
ADWINA,0,4
ADWIRD,0,1
ADWOOD,0,1
ADWORTH,1,1
ADY,0,3
ADYE,1,1
ADYLEE,0,2
ADYLEEN,0,1
ADYLENE,0,3
ADYLIA,0,1
ADYLINE,0,3
ADYLOR,0,1
ADYLOTTE,1,1
ADYN,0,2
ADYNE,0,1
ADYRONE,0,1
ADYS,0.839280602464756,3
ADZEL,0,1
ADZETTER,1,1
ADZIANNA,0,1
ADZIT,0,1
AE,0.839280602464756,3
AEARL,0,1
AEBILIA,0,1
AEDAN,0,1
AEDMUND,0,1
AEDRAS,0,1
AEGIDIA,0,2
AEGIDIUS,0,1
AEGYDIUS,0,1
AEIDA,0,1
AEIKO,0,1
AEILEEN,0,1
AEILOUS,1,1
AEIRIAL,0,1
AELCIDEAN,0,1
AELDEAN,0,1
AELEEN,0,2
AELEIN,0,1
AELENE,0,2
AELFRIC,0,1
AELINE,0.839280602464756,3
AELITA,0,1
AELIX,1,1
AELLEEN,0,1
AELODIA,0,1
AELRED,0.312284219863831,24
AELWYN,0,1
AELZENE,0,1
AELZINE,0,1
AEMILDA,0,1
AEMILIAN,0,1
AEMILLIUS,0,1
AEMMET,0,1
AEMULAS,0,1
AENA,0,4
AENARD,0,1
AENEAS,0,1
AENID,0.676250695837957,6
AENIDA,0,1
AENNCHEN,0,1
AENNE,0,3
AENNY,0,1
AENON,0,1
AENONA,0,2
AENONE,0,1
AENOS,0,2
AEOLA,0,3
AEOLIA,1,1
AEOLUS,0,1
AERA,0,2
AEREATNA,0,1
AEREL,0,1
AERES,0,1
AERI,0,1
AERIA,0.91261833712601,2
AERIAL,0,7
AERIE,0,4
AERIEL,0,2
AERIETTA,0,1
AERIO,0,2
AERLINE,0,1
AERLYN,0,1
AERNOUT,0,1
AEROL,0,1
AEROLINE,1,1
AERON,1,1
AEROPAGIT,0,1
AERTSEN,0,1
AERY,1,2
AESEL,0,1
AESON,1,1
AESTREA,0,1
AESTRID,0,1
AETAMINA,0,1
AETHA,0,1
AETHEL,0,2
AETHRA,0,1
AETNA,0.510860095421192,11
AEW,0,1
AEXANDER,0,1
AEZA,0,1
AF,0,1
AFA,0,1
AFAF,0,1
AFAGH,0,1
AFAITH,0,1
AFANASI,0,1
AFANASIJ,0,1
AFANASIY,0,3
AFANASY,0,2
AFARA,0,1
AFARASY,0,1
AFARIN,0,1
AFAT,0,1
AFDONA,0,1
AFDUCKEY,0,1
AFDUKIA,0,1
AFEBIA,0,1
AFEEFH,0,1
AFEFE,0,1
AFEFEH,0,1
AFEFFE,0,1
AFEMIA,0,2
AFENDRA,0,1
AFERDITA,0,2
AFERINE,0,1
AFET,0,1
AFETANLIS,0,1
AFFA,0,4
AFFEL,0.91261833712601,2
AFFIA,0,2
AFFIDELL,0,1
AFFIE,0.850673919112988,17
AFFIELENE,1,1
AFFIRE,1,1
AFFLINA,1,1
AFFONSO,0,3
AFFRIE,0.839280602464756,3
AFIA,0,1
AFIEFH,0,1
AFIF,0,6
AFIFA,0,7
AFIFAH,0,1
AFIFE,0,3
AFIFEH,0,9
AFIFI,0,3
AFIK,0,1
AFILENA,0,1
AFLE,0,1
AFLEDA,0,1
AFLONZO,0,1
AFLOREINE,0,1
AFLOUNZER,1,1
AFONSO,0,7
AFORTUNAD,0,2
AFORTUNADA,0,4
AFORTUNADO,0,1
AFRA,0,18
AFRAHIM,0,1
AFRANK,0,1
AFRANSI,0,1
AFREDA,1,1
AFREDO,0,1
AFREY,0,1
AFRICA,0,9
AFRIE,0,1
AFRODHITI,0,2
AFRODIDI,0,1
AFRODIDY,0,1
AFRODIT,0,2
AFRODITE,0,14
AFRODITI,0,12
AFRODITY,0,2
AFROIM,0,7
AFRONA,0,1
AFROOZ,0,1
AFROTHITE,0,1
AFROTHITY,0,1
AFSAR,0,1
AFSHALIM,0,1
AFTAB,0,1
AFTAN,0,1
AFTEEL,0,2
AFTEN,0,3
AFTHANER,1,1
AFTIMIA,0,1
AFTIN,0,1
AFTINA,0,1
AFTO,0,2
AFTON,0.025951554441802,393
AFYPHEE,0,1
AFZAL,0,1
AFZUL,0,1
AGABI,0,1
AGAES,0,1
AGAFEA,0,1
AGAFIA,0,5
AGAFIYA,0,2
AGAFYA,0,2
AGAITHA,0,1
AGAJAN,0,1
AGALADINE,0,1
AGALECE,0,1
AGALENE,0,1
AGALICE,0,1
AGALIECE,1,1
AGALINE,1,2
AGALLA,0,1
AGALTHA,0,1
AGAMEMNON,0,4
AGAMENONE,0,1
AGANARA,1,1
AGANETHA,0,2
AGAP,0,2
AGAPE,0,3
AGAPI,0,3
AGAPIA,0,2
AGAPIE,0,2
AGAPITA,0.240402286744315,102
AGAPITO,0.325251198514656,136
AGAPITOS,0,1
AGAPITUS,0,1
AGAR,0,2
AGARON,0,1
AGARTHA,0.839280602464756,3
AGARVERDI,0,1
AGASE,0,1
AGASI,0,3
AGASSIS,1,1
AGASTINO,0,1
AGASTO,0,1
AGAT,0,3
AGATE,0,3
AGATH,0,1
AGATHA,0.473633962918364,1475
AGATHAL,1,1
AGATHEA,0,1
AGATHEL,0,1
AGATHER,1,1
AGATHI,0,6
AGATHIA,0,2
AGATHINE,1,1
AGATHO,0,2
AGATHON,0,3
AGATHOULA,0,1
AGATHY,0,2
AGATINA,0,15
AGATINO,0,7
AGATO,0,1
AGATTIA,0,1
AGAUNI,0,1
AGAVANI,0,1
AGAVARD,0,1
AGAVNE,0,2
AGAVNI,0,18
AGAVNIK,0,1
AGAVNY,0,1
AGAYNI,0,1
AGAZINE,1,2
AGAZIO,0,4
AGBERT,0.776852934649573,4
AGDA,0.185033655274963,47
AGDRUP,0,1
AGDUS,0,1
AGE,0.839280602464756,3
AGEAN,1,1
AGEDA,0,6
AGEDITA,0,1
AGEE,0.806861047117895,21
AGEL,0,2
AGELE,1,1
AGELENA,1,1
AGELENE,0,1
AGELIKI,0,4
AGELINA,1,1
AGELLAH,0,1
AGENA,0,2
AGENALDO,1,1
AGENARD,0,2
AGENAS,0,1
AGENES,0,2
AGENIA,0,1
AGENOR,0,4
AGENORA,1,4
AGENS,0,5
AGER,1,3
AGERIN,0,1
AGERIO,0,1
AGES,1,1
AGESILAOS,0,1
AGESTER,1,1
AGETHA,0,1
AGETON,0,1
AGGANETTA,0,1
AGGE,1,1
AGGEDY,0,1
AGGELIKI,0,2
AGGELO,0,1
AGGERLENE,1,1
AGGERNIE,1,1
AGGERT,0,1
AGGI,0,1
AGGIDEL,0,1
AGGIDIO,0,1
AGGIE,0.939997862569105,5
AGGIELEE,0,1
AGGIETHINE,1,1
AGGNESS,0,1
AGGO,0,1
AGGOOBI,0,1
AGGOUBI,0,1
AGGRIPINO,0,1
AGHA,0,3
AGHABANI,0,1
AGHABIBI,0,1
AGHABIL,0,1
AGHADJAN,0,2
AGHAGOL,0,1
AGHAI,0,1
AGHAJAN,0,10
AGHAMOHTAR,0,1
AGHANOUR,0,1
AGHATA,0,1
AGHAUNI,0,1
AGHAVANEH,0,1
AGHAVINIE,0,1
AGHAVNEY,0,1
AGHAVNI,0,15
AGHAVNIK,0,2
AGHAWNI,0,3
AGHAZADE,0,1
AGHDAS,0,9
AGHDASOLMO,0,1
AGHDASS,0,1
AGHE,0,1
AGHEE,0,1
AGHILLE,0,1
AGHNIS,0,1
AGHO,0,1
AGHOUSH,0,1
AGHSABET,0,1
AGHSAPER,0,1
AGHUNIK,0,1
AGHVANI,0,1
AGI,0,1
AGIB,0,1
AGICA,0,1
AGIDIA,0,2
AGIE,0,5
AGIENA,0,1
AGIF,0,1
AGIGAIL,0,1
AGIL,1,1
AGILBERTA,0,1
AGILDA,0,1
AGILE,0,1
AGILEE,1,2
AGILENA,0,1
AGILLIO,0,1
AGINAH,1,1
AGINO,0,1
AGIST,0,1
AGITTA,0,1
AGLA,0,1
AGLAE,0,7
AGLAEE,0,1
AGLAI,0,1
AGLAIA,0,22
AGLAS,0,1
AGLAYA,0,1
AGLE,0,2
AGLEAN,1,1
AGLESTIA,0,1
AGLIA,0.839280602464756,3
AGLIBERT,0,1
AGLICERIO,0,1
AGLONIE,0,1
AGLORE,0,2
AGNA,0,4
AGNAN,0,1
AGNAR,0,7
AGNATA,1,1
AGNE,0.457189038751714,67
AGNEDA,0,11
AGNEETA,0,1
AGNEITA,0,1
AGNEL,0,2
AGNELIA,0,2
AGNELINE,0,1
AGNELIO,0,3
AGNELLA,0.303217799619631,25
AGNELLO,0,7
AGNELLUS,0,1
AGNELO,1,1
AGNELYN,0,1
AGNER,0,3
AGNES,0.322793579632834,30426
AGNES-RUTH,0,1
AGNESA,0,2
AGNESCA,0,1
AGNESELIZA,0,1
AGNESIAN,0,1
AGNESINE,0,2
AGNESITA,0,1
AGNESJAY,0,1
AGNESM,0,2
AGNESO,0,1
AGNESSA,0,3
AGNEST,0,1
AGNET,0,1
AGNETA,0,22
AGNETE,0,19
AGNETHA,0.676250695837957,6
AGNETHE,0,3
AGNETT,0,1
AGNETTA,0,14
AGNETTE,0,3
AGNEU,0,2
AGNEW,0.799143757689771,29
AGNEZ,0,1
AGNIA,0,2
AGNIES,0,1
AGNIESE,0,1
AGNIESKA,0,1
AGNIESZKA,0,12
AGNIS,0,4
AGNISHIA,1,1
AGNITA,0,23
AGNNES,0,1
AGNO,0,1
AGNOLIA,0.839280602464756,3
AGNOR,0,1
AGNS,0,1
AGNUE,0.91261833712601,2
AGNUS,0,1
AGO,0,3
AGOLENA,0,1
AGON,0,3
AGOP,0,39
AGORA,0,1
AGORITSA,0,2
AGORO,0,1
AGOSTIHNO,0,1
AGOSTINA,0,22
AGOSTIND,0,1
AGOSTINE,0,1
AGOSTINHA,0,5
AGOSTINHO,0,35
AGOSTINO,0,114
AGOSTO,0,1
AGOSTON,0,2
AGOT,0,1
AGOTA,0,7
AGOTHIE,1,1
AGOUBI,0,1
AGOUEUS,1,1
AGRA,0,3
AGRACIADA,0,1
AGRACIANA,0,1
AGRANVILLE,0,1
AGRAPINE,0,3
AGRAVENE,0,1
AGREATT,1,1
AGREPPINE,0,1
AGREPPINO,0,1
AGRETA,0,2
AGREVE,0,1
AGREY,0,2
AGRICE,0,1
AGRIFINA,0,2
AGRIM,0,1
AGRIPA,0,1
AGRIPENA,0,1
AGRIPIN,0,2
AGRIPINA,0.141242585852137,129
AGRIPINE,0,2
AGRIPINO,0.73322191628438,24
AGRIPPA,1,1
AGRIPPINA,0,8
AGRIPPINO,0,4
AGRISELDA,0,1
AGRISPINA,0.91261833712601,2
AGRISTINA,0,1
AGRITE,0,1
AGRODA,0,1
AGROPINE,0,1
AGRYPINA,0,2
AGRYPINE,0,3
AGRYPINEA,0,1
AGSTINHO,0,1
AGTHEA,0,1
AGTIE,0,1
AGUDA,0,1
AGUEDA,0.431678417873437,118
AGUEDITA,0,2
AGUEDO,0.576677865137245,26
AGUI,0,1
AGUIDA,0,1
AGUILA,0,1
AGUILES,1,1
AGUILINA,0,3
AGUILINO,0,1
AGUIN,0,1
AGUINA,0,1
AGUINALDO,0.776852934649573,4
AGUIOR,0,1
AGUL,0,1
AGULDA,0,1
AGURTHA,0,1
AGUS,0,1
AGUSNELIA,0,1
AGUSSIL,1,1
AGUSTE,0,1
AGUSTEN,0,1
AGUSTER,1,2
AGUSTIN,0,1
AGUSTINA,0,1
AGUSTINAA,0,1
AGUSTINE,0,1
AGUSTINHO,0,1
AGUSTINIAN,0,1
AGUSTINIT,0,1
AGUSTINO,0.723069334627254,5
AGUSTIS,0,1
AGUSTO,0,3
AGUTE,0,2
AGVAN,0,1
AH,0.839280602464756,6
AHAB,1,1
AHAFIA,0,8
AHANBY,0,1
AHANES,0,1
AHAPHIA,0,1
AHARAS,0,1
AHARON,0,12
AHARRY,0,1
AHART,0,2
AHAS,1,1
AHAZ,1,1
AHBAN,0,1
AHBETH,0,1
AHBY,0,1
AHDRAH,0,1
AHDREW,0,1
AHEARD,0,1
AHEARN,0,1
AHEART,0.91261833712601,2
AHELEN,0,1
AHIAH,1,1
AHILA,0,1
AHILLEUS,0,1
AHINA,0,1
AHINAWAKE,0,1
AHIOOLA,0,1
AHLA,0,1
AHLDOR,0,1
AHLEAN,0,2
AHLEEN,0,9
AHLEIDA,0,1
AHLEN,0,1
AHLENA,0,1
AHLENE,0,3
AHLER,1,1
AHLERS,1,1
AHLERT,0,1
AHLETA,0,1
AHLINE,0,1
AHLITE,0,1
AHLOWEEN,0,1
AHLRICH,0,2
AHLVOID,1,1
AHMAD,0.371532653111517,56
AHMADEL,0,1
AHMADREZA,0,1
AHMAN,0,1
AHMED,0.698876783058993,22
AHMEDIJE,0,1
AHMEN,0,1
AHMES,0,1
AHMET,0,13
AHMONILLA,0,1
AHNA,0,1
AHNITA,0,1
AHNIWA,0,1
AHNIWAKE,0,1
AHO,0,1
AHOT,0,1
AHOU,0,2
AHRA,0.91261833712601,2
AHREA,0,1
AHRENA,0,1
AHREND,0,2
AHRLIN,0,1
AHRMED,1,2
AHRON,0,2
AHSBET,0,1
AHSENE,0,1
AHSON,1,1
AHT,0,1
AHTHONY,0,1
AHTI,0,23
AHUAGENE,0,1
AHUVA,0,3
AHW,0,1
AHWILDA,0,1
AI,0,4
AIASTAN,0,1
AIBY,0,1
AICE,0,3
AICHA,0,1
AICHE,0,1
AICHEH,0,1
AICI,1,1
AICIE,1,1
AIDA,0.269253705047748,851
AIDADOS,0,1
AIDAH,0,1
AIDAN,0.387619870284663,70
AIDE,0,5
AIDEE,0.839280602464756,3
AIDELAIDA,0,1
AIDELL,0,1
AIDEN,0.537133435142353,10
AIDER,0,1
AIDI,0,1
AIDINA,1,1
AIDLE,0,2
AIDLETTE,1,1
AIDNA,1,1
AIDO,0,1
AIDRIA,0,1
AIDRON,0,1
AIDWIDGE,0,1
AIELE,0,1
AIELEEN,0,1
AIELENE,0.839280602464756,3
AIESHA,0,1
AIGZELLA,0,1
AIHLEEN,0,1
AIKA,0,2
AIKANUSH,0,1
AIKATERIN,0,2
AIKATERINI,0,2
AIKAZ,0,2
AIKEN,0.874414443087022,5
AIKI,0,1
AIKIN,1,1
AIKO,0,2
AIKOUCH,0,1
AIKOUSH,0,1
AIL,0.954313068541791,3
AILA,0.380557867965008,18
AILACE,1,1
AILANE,0,1
AILCE,0,1
AILDER,1,1
AILE,0.635126352878105,7
AILEAN,0.954313068541791,9
AILEANE,0,1
AILEE,0.776852934649573,4
AILEEN,0.221240528408514,2228
AILEENA,0,1
AILEENE,0.167254508088564,53
AILEIN,1,1
AILEN,1,1
AILENA,0,3
AILENE,0.465337105905293,195
AILENNE,0,1
AILEON,0,1
AILEONORA,0,1
AILER,0.91261833712601,2
AILERY,0,1
AILESE,0,2
AILEY,0.839280602464756,3
AILI,0,235
AILIA,0,2
AILIAN,0,1
AILIE,0,66
AILIEN,0,1
AILIENE,0.839280602464756,6
AILIN,1,1
AILINE,0,5
AILLAR,1,1
AILLEAN,1,1
AILLEEN,0.698876783058993,11
AILLEENE,0,2
AILLEN,0,1
AILLENE,0.635126352878105,7
AILLIA,0,1
AILLINE,0,1
AILLO,0,1
AILLOR,1,1
AILOR,0,1
AILSA,0.303217799619631,25
AILTON,1,1
AILUS,1,1
AILY,0,3
AILYION,0,1
AILYN,0,2
AILYNE,0,1
AIMA,0,5
AIMABLE,0,1
AIMALEE,0,1
AIMANTE,1,1
AIMAR,0,4
AIMARD,0,1
AIME,0,151
AIMEDA,0,1
AIMEE,0.227321033901404,219
AIMEEANN,0,1
AIMEL,0,1
AIMERJEAN,0,1
AIMEZ,0,1
AIMIE,0,1
AIMILIA,0,1
AIMMEE,0.91261833712601,2
AIMMIE,1,1
AIMO,0,21
AIMON,0,1
AIMOUS,0,1
AIMS,0,1
AIMYRTIE,0,1
AIN,0,1
AINA,0,98
AINAR,0,1
AINARD,0,2
AINE,0.91261833712601,2
AINEE,0,1
AINELLO,0,1
AINER,0,1
AINERD,0,1
AINI,0,18
AINIE,0,4
AINIS,0,1
AINLEY,0,2
AINNAH,0,1
AINO,0,88
AINSIE,1,1
AINSLEE,0,7
AINSLEY,0.723069334627254,15
AINSLIE,0.635126352878105,7
AINSWORTH,0.839280602464756,15
AINZARA,0,1
AIOLEEN,0,1
AIOLEY,0,1
AIRA,0,11
AIRADEAN,0,1
AIRADNER,0,1
AIRAH,0,1
AIRAL,0,1
AIRAPET,0,1
AIRDENE,0,1
AIRE,0.839280602464756,6
AIREDITH,0,1
AIREL,0,1
AIREN,0,1
AIRES,0,11
AIRETTA,0,7
AIREY,0.91261833712601,2
AIRFONZER,1,1
AIRI,0,4
AIRIE,0.839280602464756,3
AIRIEL,0,1
AIRIINA,0,1
AIRILYN,0,1
AIRION,0,1
AIRIS,0,1
AIRITA,0,1
AIRL,0,1
AIRLDINE,0,1
AIRLEAN,1,7
AIRLEANE,1,1
AIRLEE,1,3
AIRLEEN,0.776852934649573,4
AIRLENE,0.91261833712601,4
AIRLETA,0.91261833712601,2
AIRLINE,0,2
AIRNET,1,1
AIROLENE,0,1
AIROW,1,1
AIRRENER,1,1
AIRRIE,0.839280602464756,3
AIRRIS,0,1
AIRRLLA,1,1
AIRTTINA,0,1
AIRTY,0,1
AIRUGATHA,1,1
AIRWILTON,1,1
AIRY,0.939997862569105,5
AISA,0.91261833712601,2
AISABELLE,0,1
AISE,1,1
AISEL,0,1
AISHA,0.676250695837957,6
AISHAIA,0,1
AISHE,0,2
AISHEH,0,1
AISIK,0,1
AISLA,0,1
AISLEAN,1,1
AISLEE,1,2
AISLEEN,0,1
AISLY,1,1
AISTON,1,1
AIT,0,1
AITA,0,3
AITHER,1,1
AITKEN,0,1
AITON,0,1
AITZEMNIK,0,1
AIUTO,0,1
AIVE,1,1
AIVGE,1,1
AIVIL,0,1
AIVOR,0,1
AIWOOD,0,1
AIZAK,0,1
AIZEL,0,1
AIZIK,0,4
AJ,0.954313068541791,3
AJA,0,3
AJALA,0,1
AJALINE,1,1
AJAMAE,1,1
AJAY,1,1
AJBAI,0,1
AJCARLETON,0,1
AJDEI,0,1
AJDIN,0,1
AJEFF,1,1
AJEO,0,1
AJEY,0,1
AJGIE,0,1
AJISA,0,1
AJLILL,0,1
AJMAN,0,1
AJRIJE,0,1
AJRULA,0,1
AJSA,0,2
AJSHA,0,1
AJSHAJA,0,1
AJSHE,0,1
AJUNCION,0,1
AJUSTIN,0,1
AK,1,1
AKABI,0,4
AKABIE,0,1
AKBAR,0.676250695837957,12
AKE,0,12
AKEL,0,1
AKELA,0,1
AKELAS,0,1
AKEMP,0,1
AKER,1,2
AKERS,0,1
AKERY,1,1
AKETA,0,1
AKFELIN,0,1
AKHTAR,0,9
AKHTAROL,0,1
AKHTIAR,0,1
AKI,0,1
AKIBA,0,4
AKIE,0,1
AKIERY,1,1
AKIF,0,1
AKILLO,0,1
AKIM,0,2
AKIN,0,2
AKINFA,0,1
AKINTOYE,1,1
AKIRA,0,1
AKISTEA,0,1
AKIVA,0.723069334627254,5
AKKEN,0,1
AKL,0,2
AKNALINA,0,1
AKOB,0,1
AKOP,0,26
AKOS,0,2
AKOSUA,1,1
AKOUB,0,1
AKOUSA,1,1
AKRA,0,1
AKRAM,0,5
AKREVE,0,1
AKRIDGE,0,1
AKRIVE,0,1
AKRIVI,0,2
AKRIVOULA,0,1
AKRY,1,1
AKSEL,0,25
AKSELLA,0,1
AKSHEN,0,1
AKSI,0,1
AKTINA,0,1
AKTON,0,1
AKULINA,0,9
AKULINE,0,1
AKUM,0,2
AKVILA,0,1
AKVILE,0,1
AKVILIA,0,1
AKYLYNA,0,1
AKYNDYNA,0,1
AL,0.432110519458315,913
ALA,0.526306341439034,52
ALABAMA,0.776852934649573,8
ALABATRA,1,1
ALABERTO,0,1
ALACIA,0,2
ALACOQUE,0,4
ALACYCE,1,1
ALADA,0,5
ALADAIR,0,1
ALADAR,0,26
ALADARJ,0,1
ALADDIN,0.723069334627254,5
ALADE,1,1
ALADEAN,0,1
ALADEEN,0,3
ALADEN,0,1
ALADENE,0,2
ALADENO,0,1
ALADER,0.91261833712601,2
ALADICO,0,1
ALADIN,0,2
ALADINA,0,2
ALADINE,0,7
ALADINO,0,21
ALADOR,0,2
ALADORA,0,1
ALAETTIN,0,2
ALAF,0,2
ALAFA,0,1
ALAFAE,0,1
ALAFAIR,0.826005098288952,16
ALAFAIRE,0,1
ALAFARE,0,1
ALAFIR,0,1
ALAGA,0,1
ALAGANUS,0,1
ALAGASTA,1,1
ALAGONDA,0,1
ALAH,0,3
ALAHGHOLI,0,1
ALAIDE,0,3
ALAIESTER,1,1
ALAIN,0.698876783058993,11
ALAINE,0.367178694247224,19
ALAIR,0,2
ALAIRD,1,1
ALAIRE,0,10
ALAIS,0,2
ALAISE,0,2
ALAJANDRIN,1,1
ALAJEAN,0,1
ALAJOS,0,1
ALAKENA,0,1
ALALIE,0,1
ALALUE,0,1
ALAM,0,2
ALAMA,0,6
ALAMAE,0.806861047117895,7
ALAMANCA,1,1
ALAMANDA,0,2
ALAMANDER,0,1
ALAMAR,0,3
ALAMAUD,1,1
ALAMAY,0.839280602464756,3
ALAMEDA,0,23
ALAMEDIA,0.839280602464756,3
ALAMELU,0,1
ALAMENIA,0,1
ALAMETA,0,1
ALAMINA,0,1
ALAMITA,0,1
ALAMITO,0,1
ALAMO,0,4
ALAMOND,0,1
ALAMONT,1,1
ALAMTAB,0,1
ALAMTAJ,0,1
ALAN,0.562814017415881,9049
ALANA,0.676250695837957,6
ALANCE,0,2
ALAND,0,2
ALANDA,0.91261833712601,2
ALANDER,0,1
ALANDERS,1,1
ALANDO,0,1
ALANDRA,0,1
ALANE,0,7
ALANL,0,1
ALANNA,0,1
ALANOLA,0,1
ALANSON,0.387619870284663,35
ALANTA,0,1
ALANTHA,0,2
ALANTIN,0,1
ALANZER,1,1
ALAON,0,1
ALAPHAIR,0.91261833712601,2
ALAPHINE,0,1
ALAR,0.91261833712601,2
ALARA,0,1
ALARCON,0,1
ALARD,0,2
ALAREA,0,1
ALARIA,0,1
ALARIC,0.691168381339113,17
ALARICK,0,1
ALARICO,0,2
ALARIE,0,2
ALARINDO,0,1
ALART,1,1
ALARY,1,1
ALASACE,0,1
