fname,fname_std,nickname_mpc,sex
DWIGHT,DWIGHT,0,1
GUSSIE,GUSSIE,0,2
TONY,ANTHONY,1,1
MATT,MATTHEW,1,1
ANNETTE,ANNETTE,0,2
TRUMAN,TRUMAN,0,1
MIRANDA,MIRANDA,0,2
ROLAND,ROLAND,0,1
PHIL,PHILIP,1,1
ELWOOD,ELWOOD,0,1
AUG,AUGUSTUS,1,1
MARG,MARGARET,1,2
ROBERTA,ROBERTA,0,2
ARON,AARON,1,1
CLIFTON,CLIFTON,0,1
LOUELLA,LUELLA,1,2
REBECKA,REBECCA,1,2
SYDNEY,SYDNEY,0,1
LIZZA,ELIZABETH,1,2
ADELE,ADELE,0,2
GRACY,GRACE,1,2
MAGGY,MARGARET,1,2
LARS,LARS,0,1
MOSE,MOSE,0,1
ELISE,ELIZABETH,1,2
LIDDIE,LYDIA,1,2
CHS,CHARLES,1,1
SIDNEY,SIDNEY,0,2
CLAY,CLAY,0,1
MARINDA,MARINDA,0,2
CATHERN,CATHERINE,1,2
CLARISA,CLARISSA,1,2
ORPHA,ORPHA,0,2
TURNER,TURNER,0,1
RANDOLPH,RANDOLPH,0,1
JUANA,JUANA,0,2
VAN,VAN,0,1
RUSSEL,RUSSELL,1,1
HARDY,HARDY,0,1
RUBIN,REUBEN,1,1
RUBY,RUBY,0,2
MARGARETHA,MARGARETTA,1,2
KATHARINA,CATHERINE,1,2
MARANDA,MIRANDA,1,2
MARGARETTA,MARGARETTA,0,2
HARLEY,HARLEY,0,1
TOBIAS,TOBIAS,0,1
SELINA,SELENA,1,2
K,K,0,1
GUSTAVUS,GUSTAVUS,0,1
JESUS,JESUS,0,1
HUGO,HUGO,0,1
DEWITT,DEWITT,0,1
AGUSTUS,AUGUSTUS,1,1
FRANK,FRANK,0,2
EBEN,EBEN,0,1
ALECK,ALEXANDER,1,1
BECKY,REBECCA,1,2
Z,Z,0,1
CARY,CAROLINE,1,2
LOUESA,LOUISA,1,2
ORA,ORA,0,1
ROSEY,ROSANNE,1,2
JOHANN,JOHANN,0,1
ZACHARIAH,ZACHARIAH,0,1
RACHEAL,RACHAEL,1,2
RICH,RICHARD,1,1
ANA,ANNA,1,2
ANGELINA,ANGELINA,0,2
GEORGIE,GEORGE,1,1
THERESIA,THERESA,1,2
FREDERICKA,FREDERICKA,1,2
ELMORE,ELMORE,0,1
JOHAN,JOHAN,0,1
EMMETT,EMMETT,0,1
NARCISSA,NARCISSA,0,2
PEDRO,PEDRO,0,1
ELLSWORTH,ELLSWORTH,0,1
SAMPSON,SAMPSON,0,1
AMIE,AMY,1,2
CARIE,CAROLINE,1,2
KING,KING,0,1
PATTIE,PATRICIA,1,2
AUTHER,AUTHER,0,1
CHARLOTTA,CHARLOTTA,0,2
HETTY,HETTIE,1,2
CARA,CARA,0,2
BENJIMAN,BENJAMIN,1,1
STANLEY,STANLEY,0,1
LUCIE,LUCILLE,1,2
BEATRICE,BEATRICE,0,2
LAWSON,LAWSON,0,1
DELBERT,DELBERT,0,1
WEBSTER,WEBSTER,0,1
HAMPTON,HAMPTON,0,1
MITCHELL,MITCHELL,0,1
FREDIE,FREDERICK,1,1
LOUIE,LOUIS,1,1
SERENA,SERENA,0,2
WARD,WARD,0,1
AUGUSTE,AUGUSTE,0,2
ARMINDA,ARMINDA,0,2
IKE,ISAAC,1,1
WILLIAN,WILLIAM,1,1
HARMAN,HARMAN,0,1
TENA,CHRISTINE,1,2
ROSY,ROSALYN,1,2
SABINA,SABINA,0,2
HALLIE,HALLIE,0,2
MARYANN,MARYANN,0,2
ANTOINE,ANTOINE,0,1
MILLEY,MILLIE,1,2
BILLY,WILLIAM,1,1
ARABELLA,ARABELLA,0,2
BEULAH,BEULAH,0,2
LANA,LANA,0,2
JENNETTE,JENNETTE,0,2
NAT,NATHANIEL,1,1
HARRIE,HENRY,1,1
CINTHA,CINTHA,0,2
PINKNEY,PINKNEY,0,1
ELIJA,ELIJA,0,1
ROGER,ROGER,0,1
HENY,HENRY,1,1
JOSEPHUS,JOSEPHUS,0,1
DOROTHEA,DOROTHEA,0,2
ELENORA,ELENORA,0,2
GARRETT,GARRETT,0,1
DINA,DINA,0,2
FOSTER,FOSTER,0,1
FOREST,FOREST,0,1
ARCH,ARCHIBALD,1,1
PATK,PATRICK,1,1
HARRIETTE,HARRIET,1,2
TIM,TIMOTHY,1,1
FANNEY,FANNIE,1,2
JEAN,JEAN,0,1
ELVINA,ELVINA,0,2
RACHAL,RACHEL,1,2
BUD,BUD,0,1
EPHRAM,EPHRAM,0,1
DORAH,DORAH,0,2
MORTON,MORTON,0,1
EUGENIE,EUGENIA,0,2
RICHMOND,RICHMOND,0,1
EMMER,EMMER,0,2
WINIFRED,WINIFRED,0,2
GORDON,GORDON,0,1
ALIDA,ALIDA,0,2
HEZEKIAH,HEZEKIAH,0,1
PARKER,PARKER,0,1
CARY,CARY,0,1
HAROLD,HAROLD,0,1
WARNER,WARNER,0,1
IRWIN,IRWIN,0,1
LEVY,LEVI,1,1
WELLINGTON,WELLINGTON,0,1
PHEBA,PHEBA,0,2
ZACK,ZACHARY,1,1
THOM,THOMAS,1,1
VINEY,VINEY,0,2
EMERSON,EMERSON,0,1
THORNTON,THORNTON,0,1
ALFERD,ALFERD,0,1
STERLING,STERLING,0,1
BABE,BABE,0,2
ELLIN,ELLEN,1,2
LOYD,LLOYD,1,1
GORGE,GEORGE,1,1
HILDA,HILDA,0,2
GEORGEANNA,GEORGIANNA,1,2
ESSIE,ESTHER,0,2
OSKER,OSCAR,1,1
DON,DONALD,1,1
ROXANNA,ROXANNA,0,2
LISSIE,ELIZABETH,1,2
LOGAN,LOGAN,0,1
ULYSSES,ULYSSES,0,1
QUEEN,QUEEN,0,2
MATTHIAS,MATTHIAS,0,1
VERNON,VERNON,0,1
MARCIA,MARCIA,0,2
LOREN,LOREN,0,1
HERMON,HERMAN,1,1
TINA,TINA,0,2
LILLEY,LILLIAN,1,2
LARKIN,LARKIN,0,1
CATHRIN,CATHERINE,1,2
JERUSHA,JERUSHA,0,2
ELY,ELIJAH,1,1
GODFREY,GODFREY,0,1
NICOLAS,NICHOLAS,1,1
THEODOR,THEODORE,1,1
SAMUL,SAMUEL,1,1
EGBERT,EGBERT,0,1
CATHERINA,CATHERINA,0,2
TOMAS,THOMAS,1,1
CARLOS,CARLOS,0,1
THOMPSON,THOMPSON,0,1
MAG,MARGARET,1,2
EDMON,EDMOND,1,1
ALMON,ALMON,0,1
BENTON,BENTON,0,1
COLEMAN,COLEMAN,0,1
ELMINA,ELMINA,0,2
JUDA,JUDITH,1,2
ISIAH,ISAIAH,1,1
ALPHEUS,ALPHEUS,0,1
HATTY,HARRIET,1,2
IDELLA,IDELLA,0,2
LETHA,LETHA,0,2
LUE,LOUISE,1,2
MIRIAM,MIRIAM,0,2
CHRISTIAN,CHRISTIAN,0,2
HARRETT,HARRIET,1,2
LILLIA,LILLIAN,1,2
MICHL,MICHAEL,1,1
JULIAN,JULIAN,0,2
CICERO,CICERO,0,1
CATE,CATHERINE,1,2
DONALD,DONALD,0,1
WALTON,WALTON,0,1
WYATT,WYATT,0,1
MATHA,MATHA,0,2
JEANETTE,JEANETTE,0,2
U,U,0,1
JUNIUS,JUNIUS,0,1
AURELIA,AURELIA,0,2
MATHILDE,MATILDA,1,2
SOPHY,SOPHIA,1,2
SEYMOUR,SEYMOUR,0,1
LINNIE,LINNIE,0,2
EDSON,EDSON,0,1
LUCIAN,LUCIAN,0,1
WILBERT,WILBERT,0,1
SALLEY,Sally,1,2
ROSCOE,ROSCOE,0,1
EPHRIAM,EPHRAIM,1,1
LUCEY,LUCILLE,1,2
GARRET,GARRETT,1,1
DICY,DICIE,1,2
AMALIA,AMELIA,1,2
JONES,JONES,0,1
ANGUS,ANGUS,0,1
PIERRE,PIERRE,0,1
GOTTLIEB,GOTTLIEB,0,1
ERWIN,ERWIN,0,1
LEE,LEE,0,2
CARTER,CARTER,0,1
ELSWORTH,ELSWORTH,0,1
SEBASTIAN,SEBASTIAN,0,1
MARIAN,MARIAN,0,1
PATRIC,PATRICK,1,1
MELIA,MELIA,0,2
ARVILLA,ARVILLA,0,2
LOUISIA,LOUISA,1,2
LULIE,LULIE,0,2
JOSH,JOSHUA,1,1
JENNETT,JEANETTE,1,2
ALLACE,ALICE,1,2
URSULA,URSULA,0,2
ERNESTINE,ERNESTINE,0,2
BRYANT,BRYANT,0,1
DOROTHY,DOROTHY,0,2
OLA,OLA,0,2
LIDDY,LYDIA,1,2
WILIAM,WILLIAM,1,1
INDIANA,INDIANA,0,2
POLLIE,DOROTHY,1,2
FRIEDRICH,FREDERICK,1,1
MAHLON,MAHLON,0,1
CELESTIA,CELESTIA,0,2
THERESSA,THERESA,1,2
ORSON,ORSON,0,1
ANNETTA,ANNETTA,0,2
BEVERLY,BEVERLY,0,1
REUBIN,REUBEN,1,1
MORTIMER,MORTIMER,0,1
NANNY,NANNIE,1,2
GUSTA,AUGUSTA,1,2
HORRACE,HORACE,1,1
RUTHA,RUTHA,0,2
LOULA,LOULA,0,2
LORINDA,LORINDA,0,2
SILVA,SYLVIA,1,2
NEAL,NEAL,0,1
DRUCILLA,DRUCILLA,0,2
BARTON,BARTON,0,1
MITCHEL,MITCHELL,1,1
SUSEN,SUSAN,1,2
MINNE,WILHELMINA,1,2
SOL,SOLOMON,1,1
KARL,CARL,1,1
ADISON,ADDISON,1,1
DALLAS,DALLAS,0,1
CHANCY,CHANCY,0,1
SELMA,SELMA,0,2
WESLY,WESLEY,1,1
FANY,FANNIE,1,2
CLEM,CLEMENT,1,1
CHERRY,CHERRY,0,2
PIERCE,PIERCE,0,1
LEILA,LEILA,0,2
DIANNA,DIANNA,0,2
EMLEY,EMILY,1,2
MORIAH,MORIAH,0,2
FREDDY,FREDERICK,1,1
PHILIPP,PHILIP,1,1
WILLEY,WILLEY,0,1
EDUARD,EDWARD,1,1
WRIGHT,WRIGHT,0,1
LUIS,LOUIS,1,1
JULES,JULIAN,1,1
BERTA,BERTHA,0,2
CLARY,CLAIRE,1,2
JESSEY,JESSE,1,1
GUST,GUST,0,1
THERESE,THERESA,1,2
ELIZIBETH,ELIZABETH,1,2
JOSEFA,JOSEPHINE,1,2
BIRTHA,BERTHA,1,2
ARCHER,ARCHER,0,1
PHOEBA,PHOEBE,1,2
EDGER,EDGAR,1,1
ELLER,ELLER,0,2
GENEVA,GENEVA,0,2
ELBRIDGE,ELDRIDGE,1,1
ISADORE,ISADORE,0,2
ALLAN,ALLEN,1,1
DRUSILLA,DRUSILLA,0,2
ALVAH,ALVA,1,1
CARLTON,CARLTON,0,1
BELINDA,BELINDA,0,2
DEXTER,DEXTER,0,1
JANET,JANET,0,2
PENNY,PENELOPE,1,2
LENNA,LENNA,0,2
HAYWOOD,HAYWOOD,0,1
NEIL,NEAL,1,1
MICH,MICHAEL,1,1
BENNETT,BENNETT,0,1
HELENE,HELEN,1,2
MARCELLA,MARCELLA,0,2
PHEBY,PHOEBE,1,2
SAMUAL,SAMUEL,1,1
FLORIDA,FLORIDA,0,2
ROSALIA,ROSALIA,0,2
TEMPY,TEMPERANCE,1,2
ANNIS,ANNIS,0,2
ALVA,ALVA,0,2
TONEY,ANTHONY,1,1
SILVIA,SYLVIA,1,2
MAGDALENE,MAGDALENE,0,2
ROXANA,ROXANNA,1,2
JUSTIN,JUSTIN,0,1
LEANNA,LEANNA,0,2
FIDELIA,FIDELIA,0,2
ADOLF,ADOLPH,1,1
JOSEPHINA,JOSEPHINA,0,2
LETTA,LETTA,0,2
JULIANA,JULIANA,0,2
MARTHIA,MARTHA,1,2
LOUIE,LOUIS,0,2
ADIE,ADIE,0,2
ERICK,ERIC,1,1
BUCK,BUCK,0,1
RETTA,RETTA,0,2
LUCETTA,LUCETTA,0,2
JUDGE,JUDGE,0,1
MILLER,MILLER,0,1
SYLVANUS,SYLVANUS,0,1
JAME,JAMES,1,1
MARCELLUS,MARCELLUS,0,1
ELLIOTT,ELLIOTT,0,1
PHEOBE,PHOEBE,1,2
NETTA,NETTA,0,2
LUCIEN,LUCIEN,0,1
PETTER,PETER,1,1
EULA,EULA,0,2
SYLVA,SYLVIA,1,2
KATRINA,KATRINA,0,2
ERMA,ERMA,0,2
ROB,ROBERT,1,1
ARMINTA,ARMINTA,0,2
META,META,0,2
ORANGE,ORANGE,0,1
JANETTE,JANETTE,0,2
LUCINA,LUCINA,0,2
ROXY,ROXANNE,1,2
KEZIAH,KEZIAH,0,2
DARIUS,DARIUS,0,1
ISSAC,ISAAC,1,1
ALDEN,ALDEN,0,1
WESTLEY,WESTLEY,0,1
SALOME,SALOME,0,2
BARNARD,BERNARD,1,1
NOBLE,NOBLE,0,1
TERESSA,THERESA,1,2
SUMNER,SUMNER,0,1
STEPHAN,STEPHEN,1,1
MARGRATE,MARGARET,1,2
POLLEY,POLLY,1,2
ABBEY,ABIGAIL,1,2
SILVESTER,SYLVESTER,1,1
ANDREAS,ANDREAS,0,1
ADAH,ADAH,0,2
MARGERETT,MARGARET,1,2
FREDERIKA,FREDERICKA,1,2
CAROLIN,CAROLINE,1,2
ANTOINETTE,ANTOINETTE,0,2
SAVANNAH,SAVANNAH,0,2
AGNUS,AGNES,1,2
NELLA,NELLA,0,2
RANDALL,RANDALL,0,1
OREN,OREN,0,1
HY,HYRUM,1,1
DOLORES,DOLORES,0,2
JULIET,JULIET,0,2
CHAUNCEY,CHAUNCEY,0,1
MINTA,ARMINTA,1,2
ARCHY,ARCHIBALD,1,1
EDIE,EDITH,0,2
BIRD,BIRD,0,1
NILS,NILS,0,1
LETTY,LETTIE,1,2
TILLY,MATILDA,1,2
JANNIE,JANE,1,2
MARILLA,MARILLA,0,2
STEVE,STEPHEN,1,1
MELVILLE,MELVILLE,0,1
FREDRICA,FREDERICKA,1,2
SABRA,SABRA,0,2
CHAUNCY,CHAUNCEY,1,1
CASSIUS,CASSIUS,0,1
OMER,OMER,0,1
CELINA,CELINA,0,2
PHILO,PHILO,0,1
LOUIS,LOUISE,1,2
ELIZBETH,ELIZABETH,1,2
MATTY,MATILDA,1,2
CALISTA,CALISTA,0,2
ELIHU,ELIHU,0,1
PRICE,PRICE,0,1
HENRYETTA,HENRIETTA,1,2
EUGINE,EUGENE,1,1
PRICILLA,PRISCILLA,1,2
HOSEA,HOSEA,0,1
DENA,DENA,0,2
PAMELIA,PAMELA,1,2
SOPHRONA,SOPHRONIA,1,2
CLAUDIUS,CLAUDIUS,0,1
CRAWFORD,CRAWFORD,0,1
LEONIDAS,LEONIDAS,0,1
ABBA,ABIGAIL,1,2
LIBBY,ELIZABETH,1,2
DANIAL,DANIEL,1,1
LOUCINDA,LUCINDA,1,2
JENETTE,JEANETTE,1,2
MYRTA,MYRTA,0,2
ROSWELL,ROSWELL,0,1
JESSY,JESSE,1,1
ALPHA,ALPHA,0,2
TOMMIE,THOMAS,1,1
LEORA,LENORA,1,2
HOUSTON,HOUSTON,0,1
CARROLL,CARROLL,0,1
ROXIE,ROXANNE,1,2
BOYD,BOYD,0,1
HENREY,HENRY,1,1
ABAGAIL,ABIGAIL,1,2
YOUNG,YOUNG,0,1
WILFORD,WILFORD,0,1
ANNAH,ANNA,1,2
CATY,CATHERINE,1,2
ELDORA,ELDORA,0,2
LAVENIA,LAVENIA,0,2
JIMMY,JAMES,1,1
MARGART,MARGARET,1,2
CORRA,CORA,1,2
ROSENA,ROSANNA,1,2
HARRET,HARRIET,1,2
JEANNETTE,JEANETTE,1,2
MARGIE,MARGARET,1,2
ALBERTINE,ALBERTINE,0,2
KATHRINE,CATHERINE,1,2
ALBERTINA,ALBERTINA,0,2
SIMPSON,SIMPSON,0,1
PINK,PINK,0,1
ALONZA,ALONZA,0,1
EDDIE,EDITH,0,2
BRIGET,BRIDGET,1,2
AUTHUR,AUTHOR,1,1
GUSS,AUGUSTUS,1,1
ROLLIN,ROLLIN,0,1
ZILPHA,ZILPHA,0,2
CHANEY,CHANEY,0,2
BABE,BABE,0,1
CATHORINE,CATHERINE,1,2
LIDDIA,LYDIA,1,2
IVY,IVY,0,2
ELIZABATH,ELIZABETH,1,2
EVELYN,EVELYN,0,2
AMEY,AMY,1,2
EVELINA,EVELINA,0,2
NICKOLAS,NICHOLAS,1,1
EMMIE,EMILY,1,2
HILLIARD,HILLIARD,0,1
BRADFORD,BRADFORD,0,1
AGATHA,AGATHA,0,2
CLAUS,CLAUS,0,1
GARDNER,GARDNER,0,1
SINA,SINA,0,2
RILLA,RILLA,0,2
PHILANDER,PHILANDER,0,1
THADDEUS,THADDEUS,0,1
JENNEY,JENNIFER,1,2
HECTOR,HECTOR,0,1
LUNA,LUNA,0,2
LAFAYETT,LAFAYETTE,1,1
ISREAL,ISRAEL,1,1
PARTHENA,PARTHENA,0,2
PEARL,PEARL,0,1
ELLAN,ELLEN,1,2
AMA,ANNA,1,2
ALANSON,ALANSON,0,1
WILLIAMS,WILLIAMS,0,1
MERRITT,MERRITT,0,1
ELSA,ELSA,0,2
WEST,WEST,0,1
LILIE,LILLIAN,1,2
BERNICE,BERNICE,0,2
VESTA,VESTA,0,2
FREDERICH,FREDERICK,1,1
SOUSAN,SUSAN,1,2
RAMON,RAMON,0,1
PHILENA,PHILENA,0,2
GIRTRUDE,GERTRUDE,1,2
SING,SING,0,1
HARISON,HARRISON,1,1
NANIE,ANNE,1,2
ALLISON,ALLISON,0,1
FREDRICKA,FREDERICKA,1,2
JOHANAH,JOHANAH,0,2
ASBURY,ASBURY,0,1
PINK,PINK,0,2
ALTON,ALTON,0,1
JONAH,JONAH,0,1
ZELLA,ZELLA,0,2
ALMINA,ALMINA,0,2
LOISA,LOUISA,1,2
CELESTINE,CELESTINE,0,2
EDNEY,EDNEY,0,2
ALPHONSE,ALPHONSE,0,1
ABERT,ALBERT,1,1
MAHALY,MAHALY,0,2
PEYTON,PEYTON,0,1
CATIE,CATHERINE,1,2
MARGRETTE,MARGARET,1,2
CARRA,CARRA,0,2
BENNY,BENJAMIN,1,1
AMASA,AMASA,0,1
NORRIS,NORRIS,0,1
MATIE,MATILDA,1,2
SYNTHA,CYNTHIA,1,2
NELLEY,NELLIE,1,2
LARA,LARA,0,2
ROLLA,ROLLA,0,1
LISA,ELIZABETH,0,2
ELLIOT,ELLIOTT,1,1
LIDDA,LIDDA,0,2
AVERY,AVERY,0,1
CAMILLA,CAMILLA,0,2
CECIL,CECIL,0,1
HANDY,HANDY,0,1
BUTLER,BUTLER,0,1
OLGA,OLGA,0,2
GLENN,GLENN,0,1
PARALEE,PARALEE,0,2
LORENZ,LORENZ,0,1
BROWN,BROWN,0,1
LAMBERT,LAMBERT,0,1
JENS,JENS,0,1
LUCINDY,LUCINDY,0,2
MIMA,MIMA,0,2
JERAMIAH,JEREMIAH,1,1
ADELL,ADELE,1,2
CLAUDIA,CLAUDIA,0,2
JARED,JARED,0,1
AUGUSTINE,AUGUSTINE,0,1
CHRISTIANNA,CHRISTIANNA,0,2
MARIAM,MARIAM,0,2
MALISA,MALISA,0,2
WILFRED,WILFRED,0,1
MAT,MATILDA,1,2
LUVENIA,LUVENIA,0,2
AMAND,AMANDA,1,2
MINOR,MINOR,0,1
JULIETTE,JULIETTE,0,2
ALPHONSO,ALPHONSO,0,1
ANSEL,ANSEL,0,1
JOHN,JOHN,0,2
ISOM,ISOM,0,1
ISADORA,ISADORA,0,2
ADRIAN,ADRIAN,0,1
PATTY,PATRICIA,1,2
ISAM,ISAM,0,1
OTHO,OTHO,0,1
NAOMA,NAOMA,0,2
COLUMBIA,COLUMBIA,0,2
FANIE,FANNIE,1,2
MICHIEL,MICHIEL,0,1
MARGERY,MARGARET,1,2
MADELINE,MADELINE,0,2
BARTHOLOMEW,BARTHOLOMEW,0,1
RODNEY,RODNEY,0,1
CHRISTOPH,CHRISTOPHER,1,1
CINDA,CINDA,0,2
ALLA,ALLA,0,2
TOBE,TOBIAS,1,1
DELPHINE,DELPHINE,0,2
ERASMUS,ERASMUS,0,1
OLIE,OLIVE,1,2
FAYETTE,LAFAYETTE,1,1
EDD,EDWARD,0,1
INDIA,INDIA,0,2
TOMMY,THOMAS,1,1
FORREST,FORREST,0,1
MARTHEY,MARTHA,1,2
PERCILLA,PRISCILLA,1,2
LAURETTA,LORETTA,1,2
THEODOSIA,THEODOSIA,0,2
TILLA,TILLA,0,2
ASHER,ASHER,0,1
PETRA,PETRA,0,2
JOANA,JOANNA,1,2
IONA,IONA,0,2
SENA,SENA,0,2
MAGDALINE,MAGDALENE,1,2
WALDO,WALDO,0,1
LEANA,LEANA,0,2
WILMER,WILMER,0,1
TEMPERANCE,TEMPERANCE,0,2
EMER,EMER,0,2
AUTHOR,AUTHOR,0,1
HUBBARD,HUBBARD,0,1
DELOS,DELOS,0,1
FLEMING,FLEMING,0,1
ALBINA,ALBINA,0,2
GEORGANNA,GEORGIANA,1,2
KATHERINA,KATHERINA,0,2
CELESTE,CELESTE,0,2
RACHIEL,RACHEL,1,2
FREDRICH,FREDERICK,1,1
RHODY,RHODY,0,2
HELLENA,HELLENA,0,2
VICTORA,VICTORIA,1,2
EUPHEMIA,EUPHEMIA,0,2
PENELOPE,PENELOPE,0,2
TRACY,TRACY,0,2
MAGARET,MARGARET,1,2
DONA,DONNA,1,2
MARTEN,MARTIN,1,1
OLLIE,OLIVER,1,1
LU,LUCY,0,2
ABSALOM,ABSALOM,0,1
MADORA,MADORA,0,2
ALEC,ALEXANDER,1,1
ALMOND,ALMOND,0,1
DOUGLASS,DOUGLAS,1,1
CHARLOT,CHARLOTTE,1,2
ARAMINTA,ARAMINTA,0,2
ALF,ALFRED,1,1
JUSTUS,JUSTUS,0,1
AUGUSTINE,AUGUSTINE,0,2
FERNANDO,FERNANDO,0,1
THERON,THERON,0,1
THADEUS,THADDEUS,1,1
HORTENSE,HORTENSE,0,2
CLARRISSA,CLARISSA,1,2
ROENA,ROWENA,1,2
TENNIE,TENNIE,0,2
JOHNEY,JOHN,1,1
PHINEAS,PHINEAS,0,1
AVA,AVA,0,2
WEALTHY,WEALTHY,0,2
BILLIE,WILLIAM,1,1
TITUS,TITUS,0,1
ALBION,ALBION,0,1
ALABAMA,ALABAMA,0,2
CORRIE,CORRIE,0,2
ARMSTEAD,ARMSTEAD,0,1
ALAXANDER,ALEXANDER,1,1
DANA,DANA,0,1
IOLA,IOLA,0,2
HARLAN,HARLAN,0,1
PETE,PETER,1,1
EVERET,EVERETT,1,1
CINTHIA,CYNTHIA,1,2
LEVIN,LEVIN,0,1
CALLY,CAROLINE,1,2
CLORA,CLORA,0,2
THRESA,THERESA,1,2
ANIE,ANNE,1,2
ALLIE,ALEXANDER,0,1
LUIZA,LOUISA,1,2
EARLY,EARLY,0,1
WAYNE,WAYNE,0,1
LONA,LONA,0,2
CHARLE,CHARLES,1,1
RACHELL,RACHEL,1,2
CHRISTIE,CHRISTIE,0,2
BETSIE,ELIZABETH,1,2
ADALADE,ADELAIDE,1,2
NEWELL,NEWELL,0,1
VICTORY,VICTORY,0,2
GABE,GABRIEL,1,1
CRISTINA,CHRISTINA,1,2
SILVY,SYLVIA,1,2
LEA,LEAH,1,2
ISABELA,ISABELLA,1,2
BECCA,REBECCA,1,2
NETTY,NETTIE,1,2
MA,MA,0,2
LUCAS,LUCAS,0,1
ESTELL,ESTELLE,1,2
MINNY,WILHELMINA,1,2
DOMINICK,DOMINIC,1,1
GRIFFIN,GRIFFIN,0,1
AUGUSTIN,AUGUSTINE,1,1
HURBERT,HERBERT,1,1
DOC,DOC,0,1
DANNIEL,DANIEL,1,1
FRANCOIS,FRANCOIS,0,1
FLORRENCE,FLORENCE,1,2
BABY,BABY,0,2
MELLIE,MELLISSA,0,2
SARY,SARAH,1,2
WONG,WONG,0,1
HUMPHREY,HUMPHREY,0,1
REESE,REESE,0,1
DE,DE,0,1
BULAH,BEULAH,1,2
TERRY,TERENCE,1,1
GUSTAF,GUSTAF,0,1
MANUELA,MANUELA,0,2
OCTAVE,OCTAVE,0,1
ADELADE,ADELAIDE,1,2
HUDSON,HUDSON,0,1
BENEDICT,BENEDICT,0,1
DARWIN,DARWIN,0,1
DELL,DELL,0,2
DAVY,DAVID,1,1
FREMONT,FREMONT,0,1
FANEY,FANNIE,1,2
CORY,CORY,1,2
ASHLEY,ASHLEY,0,1
PEARLY,PEARLY,0,2
RANDAL,RANDALL,1,1
ELOISE,ELOISE,0,2
HOWELL,HOWELL,0,1
EUDORA,EUDORA,0,2
BURRELL,BURRELL,0,1
HARRIOT,HARRIET,1,2
FERD,FERDINAND,1,1
ROSETTE,ROSETTE,0,2
CASPAR,CASPER,1,1
JOAN,JOAN,0,2
SWAN,SWAN,0,1
CARALINE,CAROLINE,1,2
MUNROE,MONROE,1,1
MARYAN,MARYANN,1,2
LIZZE,ELIZABETH,1,2
LEM,LEMUEL,1,1
SAUL,SAUL,0,1
GEORGINA,GEORGINA,0,2
GERHARD,GERHARD,0,1
PERLEY,PEARL,1,1
MALCOLM,MALCOLM,0,1
VIRGIE,VIRGINIA,1,2
ELLENOR,ELEANOR,1,2
DARCUS,DARCUS,0,2
JERIMIAH,JEREMIAH,1,1
TILMAN,TILMAN,0,1
MAHALEY,MAHALEY,0,2
ADELA,ADELA,0,2
NICY,NANCY,0,2
MALCOM,MALCOLM,1,1
MARGUERITE,MARGUERITE,0,2
LONZO,LONZO,0,1
JULIOUS,JULIUS,1,1
PRECILLA,PRESCILLA,1,2
PARTHENIA,PARTHENIA,0,2
ELVIN,ALVIN,1,1
ANGELA,ANGELA,0,2
OLIN,OLIN,0,1
BULA,BEULA,1,2
RUSH,RUSH,0,1
MEDORA,MADORA,1,2
EMILEY,EMILY,1,2
HULDY,HULDA,1,2
ZOE,ZOE,0,2
SEABORN,SEABORN,0,1
SAVANAH,SAVANNAH,1,2
BRADLEY,BRADLEY,0,1
SOLON,SOLON,0,1
PABLO,PABLO,0,1
BECKIE,REBECCA,1,2
ROSEANNA,ROSEANNA,0,2
WILLIAM,WILLIAM,0,2
WILY,WILLIAM,1,1
VINNIE,VINNIE,0,2
JABEZ,JABEZ,0,1
MARGRETH,MARGARET,1,2
LUVINA,LUVENIA,1,2
LAURAH,LAURA,1,2
CHALES,CHARLES,1,1
ALTHA,ALTHA,0,2
ARTIE,ARTIE,0,2
PRESLEY,PRESLEY,0,1
METTIE,MADISON,0,2
JOE,JOSEPHINE,1,2
DOCIA,DOCIA,0,2
ISAAH,ISAIAH,1,1
MERTON,MERTON,0,1
WINNY,WINIFRED,1,2
ALX,ALEXANDER,1,1
DELLIE,DELIA,1,2
OBEDIAH,OBEDIAH,0,1
SAVILLA,SAVILLA,0,2
ALEN,ALLEN,1,1
JENIE,JENNIFER,1,2
ANTONETTE,ANTOINETTE,1,2
EMMALINE,EMMALINE,0,2
LAURIE,LAURIE,0,2
LEOLA,LEOLA,0,2
SABRINA,SABRINA,0,2
CATHRINA,CATHRINA,0,2
ELSEY,ELIZABETH,1,2
FED,FREDERICK,1,1
MURRAY,MURRAY,0,1
LITTLETON,LITTLETON,0,1
WENZEL,WENZEL,0,1
JUSTINA,JUSTINA,0,2
ELDRIDGE,ELDRIDGE,0,1
SILLA,SILLA,0,2
EBER,EBER,0,1
MARIETTE,MARIETTE,0,2
ELIZER,ELIZABETH,1,2
CONSTANCE,CONSTANCE,0,2
JOHANNES,JOHANNES,0,1
JEPTHA,JEPTHA,0,1
EVANS,EVANS,0,1
EMELIE,EMILY,1,2
QUINCY,QUINCY,0,1
EDY,EDITH,0,2
EDETH,EDITH,1,2
BABY,BABY,0,1
GURTRUDE,GERTRUDE,1,2
CORNELIOUS,CORNELIUS,1,1
MAGDELENA,MAGDALENA,1,2
BARBERY,BARBERY,0,2
GOTLIEB,GOTTLIEB,1,1
SCHUYLER,SCHUYLER,0,1
