fname_std,bni_std,N
LASTER,0.832358565150786,27
LASTIE,0.61610586575349,11
LASZLO,0,595
LAT,0.706514832391203,12
LATANE,0.663257866581947,14
LATEEF,1,12
LATEN,0.793887679383627,23
LATHAM,0.772653881445237,50
LATHAN,0.815096367236333,124
LATHEL,0.61610586575349,11
LATHEN,0.759593249573485,23
LATHERN,0.663257866581947,14
LATHON,0.925264600592035,19
LATIF,0.61610586575349,11
LATIMER,0.275417081428787,20
LATIMORE,0.909997271911603,12
LATRELL,0.893906467760737,13
LATTA,0.643556715548376,20
LATTIE,0.499991672615568,74
LAUCHLIN,0,13
LAUD,0.730330518460101,11
LAUDELINO,0.474444249107363,18
LAUDELL,0.783126872909466,15
LAUDIE,0,51
LAUDIS,0.396333493971774,12
LAUGHLIN,0.286336805547632,19
LAUNEY,0.742850780004179,14
LAUNIE,0,11
LAURA,0.736739426172552,111
LAURAN,0,11
LAUREANO,0.427096572425571,171
LAUREAT,0,42
LAUREL,0.21196247784984,557
LAURELL,0.748348990265074,24
LAUREN,0.0612363085444098,782
LAURENCIO,0,28
LAURENT,0.212978238072856,443
LAURENTINO,0.17104790855047,36
LAURESS,0,11
LAURI,0,128
LAURIANO,0.194024641778309,31
LAURICE,0.515047147673458,78
LAURIE,0.601761929083643,393
LAURIEN,0.265299629845152,21
LAURIER,0,171
LAURINDO,0.375714730462533,13
LAURINE,0.783126872909466,12
LAURIS,0.371845766552555,66
LAURISTON,0.808165351035949,38
LAURITS,0,23
LAURITZ,0.567677414719074,52
LAURN,0,11
LAURO,0.0626788530579383,218
LAURY,0.52630748514952,30
LAUTON,0.419346727980343,11
LAVAL,0.689648043097898,51
LAVALLE,0.832358565150786,27
LAVAN,0.85644528061567,42
LAVANCE,0.905920506062759,14
LAVAR,0.686754798361472,73
LAVAUGHN,0.729452344194623,103
LAVEL,0.893906467760737,13
LAVELL,0.828774872463825,157
LAVELLE,0.825529961829465,192
LAVERE,0.142853064186759,133
LAVERGNE,0.496174879208748,25
LAVERL,0,28
LAVERLE,0,21
LAVERNE,0.203315562221623,6270
LAVERNON,0.689648043097898,17
LAVERT,0.931701084452788,26
LAVESTER,0.935249781443809,15
LAVIER,0.419346727980343,11
LAVOID,0.61610586575349,22
LAVON,0.60926686066576,428
LAVONE,0.73528763433847,18
LAVONNE,0.823727882392685,28
LAVOR,0,14
LAVOY,0.550839216349338,62
LAWARENCE,0.445197252092511,20
LAWAYNE,0.532778593659496,22
LAWERANCE,0.449818746099853,59
LAWERNCE,0.698917721845258,37
LAWFORD,0.893906467760737,13
LAWLESS,0.753418469371229,37
LAWNIE,0,15
LAWR,0.69603908129196,54
LAWRANCE,0.682479132094531,109
LAWREN,0.560336621481903,20
LAWRENCE,0.507149346523783,155011
LAWRENE,0.396333493971774,12
LAWRIE,0,22
LAWSON,0.633707266445211,890
LAWTON,0.498188246214033,422
LAWYER,0.991627630436397,261
LAY,0.866662817517518,19
LAYARD,0.396333493971774,12
LAYFIELD,0.804948330610183,11
LAYLE,0,11
LAYLON,0.52630748514952,15
LAYMAN,0.5659663654722,85
LAYMON,0.7396271436807,209
LAYMOND,0.689648043097898,51
LAYNE,0.241629583882628,142
LAYTON,0.385988514899296,537
LAZAR,0.0567667753894653,242
LAZARO,0.349618244383896,664
LAZAROS,0,24
LAZARUS,0.858415062159205,149
LAZELL,0.905920506062759,14
LAZO,0.396333493971774,12
LAZZARO,0,21
LB,0.935249781443809,21
LC,0.957570832900614,66
LD,0.764699888888463,29
LE,0.430170524628597,317
LEA,0.608472240783277,96
LEABERT,0.689648043097898,17
LEAFORD,0.764699888888463,29
LEAHMAN,0.730330518460101,11
LEAL,0.474444249107363,36
LEALAND,0.262090332111546,64
LEALON,0.542789228395178,85
LEAMAN,0.537181801320434,65
LEAMON,0.76560889183823,700
LEAMOND,0.800487291111422,28
LEANDER,0.810706553767237,959
LEANDRE,0.560336621481903,60
LEANDREW,1,109
LEANDRO,0.209401701959919,424
LEAR,0,21
LEAROY,0.844151462010917,14
LEARTIS,0.990853356657772,16
LEARY,0.771965632855874,47
LEASON,0.643556715548376,15
LEASTER,0.950638290716757,11
LEASTON,0.419346727980343,11
LEATON,0,21
LEATRICE,0.979141845798959,15
LEAVERN,0.920351540593323,13
LEAVIE,0.893906467760737,13
LEAVITT,0.231310803286126,25
LEAVY,0.903942773999362,76
LEBARON,0.834857792977747,34
LEBERN,0,15
LEBERT,0.67915684751702,75
LEBON,0.909997271911603,12
LEBRO,0.340306658160058,15
LEBRON,0.834258787163227,56
LEBURN,0.396333493971774,36
LECESTER,0.976147634345993,20
LECH,0,35
LECIL,0.0546201287170317,126
LECK,0,26
LEDELL,0.990065897557749,74
LEDFORD,0.462296129630234,94
LEDGER,0.810157868347229,35
LEDO,0,11
LEDREW,0.866662817517518,19
LEDRU,0.396333493971774,12
LEDYARD,0.419346727980343,11
LEEBERT,0.818634853013117,13
LEEDELL,0.99142011704608,17
LEELAND,0.348517906094433,87
LEEMAN,0.405608194021058,139
LEEMON,0.711486516667287,55
LEEMOND,0.857515719123726,11
LEENDERT,0,37
LEEWARD,0,13
LEEWOOD,0.742850780004179,21
LEFFIE,0.750571131242191,17
LEFTY,0.474444249107363,18
LEGARE,0.29815816721813,18
LEGER,0.804948330610183,11
LEGRAND,0.60746869286719,136
LEGRANDE,0.340306658160058,60
LEGRANT,0.920351540593323,13
LEGREE,0.929776758866981,17
LEHMAN,0.633397059772743,259
LEHMON,0.713494837456501,39
LEIB,0,61
LEIBERT,0.643556715548376,15
LEICESTER,0.706514832391203,24
LEIDY,0,15
LEIF,0.047547869686345,437
LEIGH,0.120523077802116,537
LEIGHTON,0.332705494539579,511
LEILAND,0,13
LEITH,0,48
LEIV,0,16
LELA,0.396333493971774,12
LELAN,0.0720598569088052,94
LELAND,0.158309378866419,9219
LELDON,0.175197342946232,105
LELIO,0.474444249107363,27
LELLAND,0.375714730462533,13
LELLON,0.396333493971774,12
LELON,0.430048546362018,148
LELTON,0.567677414719074,39
LEMAN,0.61423442928955,155
LEMAR,0.909775968346467,127
LEMBIT,0,21
LEMIAL,0.61610586575349,11
LEMLEY,0,11
LEMMIE,0.876131458903319,192
LEMOINE,0.501922174669674,49
LEMON,0.953237432510325,237
LEMOND,0.919020657329337,18
LEMONT,0.85644528061567,42
LEMORE,0.950638290716757,11
LEMOYNE,0.596034450884762,112
LEMUEL,0.759962191497769,2031
LENA,0.310997647139251,17
LENDAL,0.324992692762756,32
LENDALL,0.304442595128177,35
LENDEL,0.436233418778896,31
LENDELL,0.693590481987522,88
LENDEN,0.590901038785712,12
LENDO,0.818634853013117,13
LENDOL,0,15
LENDON,0.55359898275246,116
LENDSEY,0.857515719123726,11
LENDWOOD,0.977442874615506,14
LENDY,0.783126872909466,12
LENEAR,0.950638290716757,11
LENEL,0.99020642344417,15
LENELL,0.973053018825226,48
LENFORD,0.783126872909466,51
LENHARD,0,12
LENHART,0.507804174646455,16
LENIN,0.231310803286126,25
LENINE,0.396333493971774,12
LENIS,0.579056468792344,75
LENLEY,0,12
LENNART,0.0696282653102758,195
LENNEL,0.95852402139763,21
LENNELL,0.969035697793514,32
LENNETH,0.804948330610183,11
LENNIS,0.655730185391874,230
LENNON,0.934372957484242,104
LENNOX,0.926970944033955,91
LENO,0.572760467512126,198
LENOIR,0.742850780004179,21
LENON,0.973053018825226,114
LENOX,0.700286838447086,90
LENROY,0.935249781443809,12
LENSON,0.865220741319107,17
LENT,0.947520209575088,21
LENTON,0.921175925349464,144
LENUAL,0,11
LENUE,0.935249781443809,12
LENUEL,0,12
LENUS,0.401846707560685,47
LENVIL,0.270263700871902,41
LENVILLE,0.143801208534927,88
LENWARD,0.920103117556683,96
LENWOOD,0.890861386704322,507
LENWORTH,1,14
LENZA,0.590901038785712,12
LENZIE,0.930614589286281,100
LENZO,0.942027166434084,13
LENZY,0.943344958730174,119
LEOBARDO,0,105
LEOCADIO,0.399992005737574,142
LEODEGARIO,0,21
LEODIS,0.992074877533061,110
LEODORE,0.211033415003748,28
LEON,0.693236356742342,32530
LEONAL,0,13
LEONALD,0,13
LEONARD,0.420505850486924,113742
LEONARDO,0.374484282980753,1241
LEONARDUS,0,16
LEONAS,0,38
LEONCE,0.745406522749577,156
LEONCIO,0.372943029986376,184
LEONDIS,0.804948330610183,11
LEONDUS,0.762457310265672,13
LEONEL,0.132747743332192,530
LEONELL,0.800487291111422,14
LEONELLO,0,13
LEONHARD,0.081861476263313,82
LEONICIO,0,15
LEONID,0,583
LEONIDA,0,11
LEONIDAS,0.482088869997359,508
LEONIDE,0,39
LEONIDS,0,13
LEONORD,0.61610586575349,11
LEONSO,0,11
LEONZA,0.99312429508819,21
LEONZO,0.783126872909466,18
LEOPAUL,0.310997647139251,17
LEOPOLD,0.408542576635196,1157
LEOPOLDO,0.189302148282909,894
LEORN,0.970148289082709,11
LEORY,0.8376243356065,36
LEOTHA,0.988592780264826,52
LEOTIS,0.963961470763174,127
LEOVIGILDO,0.363120788285345,41
LEPOLEON,1,12
LERAY,0.532778593659496,44
LERO,0.869561439325394,50
LEROI,0.793887679383627,46
LERON,0.888836585345533,59
LERONE,0.99312429508819,21
LEROY,0.774086277488039,44897
LEROYAL,0.919020657329337,18
LEROYCE,0.546210231151937,14
LES,0.314562354414132,318
LESL,0.396333493971774,12
LESLAW,0,19
LESLEE,0.396333493971774,12
LESLIE,0.45169717644215,22551
LESS,0.915490380698372,65
LESSEL,0.808165351035949,19
LESSIE,0.953776961456255,162
LESSLEY,0.806992554570626,30
LEST,0.841172020429525,26
LESTEL,0,12
LESTER,0.427751860358148,34341
LESTON,0.514380168716241,86
LESZEK,0,64
LETCHER,0.599430654721947,134
LETHANIEL,1,29
LETHEL,0.902774854158371,16
LETROY,0.950638290716757,11
LETTERIO,0,11
LEV,0.0954650212423849,486
LEVA,0.445197252092511,20
LEVAN,0.930230396321357,74
LEVANDER,0.989461010970328,42
LEVANT,0.667343734818052,23
LEVAR,0.971674929034663,23
LEVARN,0.973053018825226,12
LEVAUGHN,0.870233107692369,27
LEVE,0.857515719123726,11
LEVELL,0.970148289082709,77
LEVELLE,0.966541673753409,25
LEVEN,0.840060144966669,38
LEVER,0.800487291111422,14
LEVERE,0.235075384716224,49
LEVERETT,0.425523772247281,86
LEVERETTE,0.590901038785712,24
LEVERN,0.86064736657153,269
LEVERNE,0.726463969211391,212
LEVERNON,0.973053018825226,12
LEVERT,0.951039529492584,107
LEVESTER,0.994183348957096,148
LEVI,0.854552472379509,3725
LEVIE,0.936778940463991,177
LEVIN,0.788255415416086,147
LEVINE,0.890407708541027,17
LEVIO,0,28
LEVIS,0.52630748514952,75
LEVITE,0.61610586575349,11
LEVITICUS,1,15
LEVOID,0.900274017796152,18
LEVON,0.846387194329713,409
LEVONE,0.95852402139763,21
LEVONIA,1,18
LEVONNE,0.950638290716757,11
LEVORN,0.992149762374703,37
LEVOY,0.699670072771926,41
LEVOYD,0.878374819882183,18
LEWARD,0.62140707757707,27
LEWAYNE,0.49055771331857,17
LEWELL,0.29815816721813,36
LEWI,0.5545992804614,34
LEWIN,0.64767923184606,69
LEWIS,0.56449504194725,32116
LEX,0.459897386550926,256
LEXIE,0.681235990468428,127
LEXTER,0.684203329196995,13
LEXTON,0.800487291111422,14
LEYB,0,40
LEYBA,0,13
LEYCESTER,0.706514832391203,12
LEYDEN,0.61610586575349,11
LEYLAND,0.81249492544729,16
LEYMON,0.61610586575349,11
LEYON,0.684203329196995,13
LEYTON,0.419346727980343,11
LEYZER,0,21
LG,0.762457310265672,13
LIAL,0,17
LIAM,0.107434822349604,61
LIANDRO,0,11
LIBARDO,0,16
LIBBY,0.724227330685632,15
LIBERATO,0.0947493295282128,140
LIBERIO,0.419346727980343,11
LIBERO,0,88
LIBERT,0.692956665516226,21
LIBERTAD,0.357135209581301,14
LIBERTO,0,26
LIBERTY,0.516890290472757,31
LIBOR,0,12
LIBORIO,0.0900249720605592,222
LIBRADO,0.13270339369148,241
LIBRO,0,14
LIDDELL,0.950638290716757,22
LIDE,0.396333493971774,12
LIDELL,0.988592780264826,13
LIDGE,0.730330518460101,11
LIDIO,0.2429845270953,47
LIDO,0,61
LIEF,0,20
LIEUTENANT,0.996114699492314,73
LIGGETT,0.684203329196995,13
LIGON,0.692956665516226,21
LILBERN,0,40
LILBERT,0.895123991684711,24
LILBURN,0.261300103126639,257
LILE,0.304442595128177,35
LILLARD,0.326216016065992,191
LILLIAN,0.76364291675222,55
LILLIE,0.898873376696653,29
LILTON,0.966541673753409,60
LIMAS,1,14
LIMMIE,0.977744999499722,85
LIMOUS,1,11
LIMUEL,0.804052149387243,69
LIN,0.679909068789545,88
LINARD,0.766503472410719,48
LINCOLN,0.755862968984809,1593
LIND,0.66911027231156,32
LINDA,0.590901038785712,42
LINDAL,0,19
LINDALL,0,11
LINDBERG,0.916826253761668,96
LINDBERGH,0.86173845561572,136
LINDBURG,0.90851057318281,19
LINDBURGH,0.963610691853161,28
LINDEL,0.283526494110152,77
LINDELL,0.475969545032005,367
LINDEN,0.273223474090519,384
LINDER,0.74634024933085,38
LINDLE,0.175197342946232,35
LINDLEY,0.162393970050408,153
LINDO,0.439775284617673,51
LINDOL,0,13
LINDSAY,0.835388400224416,63
LINDSEY,0.784404875450531,1788
LINDSLEY,0.759593249573485,23
LINDWOOD,0.950638290716757,22
LINDY,0.28283251464663,309
LINELL,0.95021572970229,51
LINFORD,0.51954635277514,215
LINK,0.840512776251475,64
LINLEY,0.119922683687782,54
LINN,0.0955853556859129,208
LINNARD,0.8376243356065,12
LINNELL,0.966541673753409,15
LINNIE,0.750083910978158,109
LINNIS,0.684203329196995,13
LINNON,0.891935039866832,15
LINO,0.25456286971048,598
LINSLEY,0.61610586575349,11
LINSON,0.762457310265672,13
LINSTER,0.866662817517518,19
LINTON,0.792859892010885,459
LINUEL,0.445197252092511,20
LINUS,0.225005009332162,621
LINVAL,0.90851057318281,19
LINVEL,0,26
LINVELL,0,11
LINVILLE,0.277533884714989,99
LINWARD,0.884033807835246,37
LINWOOD,0.824152948464126,2452
LINZA,0.730330518460101,22
LINZEY,0.952062394569492,15
LINZIE,0.884964655738433,95
LION,0.546210231151937,14
LIONAL,0.436233418778896,31
LIONEL,0.701452059253455,4583
LIONELL,0.945747615408962,99
LIPA,0.357135209581301,14
LIPMAN,0,12
LIPOT,0.52630748514952,15
LISA,0.546210231151937,14
LISANDRO,0,30
LISBON,0.964842620113389,24
LISH,0.952878085528196,19
LISLE,0.267483185348325,187
LISSO,0.950638290716757,11
LISTER,0.769944224619063,60
LISTON,0.785255633469415,238
LIT,0.940787618161163,16
LITO,0,11
LITTLE,0.897188740954294,159
LITTLETON,0.85937097450719,96
LITTON,0.658220354616656,19
LIUDAS,0,11
LIVINGSTON,0.924107870834411,231
LIVIO,0.0530162721866099,130
LIVIU,0,12
LIVY,0.689648043097898,17
LIZANDRO,0,12
LIZARDO,0,14
LIZZIE,0.973053018825226,12
LJ,0.878374819882183,14
LJUBISA,0,15
LJUBO,0,22
LJUBOMIR,0,47
LLEWELYLN,0.978604690863594,22
LLOY,0.385748783944129,50
LLOYAL,0.357135209581301,14
LLOYD,0.392340166396047,47962
LLOYDE,0.499031979748241,33
LLYOD,0.419346727980343,33
LLYWELYN,0.548888510618139,860
LO,0.804948330610183,11
LOAL,0,23
LOARN,0,13
LOCK,0.940787618161163,16
LOCKE,0.552176229329818,48
LOCKETT,0.891935039866832,15
LOCKHART,0.52630748514952,15
LOCKSLEY,0.915490380698372,15
LOCKWOOD,0.712854597574533,43
LODA,0.419346727980343,11
LODDIE,0,21
LODELL,0.783126872909466,15
LODIE,0.643556715548376,15
LODIS,0.919020657329337,18
LODOVICO,0,22
LOE,0,12
LOEL,0.252911994131485,67
LOFTEN,0.730330518460101,11
LOFTIN,0.62499219304459,16
LOFTON,0.836008295102265,116
LOFTUS,0.742850780004179,14
LOGAN,0.452604515482032,1100
LOHMAN,0,11
LOICE,0.695180107372836,25
LOIE,0.286336805547632,19
LOIL,0.52630748514952,15
LOISE,0.857515719123726,33
LOKIE,0.742850780004179,14
LOLA,0.696777035953923,29
LOLAN,0,21
LOLAND,0,14
LOLLIS,0.896548634746419,11
LOLO,0.357135209581301,14
LOMA,0.49055771331857,17
LOMAN,0.447706228311933,109
LOMAS,0.898238161366714,20
LOMAX,0.778437368842107,55
LOMER,0,21
LONA,0.275417081428787,20
LONALD,0,18
LONARD,0.419346727980343,22
LONAS,0,63
LONDELL,0.95852402139763,42
LONDON,0.957869668284549,112
LONDY,0.783126872909466,12
LONE,0.658220354616656,19
LONEL,0.865220741319107,17
LONELL,0.978822838959732,74
LONES,0.62499219304459,16
LONEY,0.775704980345325,105
LONGIN,0,42
LONGINO,0.571420413971352,77
LONIEL,0.905920506062759,14
LONIS,0.667343734818052,23
LONN,0.590901038785712,30
LONNE,0.375714730462533,13
LONNELL,0.98484798779731,40
LONNEY,0.265299629845152,21
LONUS,0,12
LONZELL,0.99671402015125,43
LONZER,1,20
LONZIE,0.932127945846435,177
LONZY,0.94307856906724,56
LOOMIS,0.483982745937115,87
LOONEY,0.286336805547632,19
LOPE,0.629532183109895,21
LORACE,0.567677414719074,13
LORAINE,0.445197252092511,120
LORAL,0.1160680110948,56
LORAND,0.546210231151938,21
LORANE,0.396333493971774,12
LORANT,0.459355685227577,19
LORANZIE,0.61610586575349,11
LORAS,0,48
LORAY,0.857515719123726,11
LORD,0.878374819882183,28
LORE,0.841172020429525,26
LOREE,0.643556715548376,15
LOREL,0.29815816721813,18
LORELL,0.753418469371229,37
LOREN,0.0873969398548146,8711
LORENE,0.750571131242191,17
LORENZIA,0.971183699620161,17
LORENZO,0.81717701294692,5119
LORETO,0.142383665254517,178
LORETTA,0.663257866581947,14
LORETTO,0,16
LORI,0,12
LORIAN,0.419346727980343,11
LORIE,0.742850780004179,35
LORIMER,0.177348482647885,69
LORING,0.200893781553237,327
LORINZA,0.964390547515549,19
LORINZO,0.975442585460451,13
LORIS,0.40684026800814,196
LORMAN,0.737432772511303,25
LORN,0.2252974790435,155
LORNE,0.20217192110506,590
LORNELL,0.955880948213994,16
LORON,0.582951543095096,37
LORRAIN,0,19
LORRAINE,0.367223898229684,242
LORREN,0,71
LORRIE,0.419346727980343,22
LORRIN,0.199381185868408,60
LORRIS,0.622746665531802,43
LORRY,0,40
LORTON,0.375714730462533,13
LORY,0.38782025405425,62
LORYN,0,11
LOSS,0.459355685227577,19
LOSSIE,0.73528763433847,36
LOSTON,0.942027166434084,13
LOT,0.864888635765916,83
LOTEN,0,13
LOTHAIR,0.357135209581301,14
LOTHAR,0,245
LOTHER,0.459355685227577,19
LOTIS,0.667343734818052,23
LOTTIE,0.869561439325394,25
LOTUS,0.317841188601197,33
LOUCIOUS,0.975442585460451,13
LOUDEN,0.52630748514952,15
LOUGENE,0.971183699620161,17
LOUIA,0.854394238389323,29
LOUIN,0.658220354616656,19
LOUIS,0.458657615742214,110449
LOUKAS,0,29
LOURDES,0,12
LOURIE,0.8376243356065,12
LOVAL,0.396333493971774,12
LOVE,0.961081192380631,137
LOVEL,0.401846707560685,47
LOVELACE,0.849321992904516,73
LOVELESS,0.929425859424822,48
LOVELL,0.861139736561217,513
LOVELLE,0.891935039866832,15
LOVELY,0.940787618161163,16
LOVER,0.947520209575088,14
LOVERN,0.62499219304459,16
LOVERNE,0.396333493971774,12
LOVETT,0.947520209575088,91
LOVETTE,0.935249781443809,21
LOVIC,0.590901038785712,30
LOVICK,0.62499219304459,32
LOVIE,0.960461993883903,96
LOVIS,0.810157868347229,35
LOWE,0.590901038785712,42
LOWEL,0.519991685933845,23
LOWELL,0.172592512860824,9333
LOWEN,0.5360741901996,29
LOWERY,0.601843869986814,104
LOWMAN,0.872135196332709,35
LOWREY,0.375714730462533,26
LOWRIE,0,11
LOWRY,0.385748783944129,100
LOXLEY,0.762457310265672,13
LOY,0.202576987794284,1030
LOYAL,0.266498383688878,1023
LOYALL,0.205041889113559,29
LOYCE,0.584918796979734,245
LOYDE,0.207994512773364,114
LOYE,0.324992692762756,112
LOYES,0.730330518460101,11
LOYL,0.340306658160058,15
LOYLE,0.121947652801136,53
LOYOLA,0,16
LOYS,0.424828462126585,97
LOYSE,0.507804174646455,16
LOZELL,0.928569219233816,14
LOZELLE,0.730330518460101,11
LROY,0.590901038785712,12
LT,0.982986210415398,18
LU,0.507804174646455,16
LUBEN,0.689648043097898,17
LUBERT,0.445197252092511,20
LUBIE,0.783126872909466,36
LUBIN,0.643556715548376,20
LUBOMIR,0,48
LUBOMYR,0,19
LUBY,0.651124837581933,112
LUC,0.911795937595845,124
LUCA,0,95
LUCAS,0.62035651476697,3745
LUCHEN,0.800487291111422,14
LUCHES,0.979141845798959,15
LUCHION,0.893906467760737,13
LUCHIOUS,0.991920738448165,18
LUCIAN,0.433611547607077,3370
LUCIANO,0.262451109330105,937
LUCILLE,0.673567805667501,27
LUCILO,0.324992692762756,16
LUCINE,0.730330518460101,11
LUCIO,0.0715836893180611,568
LUCIUS,0.939717020917419,2312
LUCJAN,0,47
LUCK,0.848876323940189,16
LUCKIE,0.840060144966669,19
LUCKNER,1,21
LUCKY,0.67116024181602,177
LUCO,0.62499219304459,16
LUDDIE,0.949436603188822,18
LUDELL,0.935249781443809,12
LUDGER,0.0953749690549025,139
LUDIE,0.914823902941772,97
LUDLOW,0.6518549049522,34
LUDOLF,0,12
LUDOVIC,0.787873220942149,53
LUDOVICO,0.184130973300599,33
LUDRICK,0.896548634746419,11
LUDVICK,0,13
LUDVIG,0.310997647139251,51
LUDVIK,0,61
LUDWELL,0.375714730462533,26
LUDWICK,0.546210231151938,21
LUDWIG,0.0764168630425231,1236
LUDWIK,0,177
LUDY,0.762457310265672,26
LUEL,0.445197252092511,20
LUELL,0.81249492544729,16
LUGENE,0.980257101459627,126
LUGINE,0.975442585460451,13
LUIGI,0.0149043492743117,1435
LUIN,0,19
LUIZ,0.331625269962435,140
LUKA,0,40
LUKAS,0.126209918778969,51
LUKASZ,0,15
LUKIE,0.848876323940189,16
LULA,0.935249781443809,12
LUM,0.753418469371229,111
LUMAN,0.140993796484826,90
LUMAS,0.878374819882183,36
LUMEN,0,20
LUMIR,0,91
LUMIS,0.61610586575349,11
LUMMIE,0.836482953460936,41
LUMON,0.893906467760737,13
LUMUS,0.844151462010917,21
LUN,0.987568651845265,12
LUNA,0.436233418778896,31
LUNDA,0,14
LUNDY,0.445197252092511,90
LUNIE,0.800487291111422,28
LUNNIE,0.903740417827891,23
LUNSFORD,0.49055771331857,34
LUPE,0.0142383057487915,501
LUPERCIO,0.49055771331857,17
LURA,0.848876323940189,16
LURAL,0.643556715548376,15
LURIE,0.909997271911603,24
LURMAN,0.61610586575349,11
LURTON,0.375714730462533,13
LURTY,0,13
LUSH,0.61610586575349,11
LUSHION,0.762457310265672,13
LUSTER,0.873152003340713,250
LUTE,0.60746869286719,17
LUTFI,0,12
LUTH,0.844151462010917,14
LUTHER,0.709579825926232,16306
LUTRELL,0.909997271911603,12
LUTZ,0,20
LUVELL,0.986342495149563,11
LUVERN,0.28408413453711,96
LUVERNE,0.0343540746805288,408
LUVERT,1,17
LUZ,0.134432525281907,95
LUZELL,0.979141845798959,15
LV,0.902774854158371,16
LYAL,0.081861476263313,82
LYALL,0,87
LYCURGUS,0.679909068789545,22
LYDA,0.375714730462533,13
LYDE,0.419346727980343,11
LYDELL,0.924924085464207,46
LYDIA,0.643556715548376,15
LYDLE,0.29815816721813,18
LYELL,0.0947493295282128,70
LYFORD,0.275417081428787,20
LYLE,0.0504851769369535,12041
LYLES,0.752526358307431,27
LYMAN,0.24611081219121,2266
LYMAS,1,12
LYMON,0.800487291111422,70
LYMUS,1,19
LYN,0.481893122694053,149
LYNAL,0.590901038785712,12
LYNARD,0.706514832391203,12
LYNCH,0.841172020429525,26
LYND,0.590901038785712,12
LYNDAL,0,62
LYNDALL,0,64
LYNDEL,0.105860039270314,62
LYNDELL,0.350937264229137,201
LYNDEN,0.165811719164258,112
LYNDLE,0,63
LYNDOL,0,33
LYNDON,0.402835588958142,796
LYNE,0,12
LYNEL,0.706514832391203,12
LYNELL,0.938142396931339,62
LYNFORD,0.502369794087475,106
LYNN,0.260591173625289,6598
LYNNE,0.102845027823133,64
LYNNFORD,0,16
LYNNWOOD,0.680895260635851,57
LYNTON,0.482366451057073,35
LYNUS,0.507804174646455,24
LYNVAL,0.935249781443809,12
LYNVILLE,0.419346727980343,11
LYNWARD,0.81632153620994,21
LYNWOOD,0.690486219431984,750
LYON,0.375714730462533,39
LYONEL,0.762457310265672,52
LYONELL,0.818634853013117,13
LYONS,0.667343734818052,23
LYSANDER,0.629532183109895,21
LYSLE,0,148
LYSTON,0,19
LYTLE,0.29815816721813,90
LYTTON,0.396333493971774,24
MAARTEN,0,16
MABEL,0.718225303139694,23
MABLE,0.960116892905867,13
MABON,0.800487291111422,14
MABREY,0.459355685227577,19
MABRON,0.52630748514952,15
MABRY,0.605045231686899,80
MABURN,0,12
MACARIO,0.0524388450589799,263
MACARTHUR,0.957942583259792,108
MACDONALD,0.697979555440537,66
MACE,0.541094746569218,114
MACEDONIO,0,80
MACEL,0.24714209125273,23
MACEO,0.997658611059078,240
MACEY,0.538071191104106,36
MACIE,0.857515719123726,33
MACIEJ,0,34
MACIO,0.991920738448165,18
MACK,0.817217015242529,7655
MACKENZIE,0.795449125719191,20
MACKEY,0.573828130275795,70
MACKIE,0.762948456142096,133
MACKLIN,0.687304019499674,30
MACKY,0.730330518460101,22
MACLOVIO,0,45
MACLYN,0,23
MACON,0.761543678277348,287
MACY,0.725626687388477,97
MADISON,0.805273527185323,758
MAE,0.846689063022521,30
MAGDALENO,0.170241496865452,181
MAGDY,0,13
MAGELLAN,0.950638290716757,22
MAGER,0.921480687010144,21
MAGGIE,0.800487291111422,14
MAGIN,0,16
MAGLOIRE,0.891935039866832,15
MAGNE,0.17104790855047,36
MAGNUS,0.429550263870897,233
MAHER,0.205041889113559,29
MAHLON,0.273712869443465,988
MAHMOOD,0.332473425825913,31
MAHMOUD,0.175197342946232,140
MAHMUD,0.629532183109895,21
MAHMUT,0,14
MAIER,0,21
MAILON,0.804948330610183,11
MAINARD,0.464277429397794,28
MAITLAND,0.460984631109976,85
MAJER,0.224132138555138,26
MAJID,0,22
MAJOR,0.931778854081329,1807
MAKE,0.8376243356065,12
MAKRAM,0,17
MAKSIM,0,17
MALACHI,0.971785920587742,300
MALACHIA,0.983970979545006,19
MALACHY,0.268588497655938,62
MALAQUIAS,0,19
MALCOLM,0.43865667795245,8511
MALCOME,0.21738563737207,27
MALDEN,0.310997647139251,17
MALDON,0.375714730462533,13
MALDWYN,0.419346727980343,11
MALEN,0.474444249107363,27
MALFORD,0.556736961870113,27
MALIK,0.985081205960643,71
MALIN,0.238964530493981,24
MALLARD,0.643556715548376,30
MALLEY,0,12
MALLIE,0.81249492544729,144
MALLORY,0.738383141208418,121
MALLOY,0.742850780004179,21
MALON,0.60746869286719,68
MALONE,0.755807805853647,50
MALOY,0.650805947089666,39
MALTON,0.889189604462345,19
MALVEN,0.474444249107363,18
MALVERN,0.488189102151589,120
MAMADOU,1,13
MAMDOUH,0.375714730462533,13
MAMERTO,0.575213100006414,19
MAMIE,0.911638270539169,17
MAMON,0.99374544967632,23
MAN,0.930614589286281,20
MANARD,0.658220354616656,38
MANASSEH,0.968447711369866,21
MANCE,0.949436603188822,72
MANCEL,0.317841188601197,99
MANCIL,0.401846707560685,47
MANCY,0.949436603188822,18
MANDEL,0.399465231380962,83
MANDELL,0.831197372482737,37
MANDO,0.419346727980343,11
MANES,0.81632153620994,21
MANFERD,0,23
MANFORD,0.26657693969036,480
MANFRED,0.133964961919852,763
MANFREDO,0.188948383736073,32
