fname_std,bni_std,N
DENVER,0.218106199002114,2205
DENVIL,0.405228879492686,58
DENVILLE,0,11
DENWARD,0.546210231151937,14
DENYS,0.231310803286126,25
DENZAL,0.419346727980343,11
DENZEL,0.299613400561911,304
DENZELL,0.771180562893315,22
DENZIL,0.224508763710545,960
DENZLE,0.265299629845152,21
DEO,0.199381185868408,60
DEODATO,0.396333493971774,12
DEOGRACIA,0.366189452095726,27
DEON,0.925350509213027,182
DEONTE,1,18
DEOTIS,0.971183699620161,17
DEPRIEST,1,11
DERAL,0.332473425825913,62
DERALD,0.152613677711956,411
DERAN,0.419346727980343,22
DERAY,0.532778593659496,22
DERBY,0.419346727980343,11
DERECK,0.832794849286628,49
DEREK,0.705688755878616,2347
DEREL,0.706514832391203,12
DERELL,0.804948330610183,22
DERIC,0.820593102864662,49
DERIK,0.670095729170896,41
DERIL,0.61610586575349,11
DERL,0,90
DERLE,0,15
DERMONT,0.5545992804614,34
DERMOT,0.233177900505196,99
DERMOTT,0,36
DERO,0.795449125719191,20
DEROLD,0.205041889113559,29
DERON,0.789468147945888,79
DEROY,0.823139255619161,74
DERR,0.857515719123726,11
DERRAL,0.419346727980343,66
DERRALD,0.231310803286126,25
DERRALL,0.464277429397794,28
DERRECK,0.945452827647938,17
DERREK,0.737432772511303,25
DERREL,0.270263700871902,123
DERRELL,0.481218548453142,369
DERRIC,0.893906467760737,13
DERRICK,0.955516805728515,2011
DERRIK,0.590901038785712,18
DERRIL,0.128454768836873,50
DERRILL,0.157380570601078,119
DERRIS,0.695180107372836,25
DERROL,0.61610586575349,22
DERRON,0.935249781443809,12
DERRY,0.85032835497818,134
DERRYL,0.700801641083043,49
DERVIN,0.546210231151937,14
DERWARD,0.282601942491394,58
DERWENT,0.663257866581947,14
DERWIN,0.747745233549414,189
DERWOOD,0.238307427577195,289
DERYCK,0.629532183109895,21
DERYL,0.353390446798057,199
DERYLE,0.348517906094433,29
DESALES,0.81249492544729,16
DESCO,0.61610586575349,11
DESHAUN,0.99142011704608,17
DESHAWN,1,57
DESHON,1,14
DESI,0.917771572645729,56
DESIDERIO,0.182964760169351,133
DESIRE,0.368055672635988,67
DESMON,0.889189604462345,19
DESMOND,0.739263965812111,752
DESOTA,0.920351540593323,13
DESSIE,0.878374819882183,78
DESSO,0.730330518460101,11
DESTER,0.663257866581947,28
DESTIN,0.828020734400791,15
DESTRY,0,17
DETLEF,0,54
DETLEV,0,12
DETMER,0.52630748514952,15
DETROIT,0.993551255416128,67
DETROY,0.917428669388032,33
DEUEL,0.396333493971774,12
DEVAN,0.558273994334944,47
DEVANE,0.507804174646455,16
DEVAUGHN,0.907418215650792,33
DEVEN,0.762457310265672,13
DEVER,0.474444249107363,36
DEVERE,0.123511833405393,209
DEVEREAUX,0.459355685227577,19
DEVEREUX,0,11
DEVERL,0,24
DEVERN,0.436233418778896,31
DEVERNE,0.211033415003748,28
DEVERT,0.396333493971774,12
DEVILLO,0,14
DEVIN,0.655066994544855,341
DEVOE,0.690916844249789,55
DEVON,0.752526358307431,486
DEVONE,0.762457310265672,13
DEVOY,0.750571131242191,17
DEVRON,0.950638290716757,11
DEWAIN,0.241629583882628,142
DEWAINE,0.213109168246998,83
DEWAN,0.878374819882183,12
DEWANE,0.213109168246998,83
DEWARD,0.165495081417803,449
DEWAYNE,0.606895116622999,1516
DEWEL,0.2429845270953,47
DEWELL,0.367520528596273,94
DEWEY,0.344946549384113,8196
DEWIE,0.322093817027959,81
DEWITT,0.755212737619586,1627
DEWITTE,0.673567805667501,36
DEWY,0.546210231151937,14
DEXTER,0.728284725082742,1596
DEYO,0,13
DEZSO,0,88
DEZZIE,0.979141845798959,15
DIAL,0.445197252092511,30
DIAMANTINO,0.238964530493981,24
DIAMOND,0.822272207152469,105
DIANE,0.679909068789545,22
DICE,0.396333493971774,12
DICKERSON,0.61610586575349,11
DICKIE,0.309727391772129,359
DICKINSON,0,16
DICKRAN,0,17
DICKSON,0.524185240492968,68
DICKY,0.20217192110506,59
DIDIER,0.546210231151937,28
DIEGO,0.272951727640717,769
DIETER,0.0401841866573367,347
DIETMAR,0,36
DIETRICH,0.682151698384306,275
DIEUDONNE,0.910961848989173,29
DIGBY,0.575213100006414,19
DIGNO,0.603240287535379,23
DIKRAN,0,68
DILBERT,0.673567805667501,18
DILL,0.21738563737207,27
DILLARD,0.558062940470557,981
DILLER,0.396333493971774,12
DILLIE,0.860923164065995,13
DILLION,0,11
DILLIS,0,11
DILLMAN,0,16
DILLON,0.191735250852537,283
DILMUS,0.464277429397794,28
DILTON,0.643556715548376,15
DILVER,0,11
DILWORTH,0.809459370654451,27
DIMAS,0.274370742725971,201
DIMITAR,0,23
DIMITER,0,17
DIMITRI,0.364342061363427,204
DIMITRIE,0,15
DIMITRIJE,0,18
DIMITRIOS,0,521
DIMITRIS,0,14
DIMITRO,0,11
DIMITRY,0.114232130471446,57
DIMOSTHENI,0,13
DINIS,0.231310803286126,25
DINIZ,0,12
DINK,0.862240941450057,56
DINKO,0,15
DINO,0.298843595115224,646
DINOS,0,16
DIO,0.396333493971774,12
DIODATO,0,11
DIOGENES,0.64934306491826,49
DIOMEDES,0.340306658160058,30
DION,0.840060144966669,304
DIONICIO,0.241360406541535,237
DIONISIO,0.432160449462096,493
DIONISIOS,0,43
DIONYSIOS,0,34
DIOSDADO,0.324992692762756,48
DIRAN,0,34
DIRCK,0,18
DIRK,0.289740544853018,505
DIRL,0,14
DIX,0,24
DIXIE,0.696297187551499,166
DIXON,0.438706700546153,256
DJORDJE,0,21
DJUAN,1,18
DJURO,0,22
DMITRI,0.665805648565352,37
DMITRIY,0,65
DMITRY,0,47
DMYTRO,0,218
DOAK,0.21738563737207,27
DOAN,0,13
DOANE,0.188948383736073,32
DOANLD,0,12
DOBRIVOJE,0,18
DOC,0.864102440078932,173
DOCTOR,0.872011307938614,103
DODD,0.396333493971774,24
DODGE,0.590901038785712,24
DODSON,0.828020734400791,25
DOEL,0.459355685227577,19
DOFFIE,0.905920506062759,14
DOGAN,0.643556715548376,15
DOHN,0.310997647139251,17
DOICE,0,18
DOIL,0.369310423319068,120
DOILE,0.357135209581301,14
DOIS,0.522499728069552,38
DOLA,0,12
DOLAN,0.345737146095921,176
DOLAND,0.663257866581947,14
DOLE,0.61610586575349,11
DOLEN,0.385748783944129,25
DOLF,0,19
DOLFUS,0.896548634746419,11
DOLL,0.896548634746419,22
DOLLARD,0,23
DOLLIE,0.891935039866832,15
DOLLY,0.893906467760737,13
DOLOR,0.317841188601197,33
DOLORES,0.419346727980343,341
DOLPH,0.204076222160905,175
DOLPHAS,0.567677414719074,13
DOLPHIE,0.61610586575349,11
DOLPHIN,0.61610586575349,22
DOLPHIS,0.742850780004179,21
DOLTON,0.665805648565352,37
DOMENIC,0.0044300602854116,1624
DOMENICO,0.00530941401825139,1354
DOMER,0,40
DOMI,0,14
DOMINGO,0.359238932811329,3165
DOMINGOS,0.199381185868408,150
DOMINIC,0.0513157112393403,14124
DOMINICO,0.0900249720605592,74
DOMINIK,0.271959931933787,61
DOMINIQUE,0.82666673879476,176
DOMITILO,0.199381185868408,30
DOMONIC,0.396333493971774,48
DOMONICK,0,23
DONA,0.44810496985422,188
DONACIANO,0.0483975723759577,143
DONAHUE,0.8376243356065,24
DONAL,0.237220250065144,654
DONALD,0.236609923832022,277952
DONALDO,0.507804174646455,16
DONALDSON,0.762457310265672,52
DONALE,0.265299629845152,21
DONALL,0.590901038785712,12
DONARD,0,16
DONAT,0.0860900944481902,233
DONATIEN,0,11
DONATO,0.0902123944948078,886
DONATUS,0.546210231151937,14
DONAVAN,0.546210231151937,105
DONAVIN,0.567677414719074,26
DONAVON,0.19328282656223,218
DONDI,0.930614589286281,20
DONEL,0.675420570532511,76
DONELL,0.959429497168415,218
DONICE,0.29815816721813,18
DONIE,0.730330518460101,33
DONIEL,0.855259034521934,20
DONIS,0.501922174669674,49
DONIVAN,0.124042182209614,52
DONLAD,0.310997647139251,17
DONLEY,0.29128633740605,130
DONN,0.143200922333514,840
DONNA,0.62757842169969,37
DONNAL,0.366189452095726,27
DONNALD,0.29815816721813,18
DONNE,0.231310803286126,25
DONNEL,0.5360741901996,58
DONNELL,0.916270568879262,659
DONNELLY,0.304442595128177,35
DONNER,0.783126872909466,15
DONNEY,0.706514832391203,16
DONNIS,0.337129485631359,76
DONNY,0.532993456431096,447
DONO,0.375714730462533,13
DONOLD,0.205041889113559,29
DONOVAN,0.403408708682003,1133
DONOVON,0.265299629845152,21
DONTA,1,15
DONTAE,1,22
DONTAY,1,18
DONTE,0.996220743792632,75
DONZEL,0.513825671081353,47
DONZELL,0.960116892905867,52
DONZIE,0.834857792977747,17
DONZIL,0,14
DOOLEY,0.61610586575349,22
DORACE,0.567677414719074,13
DORAL,0.167090479899778,74
DORALD,0,12
DORAN,0.339544768965015,316
DORANCE,0.0766485859277424,88
DORAS,0.52630748514952,15
DORCE,0.445197252092511,20
DORCEY,0.396333493971774,12
DORCIE,0.496174879208748,25
DORCY,0.29815816721813,18
DORE,0.357135209581301,14
DOREL,0.560336621481903,20
DOREN,0.205041889113559,58
DORENCE,0,11
DORES,0.689648043097898,17
DORIAN,0.860923164065995,234
DORICE,0.340306658160058,15
DORIE,0.90851057318281,19
DORIN,0.445197252092511,30
DORIS,0.707132489823636,447
DORLAN,0.643556715548376,15
DORLAND,0.156245608656148,40
DORLIN,0,13
DORMAN,0.172838847603023,569
DORMAND,0,12
DORN,0.52155638218198,61
DORON,0.857515719123726,11
DOROTEO,0.092326753993288,144
DOROTHY,0.575213100006414,190
DORR,0,87
DORRANCE,0,107
DORREL,0.474444249107363,18
DORRELL,0.501922174669674,49
DORRENCE,0,17
DORRIS,0.534971137230447,524
DORS,0,11
DORSE,0.452165661862249,117
DORSEL,0.140993796484826,45
DORSEY,0.6885665755666,1297
DORSIE,0.648582429711068,113
DORUS,0,28
DORVAL,0.231310803286126,25
DORVAN,0,18
DORVIN,0.188948383736073,32
DORWIN,0.0873042631795309,153
DORY,0.507804174646455,24
DOSIE,0.947520209575088,14
DOSS,0.599824219332627,128
DOSSIE,0.879972234531789,133
DOSTER,0.706514832391203,12
DOT,0,16
DOTSON,0.822129516464582,41
DOTT,0.419346727980343,11
DOTTIE,0.804948330610183,11
DOTY,0.8376243356065,12
DOUG,0.137082367333245,604
DOUGAL,0.431885514847034,21
DOUGALD,0,26
DOUGHLAS,0,16
DOUGLAS,0.379993073860345,38926
DOULGAS,0.231310803286126,25
DOV,0,53
DOVARD,0,24
DOVE,0.8376243356065,12
DOVER,0.804948330610183,77
DOVIE,0.893906467760737,26
DOW,0.238176440410706,241
DOWARD,0.677076050443313,40
DOWD,0.689648043097898,17
DOWE,0.265299629845152,21
DOWELL,0.608687718304444,79
DOWL,0.762457310265672,13
DOWLING,0.324992692762756,16
DOWNEY,0.286336805547632,19
DOWNING,0.184130973300599,33
DOY,0.250958989433871,203
DOYAL,0.372194194807597,290
DOYAN,0,12
DOYCE,0.137766284848815,231
DOYE,0.156245608656148,40
DOYEL,0.452165661862249,39
DOYL,0.336344440517658,61
DOYLE,0.202029885034755,6466
DOYN,0,12
DOYNE,0,137
DOYT,0.138293902838316,46
DOZIER,0.847453321038363,115
DR,0,32
DRAGAN,0,56
DRAGISA,0,17
DRAGO,0,54
DRAGOLJUB,0,35
DRAGOMIR,0,16
DRAGOSLAV,0,21
DRAGUTIN,0.211033415003748,28
DRAKE,0.687304019499674,90
DRAPER,0.599070340586655,35
DRAYTON,0.643556715548376,80
DRED,0.930614589286281,20
DRENNEN,0,15
DRENNON,0.275417081428787,20
DREW,0.361003146449345,827
DREWERY,0.769224856242051,19
DREWEY,0.496174879208748,50
DREWIE,0,20
DREXAL,0.567677414719074,13
DREXEL,0.359225102524719,236
DREXELL,0.496174879208748,25
DRU,0.231310803286126,25
DRUEY,0.52630748514952,15
DRUIE,0,14
DRUMMOND,0.603240287535379,23
DRURY,0.173792008530442,106
DRYDEN,0,12
DUAIN,0.317841188601197,33
DUAINE,0.191452870184484,189
DUAL,0.224132138555138,26
DUAN,0.742850780004179,14
DUANE,0.185077345069732,11775
DUANNE,0,20
DUARD,0.0330946571124317,212
DUARTE,0,46
DUAYNE,0.411384339226035,34
DUB,0.748348990265074,24
DUBERT,0,14
DUBLIN,0.975442585460451,13
DUBOIS,0.962676528310909,32
DUD,0.878374819882183,20
DUDE,0.474444249107363,27
DUDLEY,0.5884935179171,2662
DUEL,0.313245846359727,101
DUELL,0.205041889113559,58
DUEWARD,0.324992692762756,16
DUEY,0.563250038125582,33
DUFF,0.633296073168803,57
DUFFIE,0.878374819882183,46
DUFFY,0.431885514847034,84
DUGALD,0.310997647139251,34
DUGAN,0.310997647139251,17
DUILIO,0.112453422815227,58
DUJUAN,0.987568651845265,12
DUKE,0.568375487332977,415
DULCIDIO,0,12
DUMAS,0.757841420791648,43
DUMITRU,0,71
DUMONT,0.678085128451679,31
DUNBAR,0.896548634746419,55
DUNCAN,0.397802883778215,1241
DUNK,0.930614589286281,20
DUNLAP,0.684203329196995,13
DUNSTAN,0.887368684556356,23
DUPONT,0.658220354616656,19
DUPRE,0.844151462010917,21
DUPREE,0.905920506062759,70
DURA,0.783126872909466,18
DURAL,0.567677414719074,13
DURAN,0.600731382162167,29
DURAND,0.680895260635851,57
DURANT,0.747867656119778,79
DURBIN,0.231310803286126,25
DUREL,0.231310803286126,25
DURELL,0.680297227386718,145
DURELLE,0.567677414719074,13
DURHAM,0.634853285159637,67
DURK,0,11
DURL,0.199381185868408,30
DURLAND,0,21
DURLIN,0,17
DURON,0.663257866581947,14
DURRELL,0.583555441100629,80
DURVAL,0.419346727980343,11
DURWARD,0.0526847664290553,916
DURWIN,0.603240287535379,46
DURWOOD,0.219896292497761,772
DUSAN,0,188
DUSHAN,0,31
DUSTAN,0.286336805547632,19
DUSTEN,0.396333493971774,12
DUSTIN,0.0873876633340541,1452
DUSTON,0.286336805547632,19
DUSTY,0.0442463789742881,157
DUTCH,0.534656812515534,51
DUTTON,0.286336805547632,19
DUVAL,0.7591179967329,79
DUVALL,0.818634853013117,26
DUWAIN,0.532778593659496,22
DUWAINE,0.516890290472757,31
DUWANE,0.205041889113559,29
DUWARD,0.22694946327072,128
DUWAYNE,0.208423272189571,398
DVID,0.419346727980343,11
DWAIN,0.422212221710481,838
DWAINE,0.401049733412935,495
DWAN,0.842221183479906,40
DWANE,0.413127517193899,304
DWAYNE,0.771702871884864,2757
DWIGHT,0.550969578058079,8139
DWYANE,0.887368684556356,23
DWYER,0.62499219304459,16
DYER,0.302318555633219,53
DYKE,0.584074064696017,43
DYLAN,0.296120619781736,218
DYLE,0,26
DYMITR,0,18
DYRON,0.896548634746419,11
DYSON,0,19
EALIE,0.923293095498815,16
EALON,0.310997647139251,17
EALY,0.915490380698372,15
EAMON,0.146722692061048,43
EAMONN,0,34
EAN,0.567677414719074,13
EAR,0.396333493971774,12
EARBY,0.255899169131008,22
EARCEL,0.546210231151937,14
EARDLEY,0.783126872909466,12
EARL,0.486755128497975,79551
EARLAND,0.110729258354754,59
EARLEE,0.984274382510594,29
EARLEN,0.231310803286126,25
EARLES,0.61610586575349,11
EARLEST,0.935249781443809,15
EARLEY,0.870074974743424,106
EARLIE,0.930544888416252,611
EARLIN,0.282601942491394,58
EARLINE,0.8376243356065,12
EARLING,0.431885514847034,21
EARLIS,0.873754361984137,47
EARLON,0.292127943360053,37
EARLTON,0.689648043097898,17
EARLY,0.91662746455997,903
EARLYN,0.62499219304459,16
EARMAN,0.737432772511303,25
EARMEL,0,12
EARMON,0.909997271911603,60
EARN,0.818634853013117,26
EARNEL,0.742850780004179,14
EARNELL,0.979141845798959,15
EARNESTINE,0.955880948213994,12
EARNEY,0.146722692061048,43
EARNIE,0.342458252723677,223
EARON,0.750571131242191,17
EARSEL,0.62140707757707,54
EARSELL,0.878374819882183,12
EARSHEL,0,13
EARSIE,0.935249781443809,18
EARSKIN,0.868768984948084,23
EARSTON,0.860923164065995,13
EARTHA,1,19
EARTHY,0.968084077224357,26
EARVEN,0.8376243356065,12
EARVIE,0.970148289082709,11
EARVIN,0.924965346675921,157
EARY,0.891935039866832,15
EASLEY,0.81249492544729,24
EASON,0.737432772511303,25
EASTER,0.868768984948084,23
EASTMAN,0.804948330610183,22
EASTON,0.753929197435761,94
EATHEL,0.485066306905634,26
EATHEN,0.909997271911603,12
EATHER,0.828020734400791,35
EATON,0.684203329196995,26
EB,0.590901038785712,12
EBB,0.739049858113142,71
EBBE,0,12
EBBEN,0.673567805667501,18
EBBERT,0,13
EBBIE,0.81249492544729,80
EBBIN,0.419346727980343,11
EBEN,0.324992692762756,256
EBENEZER,0.922368232597733,82
EBER,0.11732507027929,166
EBERARDO,0,14
EBERHARD,0,102
EBERHARDT,0.357135209581301,14
EBERT,0.23584305346917,122
EBERTO,0,19
EBIN,0.567677414719074,13
EBON,0.643556715548376,15
EBRAHIM,0,65
ECHOL,0.357135209581301,14
ECHOLS,0.891935039866832,15
ECIL,0.546210231151937,14
ECK,0.396333493971774,12
ECTOR,0.692956665516226,42
EDBERT,0.546210231151937,14
EDDI,0.935249781443809,30
EDDIS,0.507804174646455,24
EDDISON,0.860923164065995,13
EDEL,0.679909068789545,22
EDELBERT,0.706514832391203,12
EDELBERTO,0,11
EDELIO,0,12
EDELL,0.905920506062759,42
EDELMIRO,0.310997647139251,238
EDEN,0.336344440517658,61
EDFORD,0,22
EDGA,0.560336621481903,20
EDGAR,0.667343734818052,115
EDGARDO,0.287678672740861,321
EDGARS,0.24714209125273,23
EDGBERT,0.265299629845152,21
EDGEL,0,62
EDGELL,0,15
EDGERTON,0.655234410822338,24
EDGLE,0,14
EDIBERTO,0.474444249107363,18
EDIL,0.310997647139251,17
EDILBERTO,0.142383665254517,89
EDILIO,0.590901038785712,24
EDIN,0.419346727980343,11
EDIO,0,11
EDIS,0.507804174646455,16
EDISON,0.64562196335855,968
EDITH,0.459355685227577,38
EDKER,0.816871139272123,55
EDLEY,0.755807805853647,40
EDLO,0.61610586575349,11
EDLOW,0.560336621481903,20
EDMOND,0.730330518460101,242
EDMONDO,0.184130973300599,33
EDMONDS,0.730330518460101,11
EDMOUND,0.340306658160058,15
EDMOUR,0,20
EDMUND,0.313527580500313,18124
EDMUNDO,0.150702900998216,417
EDMUNDS,0.507804174646455,16
EDNA,0.722215539703769,68
EDNER,0.969786416785642,49
EDO,0.163312031407928,38
EDOARDO,0,14
EDRIC,0.878374819882183,46
EDRICK,0.910680302842204,41
EDRIS,0.795449125719191,20
EDRO,0.800487291111422,14
EDROY,0.907818441608836,26
EDSEL,0.391357070521604,1003
EDSELL,0.324992692762756,32
EDSIL,0.205041889113559,29
EDSOL,0.474444249107363,18
EDSON,0.244354751746782,420
EDUARDO,0.283622482770795,3348
EDUARDS,0,18
EDUINO,0.304442595128177,35
EDUVIGES,0.560336621481903,40
EDUVIGIS,0.5360741901996,29
EDVIN,0.403718689446824,35
EDWA,0.630081418139168,131
EDWARD,0.533703216085496,279726
EDWI,0.431885514847034,21
EDWILL,0.706514832391203,12
EDWIN,0.220248232849759,43625
EDWOOD,0.73528763433847,18
EDWYN,0.286336805547632,38
EDY,0.730330518460101,11
EERO,0,38
EFFIE,0.952062394569492,30
EFFORD,0.530171148296253,37
EFIGENIO,0.419346727980343,44
EFIM,0.16148617278812,77
EFIRD,0.663257866581947,14
EFRAIM,0.140993796484826,90
EFRAIN,0.317767583182914,1568
EFREM,0.865220741319107,34
EFREN,0.0677768317608275,301
EFSTATHIOS,0,32
EFSTRATIOS,0,41
EFTHIMIOS,0,42
EFTON,0.516890290472757,62
EGAN,0.706514832391203,28
EGBERT,0.80780861603989,492
EGERTON,0.950638290716757,22
EGIDIO,0.0809439728102099,166
EGIL,0.112453422815227,58
EGISTO,0,15
EGON,0,328
EHRMAN,0.742850780004179,21
EID,0,14
EIGIL,0,27
EILAND,0.419346727980343,11
EILER,0,11
EILERT,0,41
EILIF,0,12
EINAR,0,553
EINARD,0,12
EINER,0,97
EINO,0,427
EITEL,0,20
EITHEL,0.567677414719074,13
EIVIND,0,30
EJ,0.808165351035949,19
EJNAR,0.643556715548376,25
EJNER,0,22
EL,0.73178154161398,62
ELADIO,0.43775306501586,596
ELAINE,0.62499219304459,16
ELAM,0.422412669211848,174
ELAN,0,18
ELAUTERIO,0,12
ELAX,0.986342495149563,11
ELBA,0.270263700871902,123
ELBE,0.878374819882183,22
ELBER,0.396333493971774,24
ELBERN,0.224132138555138,26
ELBERT,0.697224107961339,8624
ELBIE,0.424273847941131,54
ELBIN,0,14
ELBON,0.684203329196995,13
ELBURN,0,39
ELBY,0.370890943943599,106
ELCIE,0.878374819882183,16
ELCO,0.742850780004179,21
ELDA,0,36
ELDEAN,0.396333493971774,48
ELDEE,0.759593249573485,23
ELDEN,0.075579068082709,1340
ELDER,0.824119866618403,277
ELDIE,0.635467144260473,36
ELDIN,0.270263700871902,82
ELDO,0,208
ELDON,0.0614938602878823,6562
ELDOR,0,194
ELDORE,0,13
ELDRED,0.354108604309008,1148
ELDREDGE,0.522499728069552,76
ELDREN,0.507804174646455,32
ELDRICH,1,11
ELDRICK,0.878374819882183,16
ELDRID,0.156245608656148,40
ELDRIDGE,0.733681977288657,1550
ELDRIGE,0.775482269959944,34
ELDRO,0,14
ELDRON,0.357135209581301,14
ELDWIN,0.184130973300599,33
ELEANOR,0.231310803286126,25
ELEAZAR,0.593599270395673,214
ELEE,0.730330518460101,11
ELEFTERIOS,0,20
ELEFTHERIO,0.0713479576184639,95
ELEK,0,27
ELEM,0.724227330685632,15
ELEMER,0.375714730462533,26
ELENO,0,102
ELEODORO,0.149765343711153,42
ELERY,0.281866631314008,97
ELESTER,0.989325601987651,83
ELEUTERIO,0.269702982762202,370
ELEY,0.832358565150786,27
ELFEGO,0.179553104043205,34
ELFIDO,0,16
ELFORD,0.561657156685524,73
ELFRED,0.496174879208748,25
ELGA,0.792677452796248,26
ELGAN,0.466778064845793,37
ELGAR,0.130780921665541,49
ELGART,0,12
ELGE,0.804948330610183,11
ELGEN,0.857515719123726,11
ELGENE,0.590901038785712,30
ELGER,0.643556715548376,30
ELGIA,0.865220741319107,17
ELGIE,0.826584820760086,249
ELGIN,0.690186506478776,649
ELGY,0,18
ELI,0.598918132141716,3175
ELIAHU,0,21
ELIAS,0.444837620567173,3054
ELIAZAR,0.143801208534927,44
ELIBERTO,0,34
ELIBORIO,0,14
ELIC,0.500762088659779,41
ELICE,0.860923164065995,13
ELICEO,0,24
ELICK,0.783126872909466,54
ELIDIO,0,21
ELIECER,0.496174879208748,25
ELIEL,0.310997647139251,17
ELIER,0.375714730462533,13
ELIESER,0,16
ELIEZER,0.36096018641519,193
ELIGE,0.869977111714669,131
ELIGER,0.960116892905867,13
ELIGH,0.965137678478652,29
ELIGHT,0.987568651845265,12
ELIGIE,0.891935039866832,15
ELIGIO,0.348883915150104,333
ELIHU,0.830730977011519,304
ELIJAH,0.938017493085674,5284
ELIJIO,0,49
ELIO,0.116442291335429,558
ELIODORO,0.157954257351945,79
ELIS,0.684203329196995,52
ELISANDRO,0.24714209125273,23
ELISARDO,0,14
ELISEO,0.173722333394448,707
ELISHA,0.889142213312587,878
ELISIO,0,15
ELIU,0.184130973300599,33
ELIUD,0.344363340352998,59
ELIUT,0.684203329196995,13
ELIX,0.920351540593323,26
ELIYAHU,0,12
ELIZA,0.834857792977747,17
ELIZABETH,0.454019531348894,891
ELIZAH,0.987929866554783,37
ELIZANDRO,0,15
ELIZAR,0.340306658160058,15
ELIZARDO,0,46
ELIZER,0.706514832391203,12
ELKAN,0.419346727980343,11
ELKANAH,0.867819944180109,21
ELKIN,0.739393788441135,39
ELKINS,0.891935039866832,15
ELL,0.823301044103061,51
ELLA,0.884033807835246,37
ELLARD,0.375714730462533,78
ELLAS,0.419346727980343,11
ELLEN,0.759593249573485,23
ELLERT,0.419346727980343,22
ELLERY,0.436233418778896,310
ELLETT,0,13
ELLI,0.742850780004179,14
ELLIE,0.834991669062285,250
ELLIHUE,0.961943812338536,18
ELLING,0,18
ELLINGTON,0.766503472410719,32
ELLIOT,0.713097933640305,2773
ELLIOTT,0.529615726981851,1038
ELLIOTTE,0.888195450026666,21
ELLIS,0.685744136955782,7753
ELLISON,0.81374048029974,260
ELLO,0.896548634746419,11
ELLSWORTH,0.427259939734095,2478
ELLWYN,0.130780921665541,49
ELLY,0.742850780004179,14
ELMAN,0.286336805547632,95
ELMARS,0,24
ELMAS,0.673567805667501,18
ELME,0.317841188601197,33
ELMER,0.288535994039658,42167
ELMO,0.670582097036561,3620
ELMON,0.687738909677004,184
ELMOND,0.628618916139237,79
ELMONT,0,22
ELMORE,0.860887897625672,1051
ELMOS,0.878374819882183,12
ELMUS,0.706514832391203,92
ELNATHAN,0.867819944180109,21
ELNER,0.445197252092511,20
ELNO,0,18
ELNOR,0.766503472410719,16
ELO,0.478372552955409,71
ELOF,0,33
ELOI,0.32018979386144,49
ELOIS,0.942881252338995,23
ELOISE,0.919020657329337,18
ELON,0.592841284815977,149
ELOY,0.163701696386035,720
ELOYD,0.828020734400791,15
ELPHEGE,0.124042182209614,52
ELPIDIO,0.327758182364038,253
ELRA,0.474444249107363,27
ELRAY,0.777107808604518,86
ELRED,0.474444249107363,18
ELREE,0.901210206056268,43
ELREY,0.396333493971774,12
ELRIC,0.750571131242191,17
ELRICK,0.855259034521934,20
ELRIDGE,0.889646002728321,91
ELRIE,0.724227330685632,15
ELRO,0.804948330610183,11
ELROD,0.926677981184819,22
ELROY,0.614583703953804,1714
ELRY,0.643556715548376,40
ELSIE,0.767129773593742,83
ELSMER,0.286336805547632,19
ELSO,0.375714730462533,26
ELSON,0.616780448078662,214
ELSTER,0.186508575962182,65
ELSTON,0.544625963906618,183
ELSWORTH,0.548393171595588,264
ELTING,0.29815816721813,18
ELTON,0.537542620039971,4263
ELUID,0.575213100006414,19
ELUTERIO,0.0911613356073579,73
ELVA,0.425853924684834,204
ELVAN,0.594957648048766,71
ELVE,0.912524338987169,22
ELVEN,0.729131588353969,151
ELVER,0.364342061363427,68
ELVERN,0.184130973300599,33
ELVERT,0.862637061681682,86
ELVES,0.929776758866981,17
ELVESTER,0.973053018825226,24
ELVEY,0.706514832391203,12
ELVIA,0.783126872909466,27
ELVIE,0.563018930516148,251
ELVING,0,20
ELVINO,0.474444249107363,18
ELVIO,0.163312031407928,38
ELVIRO,0,19
ELVIS,0.598992216401452,1237
ELVON,0.317841188601197,33
ELVY,0.560336621481903,40
ELVYN,0.302318555633219,53
ELWARD,0.610320716541407,101
ELWAYNE,0.275417081428787,20
ELWELL,0.599070340586655,35
ELWIN,0.19909189962416,1713
ELWOOD,0.401997842905303,6952
ELWORTH,0.878374819882183,24
ELWYN,0.142050264523236,937
ELYA,0,19
ELZEAR,0,36
ELZER,0.546210231151937,14
ELZEY,0.724227330685632,15
ELZIA,0.858173117938655,68
ELZIE,0.70066987535278,1054
ELZO,0.469305783411548,55
EMAN,0.800487291111422,14
EMANUEL,0.824208474134519,1039
EMANUELE,0,136
EMANUIL,0,14
EMBER,0.419346727980343,11
EMBERT,0.546210231151938,35
EMBERY,0.857515719123726,11
EMBRA,0.983970979545006,19
EMBREE,0,22
EMBREY,0,11
EMBRY,0.874435804614121,55
EMEAL,0.988102714839213,25
EMEDIO,0,32
EMELIO,0.22070734385746,53
EMER,0,21
EMERAL,0.332473425825913,31
EMERALD,0.405228879492686,116
EMERIC,0.314382179346552,67
EMERICH,0,28
EMERICK,0.295716447529683,91
EMERICO,0,12
EMERITO,0.372943029986376,92
EMERSON,0.585788601275885,2748
EMERT,0.149765343711153,42
EMERY,0.451705466187503,6602
EMETERIO,0.207994512773364,171
EMETTE,0.567677414719074,13
