fname,bni,name_freq
ORNSBY,0,1
ORNTRUE,1,1
ORNULF,0,1
ORNULV,0,1
ORO,0,1
OROEE,1,1
OROLFF,0,1
OROM,0,1
ORON,0.38491735427208,18
ORONA,0,1
ORONTES,0,1
ORONZIO,0,1
ORONZO,0,9
OROSMAN,,1
OROVILLE,0,1
OROZIO,0,1
ORPH,0,1
ORPHA,0,8
ORPHAS,0,1
ORPHEN,1,1
ORPHEUS,0.780035465436136,8
ORPHEUSW,1,1
ORPHEY,0,3
ORPHIA,0,1
ORPHIE,0,4
ORPHIL,0,1
ORPHIOUS,0,1
ORPHIR,0,1
ORPHIS,0,3
ORPHUL,0,1
ORPHUS,0,4
ORPO,0,1
ORR,0,10
ORRA,0,11
ORRAL,0,3
ORRAN,0,5
ORRAY,0,1
ORRE,0,1
ORREL,0,11
ORRELL,0,10
ORREN,0.304203191752724,76
ORRES,0,3
ORRESTER,1,1
ORREY,0,1
ORRI,0,1
ORRIAN,0,1
ORRICE,0,3
ORRICK,0,3
ORRIE,0.607447080308627,64
ORRIEN,0,4
ORRIL,0,2
ORRILES,1,1
ORRILL,0,1
ORRIN,0.0784331688882893,379
ORRIN POTT,0,1
ORRINE,0,1
ORRINGTON,0,1
ORRION,0,1
ORRIS,0.291958891935573,134
ORRISON,0,2
ORRIST,0,1
ORRNE,0,1
ORRO THOMA,0,1
ORROK,0,1
ORRON,0,2
ORRY,0,1
ORRYN,0,1
ORS,0,1
ORSAY,1,1
ORSBIN,1,1
ORSBON,0,1
ORSBORNE,0,1
ORSBY,0.955110903161862,3
ORSE,0,1
ORSELL,0,1
ORSEMUS,0,2
ORSEN,0,2
ORSEY,0.955110903161862,3
ORSIE,0.941030237344602,5
ORSINI,0,1
ORSON,0.0936175365993983,104
ORSTEL,0,1
ORSTEN,1,1
ORT,0,1
ORTA,0,2
ORTELIO,0,4
ORTELLO,0,1
ORTEN,0,6
ORTENCIO,0,1
ORTENIO,0,1
ORTENZIO,0,1
ORTER,1,1
ORTERE,0,1
ORTH,0.603142257505481,8
ORTHA,0,5
ORTHANIEL,1,1
ORTHE,1,1
ORTHEAL,0,1
ORTHELL,0,2
ORTHELLE,0,1
ORTHELLO,0,2
ORTHIE,0,1
ORTHINE,0,1
ORTHLEY,0,1
ORTHO,0,2
ORTHOL,0,1
ORTHONIEL,1,1
ORTIE,0,5
ORTIS,0.680277514240081,6
ORTIVE,0,1
ORTIZ,0,2
ORTMAN,0,1
ORTNER,0,1
ORTON,0,54
ORTOR,0,1
ORTWAY,1,1
ORTWIN,0,11
ORTY,0,2
ORUEL,0,1
ORUM,0.841754152205137,3
ORUS,0.491648295898808,12
ORVA,0,25
ORVAL,0.0263566548300594,1190
ORVALD,0,7
ORVALE,0,1
ORVALEE,0,1
ORVALL,0,10
ORVALLE,0,6
ORVAN,0.459776287797808,27
ORVAR,0,1
ORVAS,0,1
ORVE,0,1
ORVEAL,0,1
ORVEID,0,1
ORVEIL,0,2
ORVEL,0.171667530248916,157
ORVEL BEN,0,1
ORVELL,0,16
ORVELL LEO,0,1
ORVELLE,0,2
ORVEN,0,17
ORVES,0,2
ORVESTIL,0,1
ORVEY,0,7
ORVI,0,5
ORVI8LLE,0,1
ORVIA,0,1
ORVIAL,0,2
ORVIALL,0,1
ORVICE,0,2
ORVID,0,7
ORVIE,0.469931002626519,26
ORVIE MERV,0,1
ORVIELL,0,1
ORVIL,0.0505062422920322,201
ORVIL RICH,0,1
ORVILE,0,8
ORVILEE,0,1
ORVILL,0.307130595700719,25
ORVILLE,0.117686878222347,4701
ORVILLE DE,0,1
ORVILLE GE,0,1
ORVILLE J,0,1
ORVILLE JA,0,1
ORVILLE L,0,1
ORVILLE LE,0,5
ORVILLE N,0,2
ORVILLE TA,0,1
ORVILLE VA,0,1
ORVILLEW,0,1
ORVIN,0.0725495537977932,137
ORVIND,0,2
ORVINE,0,1
ORVING,0,1
ORVIS,0.210088157848274,123
ORVIS FLOY,0,1
ORVIS OTTO,0,1
ORVLE,0,7
ORVLLE,0,3
ORVO,0,7
ORVOIL,0,1
ORVOL,0,1
ORVRILLE,0,1
ORVUS,0,2
ORVY,0,5
ORVYL,0,1
ORVYLLE,0,1
ORWALD,0,3
ORWAN,0,1
ORWEE,1,1
ORWELL,0,4
ORWEN,0,1
ORWIG,0,1
ORWILL,0,2
ORWIN,0,21
ORWYN,0,1
ORY,0.726749121361167,5
ORYAN,1,1
ORYL,0,1
ORYLEN,0,1
ORYN,0,2
ORZELL,1,1
ORZELLE,1,1
ORZIA,1,2
ORZIE,0,1
ORZMOR,1,1
ORZO,0,1
OS,,1
OSA,0.614759984147614,23
OSACR,0,1
OSAL,0,1
OSAMU,,6
OSAR,0,1
OSAVELL,0,1
OSAY,0,1
OSBA,0,2
OSBALDO,0,7
OSBAN,0,1
OSBAND,1,2
OSBAY,0,1
OSBEAU,1,1
OSBEL,0,1
OSBELL,0,1
OSBERN,0,5
OSBERNE,0,2
OSBERT,0.864556224319087,9
OSBERT MIT,0,1
OSBEY,0.969619348776312,4
OSBIA,1,1
OSBIE,0.914078734338459,8
OSBIN,0.841754152205137,3
OSBON,0.876426880904887,10
OSBOR,1,1
OSBORN,0.845470602546403,53
OSBORNE,0.771754556566251,170
OSBOURN,0,2
OSBOURNE,0.941030237344602,6
OSBUN,0,1
OSBURN,0,11
OSBURNE,1,1
OSBY,0.914078734338459,24
OSCA,0.803604050906988,19
OSCAR,0.650920080997982,8603
OSCAR ALLE,0,1
OSCAR C,1,1
OSCAR CHAR,1,1
OSCAR CLAY,0,1
OSCAR CLYD,0,1
OSCAR DELL,1,1
OSCAR HARO,0,1
OSCAR J,0,2
OSCAR JAME,0,1
OSCAR JOSE,0,1
OSCAR LEE,0.726749121361167,5
OSCAR LEO,0,1
OSCAR LEON,0.914078734338459,2
OSCAR MAGE,0,1
OSCAR MURP,0,1
OSCAR PAUL,0,1
OSCAR RAY,0,2
OSCAR TORR,0,1
OSCAR USHA,0,1
OSCARJULIA,,1
OSCE,0.726749121361167,5
OSCEOLA,0.958420335720461,19
OSCEOLAH,0,1
OSCHIN,0,1
OSCIE,0.726749121361167,5
OSCO,0.414943792599171,16
OSCOE,1,1
OSDELL,0,1
OSE,0,1
OSEA,0.914078734338459,4
OSEAS,0,1
OSEE,0.809720428292159,7
OSEL,0,2
OSELL,0,1
OSEMO,1,1
OSEMOND,1,1
OSEP,0,1
OSER,0,1
OSERY,0,1
OSETH,1,1
OSEVILLE,1,1
OSEY,0.780035465436136,4
OSFORD,0,1
OSGAN,0,2
OSGOOD,0,17
OSHAL,0,1
OSHALIM,,1
OSHALL,0,1
OSHANA,,3
OSHAR,0,1
OSHEA,1,2
OSHEL,0,6
OSHELL,0,1
OSHER,0,13
OSHIE,0,1
OSHIN,0,1
OSHIZO,,1
OSHO,0,1
OSIA,0.941030237344602,5
OSIAS,0.570782344276171,12
OSIE,0.959645388929644,55
OSIEVELT,1,1
OSIKA,,1
OSINO,1,1
OSIP,0,1
OSIRIDE,0,1
OSIRIS,0,1
OSKAR,0,57
OSKARS,0,5
OSKER,0.972574092204759,13
OSLEA,1,1
OSLEE,0,1
OSLER,0,9
OSLEY,1,1
OSLIN,0,3
OSMA,0,3
OSMAN,0,14
OSMAND,0,1
OSMAR,0,5
OSME,0,1
OSMENO,,1
OSMER,0,11
OSMIN,0,3
OSMO,0,13
OSMON,0,5
OSMOND,0.825426610484075,52
OSMOR,0,1
OSMORE,0,1
OSMUN,0,2
OSMUND,0.570782344276171,9
OSMUNDO,0,5
OSMYN,0,1
OSNER,1,1
OSNEY,0,1
OSONE,1,1
OSOOSO,,1
OSOVALE,,1
OSPER,0,1
OSPY,0,1
OSRA,0,1
OSRO,0.726749121361167,5
OSROE,0,2
OSROW,1,1
OSS,0.955110903161862,3
OSSA,0,1
OSSAY,0,1
OSSI,0.914078734338459,2
OSSIAN,0.639391919466739,7
OSSIE,0.937957397062067,92
OSSIP,0,2
OSSMAN,0,2
OSSON,0,1
OSSY,0,1
OSSYP,0,1
OSTA,0,1
OSTAP,0,4
OSTAP E,0,1
OSTEAN,1,1
OSTEEN,1,2
OSTEL,0.914078734338459,2
OSTELL,0.955110903161862,3
OSTEN,0.780035465436136,4
OSTEND,0,1
OSTER,0,1
OSTERMANN,0,1
OSTIA,0,1
OSTIN,0,1
OSTINE,0,3
OSTIS,0,1
OSTLE,0,1
OSTON,0,2
OSTRA,0,1
OSTRANDA,1,1
OSULD,0,1
OSVAL,0,1
OSVALBO,0,1
OSVALD,0,7
OSVALDAS,0,1
OSVALDO,0.204698368990451,147
OSVALDOS,0,1
OSVALDS,0,2
OSVARDO,,1
OSVEL,0.841754152205137,3
OSVEY,0,1
OSVI,0,1
OSVIL,0,4
OSVILDO,0,1
OSVILLE,0,5
OSWA,0.914078734338459,2
OSWAIN,1,1
OSWAL,0,1
OSWALD,0.610168939384312,505
OSWALDO,0,41
OSWALL,0.914078734338459,2
OSWALT,0,1
OSWAR,1,1
OSWARD,0,3
OSWARDO,,1
OSWEGO,0,1
OSWELL,0.515470124651522,22
OSWEN,0,2
OSWILF,1,1
OSWIN,0,19
OSWIN EARL,0,1
OSWOLD,0,1
OSWYN,0,1
OSY,1,2
OSYLVA,0,1
OSYP,0,7
OSYPH,0,1
OSYVE,1,1
OSZKAR,0,1
OSZRO,0,1
OTA,0,4
OTAKAR,0,5
OTAL,0,1
OTAO,0,1
OTAS,0,4
OTAVIANO,0,1
OTAVIO,0,2
OTEE,1,1
OTELL,0.914078734338459,2
OTELLO,0,15
OTEN,0,1
OTES,0,1
OTEY,0.515470124651522,11
OTEZ,1,1
OTH,,1
OTHA,0.856868340078871,436
OTHA CARL,0,1
OTHA DAVID,1,1
OTHA LEE,1,1
OTHADELL,0,1
OTHAL,0.290365167324598,27
OTHALEE,0,1
OTHAN,0,3
OTHANIEL,1,1
OTHAR,0.780035465436136,16
OTHE,1,2
OTHEA,0.914078734338459,4
OTHEAL,0,1
OTHEAN,1,1
OTHEL,0.382610130240798,109
OTHEL LAVE,0,1
OTHELA,0,1
OTHELDO,1,1
OTHELL,0.828641248516213,16
OTHELLA,0.726749121361167,5
OTHELLO,0.914078734338459,26
OTHELMA,1,1
OTHELO,1,2
OTHELON,1,1
OTHEMA,1,1
OTHENIAL,0,1
OTHER,0.855288741404432,14
OTHIA,0,3
OTHIE,0.639391919466739,14
OTHIER,1,1
OTHIL LEE,0,1
OTHINE,0,1
OTHINEIL,0,1
OTHIR,0,1
OTHIS,1,1
OTHLE,0,1
OTHMA,0,1
OTHMAR,0,52
OTHMAR ANT,0,1
OTHMER,0,7
OTHNEAL,1,1
OTHNEIL,0.914078734338459,3
OTHNEL,0,1
OTHNELL,0.914078734338459,2
OTHNI,1,1
OTHNIE,0,1
OTHNIEL,0.963763396851929,7
OTHNILE,0,1
OTHO,0.669573627018598,377
OTHO EDWAR,0,1
OTHO ODELL,0,1
OTHO OWEN,0,1
OTHOL,0,1
OTHOLEN,0,1
OTHON,0,5
OTHONIEL,0,2
OTHOR,0,10
OTHRA,0,1
OTHRO,0,1
OTHUR,0.726749121361167,5
OTHUS,0.914078734338459,2
OTHWIN,0,1
OTHYL,0,1
OTI,,1
OTIBE,0,1
OTICE,0,5
OTIE,0.541717979142307,10
OTIES,0.955110903161862,3
OTIEUS,1,1
OTILIANO,0,1
OTILIO,0.282650601467745,95
OTILLO,0,3
OTINO,0,2
OTIS,0.831043003411833,3508
OTIS BERT,0,1
OTIS H,1,1
OTIS HARVE,0,1
OTIS JAMES,1,1
OTIS LEE,0.914078734338459,2
OTIS OLIVE,0,1
OTIS OTTO,0,1
OTIS URAL,0,1
OTIS WM,1,1
OTIST,0,1
OTLE,0,1
OTLEY,0.780035465436136,4
OTMAR,0,14
OTMARO,0,1
OTMER,0,11
OTMOUS,1,1
OTNEY,0,2
OTO,0,2
OTOMARS,0,2
OTON,0,3
OTONIEL,0,4
OTOS,0,1
OTREED,0,1
OTRESS,1,1
OTRY,1,1
OTSCHIR,,1
OTSY,0,1
OTT,0,21
OTTA,1,1
OTTAH,0,1
OTTAMBHAI,,1
OTTAR,0,13
OTTARD,0,1
OTTAS,0,1
OTTAVIANNO,0,1
OTTAVIO,0,37
OTTAVO,0,2
OTTAW,0,1
OTTAWAY,1,1
OTTE,0,1
OTTEN,0,1
OTTER,0,2
OTTERBEIN,0,3
OTTES,0,1
OTTEY,0,1
OTTHA,0,1
OTTICE,0,6
OTTIE,0.436211128294682,59
OTTIES,0.841754152205137,3
OTTILIO,0,1
OTTILLIO,0,1
OTTIS,0.419209200335797,362
OTTIS WINS,0,1
OTTIST,0,1
OTTMAN,0,1
OTTMAR,0,19
OTTMER,0,3
OTTO,0.267318744935228,3817
OTTO ANDRE,0,1
OTTO E,0,1
OTTO F,0,1
OTTO FH,0,1
OTTO HENRY,0,1
OTTO J,0,1
OTTO K,0,1
OTTO PAUL,0,2
OTTO ROBER,0,1
OTTO T,0,1
OTTO VON,1,1
OTTO-ERNST,0,1
OTTOCAR,0,1
OTTOMAN,0.914078734338459,2
OTTOMAR,0,9
OTTOMAS,1,1
OTTOMER,0,3
OTTON,0,3
OTTORINO,0,5
OTTOW,0,1
OTTOWAY,0.977040127613455,5
OTTRIE,0,1
OTTUS,0,2
OTTWAY,0.969619348776312,4
OTTWIN,0,2
OTTY,0,1
OTUS,0,5
OTWA,0,1
OTWAY,0,3
OTWELL,0,7
OTWIN,0,1
OTYS,1,2
OU,,1
OUANE,,1
OUBRA,0,1
OUCH,,3
OUDGAR,0,1
OUDHO,,1
OUDIA,0,1
OUDOM,,1
OUDONE,,1
OUGHTERSON,0,1
OUGHTIE,0,1
OULE,0,1
OULLEY,0,1
OUN,,1
OUNE,,1
OUNHEUANE,,2
OUNKEO,,1
OUNO,0,1
OUNPHRUIS,0,1
OURAL,0,1
OURAY,,1
OURBIT,0,1
OUREL,0,1
OURELIENT,0,1
OURSLER,0,1
OURY,0,5
OUS,1,1
OUSBEA,1,1
OUSEPHUNNY,,1
OUSHANA,0,1
OUSLEY,0,1
OUTDY,,1
OUTHAY,,1
OUTHER,0,1
OUTTERBRID,0,1
OVA,0,66
OVADIA,0,2
OVAKIM,0,1
OVAL,0.118682874794222,80
OVALD,0,1
OVALDO,0,1
OVALEE,0,2
OVAN,0,1
OVANDO,0,4
OVANES,0,2
OVCHIA,0,1
OVCHIY,0,1
OVE,0,33
OVE HEIN,0,1
OVE MARON,0,1
OVEAL,0.914078734338459,4
OVEAT,0,3
OVED,0,4
OVEDE,0,1
OVEE,0,1
OVEID,0,1
OVEIRT,1,1
OVEL,0.431785026604345,15
OVELA,0,1
OVELAN,0,1
OVELAND,0,1
OVELIO,0,2
OVELL,0.941030237344602,5
OVELLA,0,2
OVELLE,1,1
OVELLIAN,0,1
OVELLO,0,1
OVELTON,0,1
OVELYN,0,1
OVEN,1,1
OVER,1,2
OVERDEE,1,1
OVERE,1,1
OVEREE,1,1
OVERL,0,1
OVERLANDER,1,1
OVERMAN,0,2
OVERN,1,1
OVERSON,0,1
OVERT,0,2
OVERTIS,0.955110903161862,3
OVERTON,0.847852751178567,64
OVERTON JA,1,1
OVERWIN,0,1
OVES,0,2
OVESTER,0.914078734338459,2
OVET,0,1
OVETA,0,1
OVETT,0,3
OVEY,0,11
OVIA,0,1
OVIADE,1,1
OVIATT,0,1
OVIATTE,0,1
OVID,0.424402821364026,108
OVID LEE,0,1
OVIDE,0,38
OVIDIO,0.228106565591612,44
OVIDIU,0,1
OVIE,0.66434701335139,51
OVIED,0,1
OVIEL,1,1
OVIL,0,4
OVILA,0,88
OVILA J,0,1
OVILDA,0,2
OVILDO,0,1
OVILEE,0,1
OVILLE,0,2
OVINCENT,0,1
OVINGTON,0.914078734338459,2
OVIS,0,12
OVLEE,0,3
OVLEN,0,1
OVOY,1,1
OVSEI,0,1
OVSEP,0,6
OVSEY,0,7
OVSHEYA,0,1
OVSHIA,0,1
OVY,0,1
OVYDE,0,1
OWAIIAN,1,1
OWAN,0,1
OWASA,0,1
OWAYNE,0,1
OWDRON,0,1
OWEDA,0,1
OWELL,0,2
OWEN,0.425311762889124,2232
OWEN J,0,1
OWEN JOHN,0,1
OWEN JOSEP,0,1
OWEN KEN,0,1
OWEN PATRI,0,1
OWEN T,,1
OWENS,0.927358706637889,33
OWENSBY,0,1
OWHY,1,1
OWIE,0,2
OWIGHTON,0,1
OWIN,0,1
OWIS,0,1
OWLAN,0,1
OWLEN,0,1
OWN,1,1
OWNES,0.914078734338459,2
OWNEY,0,3
OWNIE,0,1
OWNLY,0,1
OWNSBY,0,1
OWNYEL,0,1
OWRAN,0,1
OWREN,0,2
OWSALD,0,1
OWSBY,1,1
OWSLEY,0,4
OWYER,0,1
OX HYUN,,1
OXEL,,1
OXFORD,0,4
OXLEY,0,1
OXON,1,1
OY,1,2
OY WING,,1
OYD,0,1
OYE,0,2
OYER,0,3
OYIED,0,1
OYLER,0,1
OYLN,0,1
OYMA,0,1
OYNEX,1,1
OYNIE,0,1
OYRANE,0,1
OYSIE,1,1
OYSTEIN,0,2
OYVIND,0,4
OYZELL,0,1
OYZER,0,1
OYZIE,0,1
OZA,0.761425834406131,13
OZAIS,1,1
OZAMA,1,1
OZAN,0,1
OZANDER,1,2
OZARE,0,1
OZARK,1,1
OZAY,0,1
OZBERT,0,1
OZBURN,0,1
OZE,1,1
OZEA,1,1
OZEAL,1,1
OZEBIA,1,1
OZEE,0,1
OZEIL,0,1
OZEL,1,3
OZELIO,0,1
OZELL,0.980793275688018,58
OZELLE,0.914078734338459,4
OZEME,0.914078734338459,2
OZEMIE,0,1
OZENE,0.955110903161862,3
OZER,0,1
OZERO,0,1
OZETT,1,1
OZIA,1,2
OZIAS,0.927358706637889,11
OZIE,0.971258652686048,72
OZIEBEE,1,1
OZIEL,0,1
OZIL,0,1
OZIME,0,1
OZINA,0,1
OZINE,1,1
OZJASZ,0,1
OZLE,0,1
OZMENT,0,1
OZMUN,0,1
OZNA,0,1
OZO,0,2
OZONA,1,1
OZORIO,0,1
OZRA,0,1
OZREN,0,1
OZRO,0.680277514240081,24
OZROE,0.914078734338459,2
OZROW,0,1
OZVELT,1,1
OZY,0,1
OZZENARIAN,1,1
OZZIE,0.916704213881592,59
OZZLE,0.914078734338459,2
OZZO,1,1
OZZY,0.914078734338459,2
P,0.496033679661372,1528
P AL,0,1
P ALEX,0,1
P ANDREW,0,1
P ANTHONY,0,1
P ARNE,0,1
P ARNOLD,0,2
P ARRAND,0,1
P ARTHUR,0,3
P B,0,1
P BARRIE,0,1
P BARRY,0,1
P BERNARD,0,2
P BOWEN,0,1
P BRADLEY,0,1
P BRUCE,0,2
P BRYCE,0,1
P CARL,0,1
P CARSON,0,1
P CHARLES,0,3
P CHESTER,0,1
P CHR,0,1
P CLARK,0,2
P CLAYTON,0,1
P CLIFF,0,1
P CLIFFORD,0,1
P CLIFTON,0,1
P COLDWELL,0,1
P CONRAD,0,1
P CRAIG,0,1
P DAMODAR,0,1
P DARWIN,0,1
P DEAN,0,2
P DONALD,0,3
P EDGAR,0,1
P EDMOND,0,1
P EDMUND,0,1
P EDWARD,0,7
P EDWIN,0,2
P ELMER,0,1
P ELWYN,0,1
P EMORY,0,1
P ERVIN,0,1
P EUGENE,0,2
P FRANCIS,0,1
P FRANK,0,5
P FRANKLIN,0,1
P FRANKLYN,0,1
P FRED,0,3
P GANAPATH,,1
P GERARD,0,2
P GORDON,0,1
P HAMILTON,0,1
P HARLEY,0,1
P HAROLD,0,1
P HENRY,0,1
P HOWARD,0,5
P HUEY,,1
P IVAN,0,1
P JAMES,0,5
P JAY,0.914078734338459,2
P JIM,0,1
P JOHN,0,4
P JOSEPH,0,8
P KENNETH,0,4
P LAMAR,0,1
P LAVELL,0,1
P LEE,0,1
P LEON,0,1
P LEROY,0,1
P LESLIE,0,2
P LESTER,0,2
P LEWIS,0,1
P LYLE,0,1
P LYNN,0,1
P M,0,1
P MARTIN,0,1
P MAURICE,0,2
P MELWYN,0,1
P MEREDITH,0,1
P MICHAEL,0,2
P MICHEL,0,1
P MITCHELL,0,1
P MORRIS,0,1
P MURL,0,1
P NED,0,1
P NEIL,0,1
P NICHOLAS,0,1
P NORMAN,0,1
P NORTON,0,1
P OLIVER,0,2
P OWEN,0,1
P PAUL,0,4
P PETER,0,1
P PHILIP,0,1
P PRESTON,0,1
P R,0,1
P RALPH,0,1
P RAMJEE,,1
P RANDOLPH,0,1
P RAY,0,1
P RAYMOND,0,2
P RICHARD,0,7
P ROBERT,0,8
P RODNEY,0,1
P ROY,0,1
P RUDOLPH,1,1
P RUSSELL,0,1
P SARATHI,,1
P SIDNEY,0,1
P STANLEY,0,3
P STERLING,0,1
P SYLVESTE,1,1
P THOMAS,0,3
P VAUGHN,0,1
P VERNICE,0,1
P VERNON,0,1
P VINCENT,0,2
P WALTER,0,4
P WARREN,0,1
P WAYNE,0,2
P WENDEL,0,1
P WESLEY,1,1
P WHITNEY,0,1
P WILLIAM,0,3
PA,,10
PA CHONG,,1
PA FENG,,1
PA GER,,1
PA LUN,,1
PA SIN,,1
PAAK,,1
PAAVO,0,13
PAAVO PAUL,0,1
PAAVOLI,0,1
PABIAN,,1
PABLE,0,1
PABLETO,1,1
PABLIN,,1
PABLINO,0,1
PABLITO,,1
PABLO,0.362130626512065,1459
PABLO LUCA,0,1
PABLOS,,1
PACCINO,0,1
PACE,0,2
PACEFICO,,1
PACEY,0,1
PACHI,,1
PACHIN,,1
PACHOU,,2
PACHUE,,1
PACIAN,0,1
PACIANO,0,10
PACIDO BAR,,1
PACIENTE,,1
PACIFIC,0,2
PACIFICADO,,1
PACIFICIO,,1
PACIFICO,0,63
PACITO,,1
PACK,,3
PACKARD,0,4
PACO,0,2
PACOMIO,0,2
PACQUALE,0,1
PACWING,,1
PACY,0,2
PADAPPAKKA,,1
PADDIE,0,1
PADDY,0.603142257505481,8
PADEN,0,3
PADEREWSKI,1,1
PADIE,0.914078734338459,2
PADIPURAKE,,1
PADMAKAR,,1
PADMANAB,0,1
PADMANABHA,,2
PADOUE,0,1
PADRAIC,0,1
PADRAIC PE,0,1
PADRAIG,0,1
PADRE,1,1
PADROHN,1,1
PAE,,1
PAEK,,4
PAENG,,2
PAERL,0,1
PAFFORD,0,1
PAFNUNCIO,,1
PAFUNCIO,,1
PAGE,0.583300487671211,87
PAGEL,0,1
PAGOS,0,1
PAH,,1
PAHL,0,2
PAHYIP,,1
PAI,,9
PAI LING,,1
PAI NAN,,1
PAI SUI,,1
PAI-PING,,1
PAIAITZ,0,1
PAIFON,,1
PAIGE,0.785797048168202,39
PAIK,,1
PAIL,1,2
PAILAK,0,1
PAILIANG,,1
PAILIN,,2
PAIN KYIN,,1
PAINK,1,1
PAINTER,0,2
PAIRLEE,0.914078734338459,2
PAISLEY,0,1
PAIT,0,1
PAJITO,0,1
PAK,,26
PAK CHEON,,1
PAK CHEONG,,1
PAK CHONG,,1
PAK CHOW,,2
PAK CHUEN,,1
PAK CHUNG,,2
PAK FOON,,1
PAK HAM,,1
PAK HAO,,1
PAK HENG,,1
PAK HIM,,1
PAK HONG,,1
PAK HOY,,1
PAK KEI,,1
PAK KIN,,2
PAK LEONG,,2
PAK LUN,,1
PAK MING,,1
PAK PING,,1
PAK SU,,1
PAK TAO,,1
PAK TOO,,1
PAK WEI,,1
PAK YAU,,1
PAK YIP,,1
PAK YUK,,1
PAK-CHEUNG,,1
PAKA,,1
PAKASH,,1
PAKKIAM,,1
PAKOUA,,1
PAKRAD,0,1
PAL,0.541717979142307,11
PAL YONG,,1
PALA,,1
PALACE,1,1
PALADIO,0,2
PALAEMON,0,1
PALAMADAI,1,1
PALAVIO,0,1
PALBO,,1
PALE,,1
PALEMON,,2
PALEN,0,1
PALESTINE,0.955110903161862,3
PALEY,0,1
PALI,,1
PALLATHIL,,1
PALLE,0,5
PALLIE,0.914078734338459,2
PALM,0,3
PALMA,0,3
PALMAN,0,1
PALMENIO,0,1
PALMER,0.422981207714658,606
PALMER LEE,1,1
PALMERINE,0,1
PALMERINO,0,9
PALMERJ,0,1
PALMINO,0,3
PALMIRO,0,6
PALMO,0,5
PALMON,1,1
PALMORE,0,1
PALMOUR,0,1
PALMUS,0,1
PALO,0,1
PALOKA,0,1
PALOMAS,0,1
PALTI,1,1
PALTIEL,0,1
PALUEL,0,1
PALVIN,0,2
PAM,0,1
PAM NAM,,1
PAMA,,2
PAMERINO,0,1
PAMFIL,0,1
PAMFILO,0,1
PAMPHILE,0,1
PAMPILO,,1
PAMTELEY,0,1
PAN,0,10
PAN AM,,1
PAN BANG,,1
PAN BONG,,2
PAN SOO,,1
PAN SU,,1
PAN SUNG,,1
PAN TAI,,1
PANAGI,0,1
PANAGIOT,0,1
PANAGIOTES,0,2
PANAGIOTI,0,14
PANAGIOTIS,0.133585564072354,70
PANAGIS,0,7
PANAGJI,,1
PANAGOS,0,1
PANAIOT,0,1
PANAIOTIS,0,1
PANALAL,,1
PANAMA,,1
PANAMOR,1,1
PANAS,0,2
PANAYIOTI,0,2
PANAYIOTIS,0,5
PANAYIS,0,1
PANAYOTE,0,1
PANAYOTES,0,1
PANAYOTIS,0,5
PANCHO,0.914078734338459,6
PANCKO,0,1
PANCRACIO,0,3
PANCRATIU,0,1
PANCRATIUS,1,1
PANCRAZIO,0,4
PANDAZEK,0,1
PANDELI,0,3
PANDELIS,0,3
PANDELY,0,2
PANDHARINA,,1
PANDIA,0,1
PANDIL,0,1
PANDJI,,1
PANDO,0,2
PANDURANG,,1
PANDY,0,2
PANE,0,2
PANFILIO,1,1
PANFILO,0,41
PANG,,20
PANG CHEN,,1
PANG CHER,,1
PANG DOUA,,1
PANG HEE,,1
PANG LANG,,1
PANG SUE,,1
PANG TA,,1
PANG TSAO,,1
PANG VUE,,1
PANG XIONG,,1
PANG YEE,,1
PANGCHAI,,1
PANGCHANG,,1
PANGIRAN,,1
PANGTOUA,,1
PANH,,1
PANK,0,1
PANKO,0,1
PANKRACY,0,1
PANKRATZ,0,1
PANKY,1,1
PANLI,,1
PANLO,0,1
PANN CHEAN,,1
PANNIALAL,,1
PANNO,0,1
PANNY,0,1
PANOS,0,17
PANR,,1
PANSY,1,1
PANTA,0,2
PANTALEJMO,0,1
PANTALEO,0,6
PANTALEON,0,61
PANTALEONE,0,1
PANTALEONS,,1
PANTALION,0,5
PANTANG,,1
PANTAZIS,0,1
PANTELEJ,0,1
PANTELEON,0,2
PANTELEY,0,1
PANTELEYMN,0,1
PANTELIJA,0,1
PANTELION,0,1
PANTELIS,0,17
PANYA,,2
PANZHONG,,1
PAO,,23
PAO CHEN,,2
PAO CHENG,,1
PAO CHING,,1
PAO CHUN,,1
PAO CHUNG,,1
PAO HUA,,1
PAO KWONG,,1
PAO LANG,,1
PAO LIN,,1
PAO NOU,,1
PAO SAN,,1
PAO SEN,,1
PAO SHAN,,1
PAO TEH,,1
PAO TZE,,1
PAO YUAN,,1
PAOCHENG,,1
PAOCHIN,0,1
PAOCHING,,1
PAODING,,1
PAOGOFIE,,1
PAOLA,0,1
PAOLINO,0,8
PAOLO,0,89
PAOSAN,,1
PAOSEN,,2
PAOSHAN,1,1
PAP,1,1
PAPALII,,1
PAPAS,,1
PAPKEN,0,3
PAPKIN,0,1
PAPLO,0,1
PAQUITO,,1
PAR,0,1
PARAC,1,1
PARAGJI,,2
PARAKER,0,1
PARAMATA,0,1
PARAMAZ,0,1
PARAN,0,1
PARANG,,1
PARASCEVAS,0,1
PARASKEVA,0,3
PARASKEVAS,0,4
PARBHOO,,1
PARBHU,,3
PARBHUBHAI,,4
PARBOO,,1
PARCE,0,1
PARCELL,0,1
PARCHEL,1,1
PARCIE,0,1
PARDE,0,1
PARDELIS,0,1
PARDO,0,1
PARDON,0,3
