fname,bni,name_freq
F MAURICE,0,1
F MAX,0,5
F MAXFIELD,0,1
F MAXSON,0,1
F MAYNARD,0,1
F MCCAWLEY,0,1
F MELVERNE,0,1
F MELVIN,0,4
F MERLE,0,1
F MERRILL,0,1
F MERTON,0,1
F MICHAEL,0,4
F MILLER,0,1
F MONROE,0,1
F MORGAN,0,1
F MORRIS,0,3
F MORTON,0,1
F MURRAY,0,2
F MYRON,0,2
F NEAL,0,1
F NED,0,2
F NEIL,0,2
F NEWTON,0,3
F NOLEN,0,1
F NORIO,,1
F NORMAN,0,4
F NORTON,0,3
F ODELL,0,3
F OGDEN,0,1
F ORVAL,0,1
F OSWALD,0,1
F OTTO,0,2
F OWEN,0,1
F OYSLNE,0,1
F PARKER,0,2
F PAT,0,1
F PATRICK,0,1
F PAUL,0,15
F PAXSON,0,1
F PENFIELD,0,1
F PERRY,0,1
F PETER,0,7
F PEYTON,0,1
F PHELPS,0,1
F PHILIP,0,3
F PHILLIP,0,4
F PIERCE,0,2
F PIERSON,0,1
F PRESTON,0,4
F PRICE,0,2
F RACINE,0,1
F RALPH,1,1
F RANDALL,0,1
F RANDOLPH,0,2
F RAY,0,7
F RAYMOND,0,9
F RED,0,1
F REED,0,3
F REGINALD,0,1
F REGIS,0,1
F REID,0,1
F RENE,0,1
F RICHARD,0,17
F RICHMOND,0,1
F ROBERT,0,37
F ROBT,0,1
F ROCKWELL,0,1
F RODERICK,0,1
F RODGERS,0,1
F ROGELIO,,1
F ROLAND,0,1
F ROLLE,0,1
F ROMAN,0,1
F RONALD,0,1
F ROSS,0,2
F ROSSING,0,1
F ROWLAND,0,1
F ROY,0,4
F ROYER,0,1
F RUDOLPH,0,1
F RUDY,0,1
F RUSSEL,0,1
F RUSSELL,0,10
F SADLER,0,1
F SALVADOR,0,1
F SAM,0,1
F SANFORD,0,1
F SCOTT,0,4
F SENNETT,0,1
F SHERMAN,0,3
F SIDNEY,0,2
F STAN,0,1
F STANLEY,0,10
F STANTEN,0,1
F STERLIN,0,1
F STEWART,0,3
F STOVER,0,1
F STUART,0,3
F SWIFT,0,1
F T JIM,0,1
F TAYLOR,0,1
F TEAL,0,1
F TENNY,0,1
F TERRY,0,1
F THAYNE,0,1
F THEODORE,0,1
F THOMAS,0,7
F TODD,0,1
F TORRENS,0,1
F TOWLER,0,1
F TRAVERS,0,1
F TRAVIS,0,1
F TROY,0,1
F TRUMAN,0,1
F TURNER,0,1
F TURNEY,0,1
F TYLER,0,1
F VANNORT,0,1
F VERGIL,0,1
F VERNE,0,1
F VERNON,0,4
F VERON,0,1
F VICKERS,0,1
F VICTOR,0,2
F VINCENT,0,1
F VIRGIL,0,1
F W DOWD,0,1
F WALKER,0,1
F WALLACE,0,4
F WALTER,0,4
F WALTON,0,1
F WARD,0,3
F WARNER,0,1
F WARREN,0,5
F WAYLAND,0,1
F WAYNE,0,28
F WEBB,0,1
F WELDON,0,1
F WENDELL,0,3
F WESLEY,0,3
F WESTON,0,1
F WHEELER,0,1
F WHITNEY,0,2
F WILBUR,0,2
F WILFRED,0,1
F WILLARD,0,4
F WILLIAM,0,30
F WILLIS,0,2
F WILSON,0,2
F WILTON,0,1
F WINDSOR,0,1
F WINFIELD,0,1
F WINFORD,0,1
F WM,0,3
F WOODROW,0,2
F WORLTON,0,1
F WORTH,0,1
F WRIGHT,0,1
F WYMAN,0,1
F-LEN,0,1
F-MICHAEL,0,1
FA,,2
FA CHENG,,1
FA HENG,,1
FA MAN,,1
FA RUI,,1
FA SHUI,,1
FA TANG,,1
FA TSEFAT,,1
FAAALIGA,,1
FAAFAGA,,1
FAAGAI,,1
FAAGALU,,1
FAAGALULU,,1
FAAGAU,,1
FAAILI,,1
FAALEILOA,,1
FAALOLOI,,1
FAALOUA,,1
FAAMAINI,,1
FAAMASANI,,1
FAAOPEGA,,1
FAASEMOMO,,1
FAASOA,,1
FAATAFUGA,,1
FAATAU,0,2
FAATIGA,,1
FAAULI,,1
FAAVALE,,1
FABAIN,0,1
FABE,0,1
FABEN,0,1
FABER,0.38491735427208,18
FABERN,0,1
FABERON,0,1
FABIAN,0.169840460532853,203
FABIAN JOH,0,1
FABIAN S,,1
FABIANO,0,2
FABIEN,0,6
FABIETICO,,1
FABILA,0,1
FABIN,0,1
FABIO,0.275335355119969,38
FABIOUS,1,1
FABIUS,0.841754152205137,3
FABLE,0,1
FABORN,0,1
FABRICIAN,,1
FABRICIANO,0,5
FABRICIO,0,3
FABRIZIO,0,5
FABRO,0,1
FABUIS,0,1
FABURN,1,1
FABUS,0,1
FABYAN,0,3
FAC,0,1
FACIE,1,1
FACKER,1,1
FACUNDINO,1,1
FACUNDO,0.65920136435722,31
FACY,0,1
FAD,0.977040127613455,5
FADDIE,1,1
FADE,0,1
FADEL,0,4
FADELLA,0,1
FADELLIA,0,1
FADIE,0.969619348776312,4
FADIL,0,2
FADON,0,1
FADRIQUE,,1
FADUL,0,1
FADYE,0,1
FAE,0,4
FAGAN,0,6
FAGAULI,,1
FAGIE,0,1
FAGIOUS,1,1
FAGIR,,1
FAGU,,1
FAH,,1
FAH-YUNG,,1
FAHAD,0,1
FAHD,,1
FAHEAM,0,1
FAHED,0,5
FAHEEM HAA,1,1
FAHID,0,1
FAHIM,0,1
FAHIME,0,1
FAHIR,0,1
FAHMI,0,3
FAHMY,0,6
FAHREN,0,2
FAHY,0,4
FAI,0,13
FAI YA,,1
FAIDON,0,1
FAIGATA,,1
FAIK,0,3
FAIL,0,1
FAILAUTUSI,,1
FAILOLLAH,0,1
FAILONG,,1
FAILOUS,0,1
FAIMON,0,1
FAIN,0,13
FAINE,0,1
FAIR,0.934144452761452,7
FAIRBANKS,0.977040127613455,5
FAIRBORN,0,1
FAIRBURN,0,1
FAIRDEEN,0,1
FAIREL,0,4
FAIRES,0,6
FAIREST,0.841754152205137,3
FAIREY,1,1
FAIRFAX,0,5
FAIRFIELD,0.780035465436136,4
FAIRIES,1,1
FAIRIS,0,1
FAIRL,0,4
FAIRLEY,0.761425834406131,13
FAIRLIE,0,1
FAIRMAN,0,3
FAIRMONT,0,2
FAIRN RICH,0,1
FAIRON,0,1
FAIRREASIE,,1
FAIRRIS,0,1
FAIRRY,0,1
FAIRY,0.914078734338459,2
FAISAL,0,1
FAISIOTA,,1
FAISON,0.680277514240081,6
FAIT,1,2
FAITALA,,1
FAITE,0.955110903161862,3
FAITH,1,2
FAIVA,,1
FAIVALE,,1
FAIVEL,0,1
FAIYANG,,1
FAIZ,0,2
FAIZOUAH,0,1
FAJWEL,0,2
FAJWIL,0,1
FAKHREDDI,,1
FAKHRY,0,3
FAKRUDDIN,,1
FAL,1,1
FALANIKO,,1
FALBERT,0,1
FALCO,0,4
FALCON,0.680277514240081,6
FALCONER,0,4
FALCOUM,0,1
FALDEAN,0,1
FALDO,0,1
FALEALI,,1
FALEALO,,1
FALI,,1
FALICE,1,1
FALIERO,0,1
FALIK,0,3
FALIS,0,1
FALK,0,2
FALKO,0,1
FALLACE,1,1
FALLE,0,1
FALLEHEY,0,1
FALLEN,0,3
FALLER,0,1
FALLIE,0.977040127613455,5
FALLIN,0,1
FALLIS,0,4
FALLON,0,5
FALLS,0,1
FALO,,1
FALOS,0,1
FALPHER,1,1
FALTEN,0,1
FALTON,0.969619348776312,4
FALUS,1,1
FALVA,1,1
FALVAE,0,1
FALVEY,0,5
FALVIN,1,1
FAMBO,1,1
FAMES,0,1
FAMILAN,,1
FAMON,0,2
FAMOUS,0.914078734338459,10
FAMUS,0,1
FAN,,6
FAN JEN,,1
FAN TZAN,,1
FANBAI,,1
FANCHEN,,1
FANCHER,0,2
FANCHI,,1
FANCIE,0,1
FANCIS,0,2
FANCISCO,0,1
FANCOURT,0,1
FANCY,0.969619348776312,4
FANDOR,0,1
FANE,0,1
FANG,,4
FANG CHING,,2
FANG KANG,,1
FANG XIU,,1
FANG-SHIU,,1
FANGCHUNG,,1
FANGHSIUNG,,1
FANGLAI,,1
FANGLAN,,1
FANGLIU,,1
FANGPAO,,1
FANGWU,,1
FANIO,0,1
FANNA,0,1
FANNIE,0.780035465436136,4
FANNIN,0,1
FANO,0,4
FANOR,0,1
FANRAY,1,1
FANT,1,1
FANTLEY,0.914078734338459,2
FANTON,0,1
FANUEL,0,1
FANZO,0,1
FAONE,,1
FAOUZI,0,1
FAQIR,,3
FAQUIR,,1
FAR,,1
FARADAY,0,2
FARADJOLLA,0,1
FARAG,0,2
FARAGALLAH,0,1
FARAH,0,5
FARAJ,0,4
FARAJOLLA,0,1
FARAJOLLAH,0,5
FARAJULAH,,1
FARAL,1,1
FARAN,0,1
FARANCE,0,1
FARANCI,0,1
FARAON,0,1
FARCE,0,1
FARDONAL,1,1
FAREDUN,0,1
FAREED,0.955110903161862,3
FAREL,0,6
FARELD,0,1
FARELL,0,2
FARELY,0,1
FARES,0,5
FAREST,0,4
FAREST WIL,0,1
FARHAD,,1
FARHAT,0,1
FARI,1,1
FARID,0,13
FARIES,1,4
FARINGTON,0,1
FARIO,0,1
FARIS,0.431785026604345,30
FARISH,0,5
FARISS,0,1
FARIST,1,1
FARJOLLAH,0,1
FARKAS,0,5
FARL,0,2
FARLAND,0,4
FARLEIGH,1,1
FARLESS,0,1
FARLETT,1,1
FARLEY,0.499340434098831,35
FARLIE,0.726749121361167,5
FARLIN,0,3
FARLOW,0,1
FARMER,0.752450076943242,27
FARN,0,1
FARNAM,0,1
FARNELL,1,1
FARNER,0,1
FARNEST,0,1
FARNEY,0,3
FARNHAM,0,5
FARNICE,1,1
FARNIE,0,1
FARNIS,0,1
FARNO,0,1
FARNOL,0,2
FARNSWORTH,0.955110903161862,3
FARNUM,0,7
FARO,0.620738315106408,15
FAROCK,,1
FAROL,0.841754152205137,3
FAROLD,0,3
FARON,0,1
FAROW,0,1
FAROY,0,1
FARR,0,3
FARRACE,0,1
FARRAL,0,1
FARRAN,0,1
FARRAND,0,9
FARRAR,0,8
FARREL,0.243788101859284,34
FARRELL,0.273917509869853,146
FARREN,0,3
FARRES,0.914078734338459,4
FARREST,0,1
FARRICE,0,1
FARRIES,1,2
FARRIN,0,3
FARRING,0,1
FARRINGTO,0,1
FARRINGTON,0,4
FARRIS,0.675648513761798,172
FARRISH,0,1
FARRISS,0,1
FARROL,0,2
FARROLD,0,1
FARROLL,0,1
FARRON,0,3
FARROW,0.841754152205137,3
FARSE,0,1
FARST,0,1
FARTHUR,0,1
FARUK,0,2
FARVA,,1
FARVELL,0,1
FARWELL,0,2
FARYL,0,1
FASET,0,1
FASIH,,1
FASLI,0,1
FASUTO,0,1
FAT,,13
FAT CHUEN,,1
FAT HING,,1
FAT MING,,1
FAT SAM,,1
FAT SANG,0,1
FAT SAU,,1
FAT YIN,,1
FAT YIP,,1
FATE,0.891109166119776,69
FATEH,,2
FATEHALI,,1
FATEHALY,,1
FATHALI,0,1
FATHEALI,0,1
FATHER E,,1
FATHER R,0,1
FATHOLLAH,0,3
FATHOULLAH,,1
FATIE,0,2
FATNAR,1,1
FATOLAH,0,1
FATOLLAH,0,2
FATT,,3
FATTULLAH,0,1
FATU,,4
FATWWING,,1
FAUAD,0,1
FAUBLON,0,1
FAUDE,,1
FAUESE,,1
FAUIO,0,1
FAUISTINO,,1
FAULK,1,2
FAULKNER,0,3
FAULL,0,1
FAUN,0,1
FAUNCE,0,3
FAUNCIL,0,1
FAUNSTON,0,1
FAUNT,0,1
FAUNTAIN,1,1
FAUNYS,0,1
FAURE,0,1
FAUREST,0,2
FAURIE,0,1
FAUS,0,2
FAUSIA,,1
FAUST,0,16
FAUSTER,0,1
FAUSTIN,0,14
FAUSTINE,0,4
FAUSTINO,0.183512409805611,289
FAUSTINUS,0,1
FAUSTO,0.138814742183093,117
FAUSTON,0,1
FAUSTY,0,2
FAUSTYN,0,5
FAUTINO,0,1
FAVEL,0,3
FAVIAN,0,1
FAVILA,0,1
FAVILLE,0,1
FAVIS,1,1
FAVOR,1,2
FAVORITE,0,1
FAWDREY,0,1
FAWLEY,0,1
FAWN,0,3
FAWZA,0,1
FAWZI,0,5
FAWZY,0,2
FAX,0,2
FAXON,0,2
FAXTON,0,2
FAY,0.144962129435165,516
FAY EDGAR,0,1
FAY WAH,,1
FAY WILLIA,0,1
FAY YIA,,1
FAYANE,0,1
FAYAZ,,1
FAYBA,0,1
FAYBIAN,0,1
FAYBUS,0,1
FAYE,0.19833794593039,45
FAYEK,0,4
FAYETT,0,1
FAYETTE,0.341652327176969,44
FAYEZ,0,10
FAYLAND,0,1
FAYLESTA,0,1
FAYLON,0,1
FAYMER,0,2
FAYMEYER,1,1
FAYMON,0,1
FAYMOND,0,1
FAYN,0,1
FAYNE,0,18
FAYNIER,0,1
FAYRELL,0,1
FAYROUZ,0,1
FAYTE,0.914078734338459,2
FAYTE LEE,0,1
FAYTIE,0,1
FAYVA,0,1
FAYVEL,0,5
FAYVISH,0,2
FAYYAD,0,1
FAYZE,0,1
FAZAL,,6
FAZALKARIM,,1
FAZIL,,1
FAZIO,0,2
FAZLOLAH,0,3
FAZLOLLA,0,1
FAZLOLLAH,0,3
FAZLUR,,2
FBRADLEY,0,1
FC,0,2
FCAIOUS,1,1
FCO,0,4
FD,0,1
FD JOE,0,1
FEACHA,1,1
FEACHER,1,2
FEADO,1,1
FEAGIN,0.914078734338459,2
FEALING,1,1
FEALON,0,1
FEAMSTER,1,2
FEARIS,0,1
FEARL,0,4
FEARN,0,1
FEASTER,0.955110903161862,6
FEATHERSTO,0.955110903161862,3
FEAWELL,1,1
FEAZEL,1,1
FEAZELL,1,1
FEB,0,1
FEBEN,1,1
FEBO,0,2
FEBRANIO,0,1
FEBRONIO,0,6
FECINO,,1
FECUNDO,0,2
FED,0.941030237344602,15
FEDAEL,0,1
FEDALISE,0,1
FEDDIE,0,1
FEDDY,0,1
FEDEL,0,1
FEDELE,0,26
FEDELINO,0,1
FEDERIC,0,1
FEDERICK,0,2
FEDERICO,0.225345569314989,465
FEDERICO B,0,1
FEDERICO D,0,1
FEDERICOO,0,1
FEDILINO,,1
FEDINANDO,0,1
FEDIR,0,16
FEDO,1,2
FEDOR,0,33
FEDORA,1,1
FEDOSIY,0,1
FEDOT,0,1
FEDRIC,,1
FEDRICK,0.955110903161862,4
FEDRICO,1,1
FEE,0.841754152205137,7
FEE EING,,1
FEE WAI,,1
FEELDIE,0,1
FEEMSTER,1,1
FEENA,0,1
FEEOLDEN,0,1
FEHMI,0,2
FEI,,4
FEI FUNG,,1
FEIBISH,0,1
FEILDER,1,1
FEIM,0,1
FEINUS,0,1
FEIRT,0,1
FEISTER,0.914078734338459,2
FEIVEL,0,1
FEIZOLLAH,0,2
FEKETE,0,1
FEL,0,4
FELAN,0,1
FELAND,1,1
FELBERT,0.977040127613455,5
FELCHER,0,1
FELDA,0,1
FELDER,0.884837816976976,31
FELDIE,0,1
FELDMAN,0.914078734338459,2
FELDON,0.914078734338459,4
FELECIANO,0,3
FELEMON,0,1
FELEPE,0,1
FELETI,,2
FELI,0,3
FELIAS,0,2
FELIBE,0,1
FELIBERTO,0,19
FELICANO,0,1
FELICE,0.0692440888864532,144
FELICIA,0,1
FELICIAN,0.726749121361167,5
FELICIANA,0,1
FELICIANO,0.245664611985909,218
FELICIANTO,0,1
FELICIEN,0.726749121361167,10
FELICIO,0,2
FELICISIM,,1
FELICISIMA,,1
FELICISIMO,0,37
FELICISMO,,3
FELICISTO,,1
FELICITA,1,1
FELICITO,0,19
FELICITOS,0,1
FELICYAN,0,1
FELIE,0.914078734338459,2
FELIGRIN,,1
FELIKAS,0,1
FELIKS,0,55
FELIKSAS,0,2
FELIMON,0,10
FELIN,0.841754152205137,3
FELINES,0,1
FELING,1,1
FELINO,0,26
FELIO,0,1
FELIPA,0,1
FELIPE,0.328936824433819,1057
FELIPE ART,0,1
FELIPE JES,0,1
FELIPE YUO,,1
FELIPEZ,,1
FELIPPO,0,1
FELIPS,,1
FELIS,0,3
FELISARDO,0,1
FELISBERTO,0,6
FELISCIANO,,1
FELISE,0,1
FELISIANO,0,2
FELISICIM,,1
FELISISIMO,,1
FELISMINO,0,1
FELISOGO,0,1
FELITO,,1
FELIUS,1,1
FELIX,0.538950568992166,4289
FELIX ANT,,1
FELIX COSM,0,1
FELIX D,1,1
FELIX DALL,0,1
FELIX E,0,1
FELIX ESPA,0,1
FELIX GEOR,0,1
FELIX JOE,0,1
FELIX MONS,0,1
FELIX SANC,0,1
FELIX SR,0,1
FELIX VAN,1,1
FELIXBERT,,1
FELIXBERTO,0,6
FELIXDADO,,1
FELIXS,0,1
FELIZ,0,15
FELIZARDO,0,14
FELIZBERTO,,1
FELKER,1,1
FELL,0,1
FELLA,0,1
FELLER,1,1
FELLICE,0.914078734338459,2
FELLIE,1,2
FELLINGTON,1,1
FELLIP,0,1
FELLIX,0,1
FELLMAN,0.726749121361167,5
FELLMER,0.914078734338459,2
FELLO,1,1
FELLOWES,0,1
FELLSWORT,1,1
FELLY,0,1
FELMA,1,5
FELMAN,0.955110903161862,3
FELMER,0,2
FELMET,0,2
FELMON,1,9
FELMOR,0,1
FELNON,0,1
FELO,0.914078734338459,3
FELOGAN,1,1
FELOMENO,0,1
FELON,0,1
FELRATH,1,1
FELSON,1,1
FELSTON,0,1
FELT,1,4
FELTER,0,1
FELTHERS,1,1
FELTIE,0,2
FELTMAN,1,1
FELTON,0.888628052027606,270
FELTON BEN,0,1
FELTS,0.914078734338459,2
FELTUS,0.977040127613455,5
FELTZ,0,1
FELZEL,1,1
FEMBY,1,1
FEMMOUS,0,1
FEMON,0.914078734338459,2
FEN,0,5
FENARD,1,1
FENCH,1,1
FENDALL,0,2
FENDEL,0,1
FENDELL,1,2
FENDER,0.955110903161862,3
FENDLEY,0,2
FENDLY,1,1
FENDOL,0,1
FENDON,0,1
FENELIX,0,1
FENELON,0,4
FENG,,11
FENG LIN,,1
FENG WU,,1
FENG XUN,,1
FENGAO,,1
FENGCHOW,,1
FENGHUI,,1
FENGYANG,,1
FENGZAO,,1
FENIMORE,0,4
FENIS,0,2
FENISIO,0,1
FENISON,1,1
FENITHA,0,1
FENLEY,0,3
FENLO,0,1
FENLON,0,1
FENLY,0,3
FENMORE,0,1
FENN,0,2
FENNEL,0,2
FENNELL,0.780035465436136,4
FENNEN,0,1
FENNER,0.66608012795834,19
FENNES,0,1
FENNIE,0.955110903161862,3
FENNIS,0,3
FENNISSEE,1,1
FENNO,0,3
FENNY,1,1
FENO,0,5
FENORD,1,1
FENRICK,0,1
FENSWORTH,0,1
FENT,0,3
FENTON,0.373339147681668,132
FENTRESS,0.639391919466739,7
FENTRIC,1,1
FENVRICK,0,1
FENWICK,0,10
FEO,0,1
FEODOR,0,5
FEODORE,0,1
FEODOSI,0,1
FEODUR,0,1
FEOKIST,0,1
FEOKTIST,0,1
FEOR,0,1
FEORI,0,1
FEQUIERE,1,1
FERAL,0,1
FERALD,0,6
FERANCE,1,1
FERANDO,,1
FERBA,1,1
FERBER,0,1
FERBISH,0,1
FERBRONIO,0,1
FERD,0.247570234320263,100
FERDDIE,0,1
FERDDO,1,1
FERDE,0,1
FERDELL,0,1
FERDELLAS,0,1
FERDEN,0,1
FERDENAND,0,1
FERDERICO,,1
FERDFINAND,0,1
FERDI,0,2
FERDIE,0.802089367228774,29
FERDIN,0,1
FERDINAD,0,2
FERDINADN,0,1
FERDINAN,0,1
FERDINAND,0.442960759286242,1073
FERDINANDE,0,1
FERDINANDO,0,53
FERDINANDS,0,1
FERDINANN,0,1
FERDINANO,0,2
FERDINANT,0,1
FERDINARD,0,4
FERDO,0,1
FERDUCIE,0,1
FERDY,0,5
FERDYNAND,0,3
FEREIDOON,0,2
FEREIDOUN,0,1
FEREL,0,1
FERENC,0,37
FERENCZ,0,2
FERENCZ FR,0,1
FERENDO,0,1
FERENE,0,1
FERENO,0,1
FERENTS,0,1
FERENZ,0,1
FEREOLE,0,1
FEREYDOON,0,1
FERG,0,1
FERGUS,0.298512666799828,26
FERGUSON,0.743683468118889,14
FERHON,0,1
FERIDOUN,0,1
FERIES,1,1
FERIOLE,0,1
FERIS,0,2
FERLOW,0,1
FERLYN,0,1
FERM,0,2
FERMAN,0.777659666178912,98
FERMEN,0,5
FERMENT,0,1
FERMER,0,3
FERMIN,0.32453025082174,253
FERMINE,0,1
FERMINIO,0,1
FERMINO,0,8
FERMINVITO,,1
FERMO,0,2
FERMON,0.768762105520723,21
FERMOND,0,2
FERMONT,0,1
FERMOR,0,1
FERN,0.392009059251903,71
FERNAD,0,1
FERNADNO,1,1
FERNADUS,1,1
FERNAL,0.914078734338459,2
FERNALD,0.680277514240081,6
FERNAN,0,4
FERNAND,0.313927813741342,195
FERNAND M,0,1
FERNANDA,0,1
FERNANDE,0,1
FERNANDES,0.780035465436136,4
FERNANDEZ,0,3
FERNANDICO,,1
FERNANDINO,0,1
FERNANDO,0.222617332645155,1082
FERNANDO C,0,1
FERNANDUS,0.914078734338459,2
FERNAO,0,1
FERNARD,0,4
FERNARDO,0,1
FERNDALL K,,1
FERNDELL,1,1
FERNE,0,3
FERNESE,1,1
FERNESS,0,1
FERNEST,0.841754152205137,6
FERNEY,0,2
FERNIA,0,1
FERNICE,0,1
FERNIE,0,9
FERNINAND,0,1
FERNIS,0,1
FERNLEY,0,5
FERNLY,0,1
FERNON,0,5
FERNONZO,1,1
FERNWELL,0,1
FERNWOOD,0,2
FERNY,0,1
FEROD,0,1
FEROL,0,10
FEROLD,0,2
FEROLE,0,1
FERON,0,1
FEROZE,0,3
FERRA,,1
FERRAL,0,2
FERRALL,0,2
FERRAN,0,1
FERRANDO,0,2
FERREAL,0,1
FERREE,0,1
FERREL,0.249505651629452,34
FERRELD,0,1
FERRELL,0.331021723219154,90
FERREN,0,3
FERRER,0,9
FERRERO,0,2
FERRET,0,1
FERRIAL,0,1
FERRICE,0.914078734338459,2
FERRIE,0,1
FERRIEN,0,1
FERRIER,0,2
FERRIL,0,5
FERRILL,0,6
FERRIN,0,4
FERRIS,0.394431389672789,159
FERRO,0,1
FERROL,0,11
FERROLD,0,2
FERROLL,0,2
FERRON,0,11
FERRUCCIO,0,14
FERRY,0,13
FERRYLE,0,1
FERSON,0,1
FERUCCIO,0,1
FERUCHEE,0,1
FERY,,1
FERYL,0,1
FES,0,1
FESILI,,1
FESS,0,3
FESSER,1,1
FESSOR,1,2
FEST,1,1
FESTER,1,1
FESTERS,0,1
FESTES,0,1
FESTO,0,1
FESTON,0,1
FESTUS,0.83351042942079,50
FETA,0,1
FETAQUE,1,1
FETELE,0,1
FETHI,0,2
FEUIDI,0,1
FEURT,0,1
FEUZI,0,1
FEVIDUN,0,1
FEVZI,0,1
FEW,0,1
FEWCELL,1,1
FEWEL,1,1
FEWELL,0,1
FEXIX,,1
FEY,0,1
FEYZOLLAH,0,1
FEZELL,1,3
FEZZEL,1,1
FFRANK,0,1
FGEORGE,0,1
FGORDON,0,1
FHAGON,0,1
FHAID,0,1
FHONE,1,1
FHURMAN,0,1
FIAPAI,,1
FIARINO,0,1
FIATAUGALU,,1
FIAUI,,1
FICKLING,0,1
FID,0,1
FIDALIS,0,1
FIDEL,0.228106565591612,367
FIDEL Z,,1
FIDELE,0,17
FIDELINO,,1
FIDELIO,0,5
FIDELIS,0,21
FIDELIUS,0,1
FIDELL,0,2
FIDENCIO,0,64
FIDENCO,0,2
FIDENSIO,0,1
FIDES,0,1
FIDIA,0,1
FIDIAS,,1
FIDO,0,2
FIE,0,1
FIEDNCIO,0,1
FIELD,0.515470124651522,11
FIELDEN,0,11
FIELDER,0,6
FIELDIE,1,1
FIELDIENG,0,1
FIELDING,0.33625302482638,44
FIELDON,0,7
FIELDS,0.780035465436136,12
FIELON,1,1
FIERA,0,1
FIERE,0,1
FIERMAN,0,2
FIERMON,1,1
FIERO,0,1
FIESCO,0,1
FIFON,0,1
FIGRET,0,1
FIKRET,0,1
FIKRI,0,1
FILADELFI,0,1
FILADELFIO,0,15
FILADELFO,,3
FILADELPHI,,1
FILADOLFO,,1
FILANDER,1,1
FILANDRO,0,1
FILARET,0,2
FILBERT,0,20
FILBERTO,0,10
FILDEN,0,1
FILEMENO,,1
FILEMON,0,49
FILENO,0,1
FILER,1,1
FILES,0.914078734338459,2
FILEX,0,1
FILI,0,2
FILIBERT,0,1
FILIBERTO,0,87
FILICIANO,,1
FILICIO,0,1
FILIGONIO,0,1
FILIMAN,,1
FILIMON,0,6
FILIP,0,16
FILIPE,0,6
FILIPH,0,1
FILIPINE,,1
FILIPINO,,2
FILIPO,0,2
FILIPOS,0,1
FILIPP,0,6
FILIPPO,0,89
FILIPPOS,0,3
FILIX,0,1
FILL,0.914078734338459,2
FILLARD,0,2
FILLIPPO,0,3
FILLIPPOS,0,1
FILLMORE,0.578542362924654,35
FILLMORE E,0,1
FILMER,0.780035465436136,4
FILMORE,0.791644377911293,38
FILO,0,3
FILOFY,0,1
FILOGONIO,0,4
FILOILEOLO,,1
FILOLOGO,,1
FILOMAN,,1
FILOMEEN,1,1
FILOMEN,0,1
FILOMENA,0,1
FILOMENO,0.275335355119969,79
FILOMINO,,2
FILOMON,0,2
FILS,0,1
FILSON,0,1
FILYA,0,2
FIM,0,1
FIMA,0,6
FIN,0,3
FINA,0,2
FINACE,0,2
FINAN,0,1
FINAS,0.855288741404432,14
FINAU,0,1
FINAU SIKA,,1
FINBAR,0,2
FINBARR,0,2
FINCH,0.841754152205137,3
FINCHE,0,1
FINCHER,0,2
FINDEL,0,2
FINDLAY,0,7
FINDLEY,0.515470124651522,11
FINEAS,1,1
FINELESS,0,1
FINELYSON,0,1
FINES,0.876426880904887,20
FINEST,1,6
FINEUS,0,1
FINGAL,0,1
FINIAN,0,1
FINICE,0,2
FINIES,1,1
FINIMONDE,0,1
FINIS,0.538973513907393,202
FINISE,0.914078734338459,2
FINIST,1,1
FINL,0,1
FINLAY,0,7
FINLAYSON,0,1
FINLEY,0.546629953252857,167
FINLEY WAY,0,1
FINN,0.228106565591612,37
FINNA,1,1
FINNAN,0,1
FINNARD,0,1
FINNEL,0,1
FINNER,0,2
FINNES,0,1
FINNEY,0,6
FINNICE,0,1
FINNIE,0.841754152205137,9
FINNIS,0.726749121361167,6
FINNON,0,1
FINO,0,4
FINOS,0.841754152205137,3
FINOUS,0,3
FINTAN,0,6
FINTCH,1,1
FINTON,0,2
FINUS,0.752450076943242,9
FINVID,0,1
FIO,0,3
FIOBO,0,1
FIODIE,0,1
FIODOR,0,3
FIORA,0,1
FIORAMANTE,0,1
FIORANGELO,0,1
FIORANTINO,0,1
FIORAVANT,0,1
FIORAVANTE,0,6
FIORAVANTI,0,3
FIORE,0,106
FIORELLO,0,7
FIORENTE,0,1
FIORENTIN,0,3
FIORENTINO,0,9
FIORENTO,0,1
FIORENZO,0,8
FIOREY,0,1
FIORI,0,12
FIORI JOHN,0,1
FIORIE,0,3
FIORIGI,0,1
FIORIGIO,0,2
FIORINDO,0,4
FIORINI,0,1
FIORINO,0,17
FIORITO,0,1
FIORO,0,1
FIORRE,0,1
FIORY,0,3
FIOVANTI,0,1
FIOVAVANTE,0,1
FIOVO,0,1
FIRD,1,2
FIRDAN SOL,1,1
FIRDIE,1,1
FIREL,0,2
FIRGUS,0,1
FIRIDUN,0,1
FIRL,0,3
FIRLE,0,1
FIRM,0,5
FIRMADGE,0,2
FIRMAN,0.399366983741254,34
FIRMER,0,2
FIRMIE,0,1
FIRMIN,0.238326722963825,35
FIRMINO,0,7
FIRMON,1,1
FIROUZ,,1
FIROZE,,1
FIRREL,0,1
FIRTH,0,6
FIRTNAND,1,1
FISCHEL,0,3
FISCHER,0,1
FISCO,0,1
FISHBURNE,0,1
FISHEL,0,10
FISHER,0.841754152205137,30
FISK,0,3
FISKE,0,2
FISTON,1,1
FISZEL,0,3
