fname,nickname_mpc,sex
GURINE,0,2
HANEY,0,2
JESSICA,0,2
LELLIA,0,2
LESTER,0,2
LEVY,0,2
MATIDA,0,2
MATTIA,0,2
ORRY,0,2
SURILDA,0,2
TENY,0,2
VINCEN,1,1
CORNELOUS,1,1
KONRAD,1,1
ANTO,1,1
BLAINE,0,1
EDGA,0,1
ESTEVAN,0,1
GUSTOV,0,1
HAN,0,1
HARLIE,0,1
LUDLOW,0,1
MON,0,1
ROLLINS,0,1
SAWNEY,0,1
VITAL,0,1
TERISA,1,2
TAMOR,1,2
LUCRESIA,1,2
GEORGEA,1,2
CATA,1,2
AALTJE,0,2
ALLIC,0,2
ARMINTHA,0,2
BERNADINA,0,2
BIRTA,0,2
CLAIR,0,2
EMIE,0,2
EMMIA,0,2
LIVA,0,2
MAGA,0,2
NARSISSA,0,2
URETTA,0,2
MORRICE,1,1
JASHUA,1,1
ERLE,1,1
ALIX,1,1
BENTLY,0,1
BRACK,0,1
CRAYTON,0,1
EBBEN,0,1
GUSTAVAS,0,1
MORONI,0,1
PUTNAM,0,1
SIGH,0,1
TILTON,0,1
WILLIAMINA,1,2
HELANA,1,2
GENOVEVA,1,2
FRANNIE,1,2
CATHA,1,2
ANJELINE,1,2
BURTA,0,2
CHRISTIANIA,0,2
CLAIRA,0,2
GEORGETTE,0,2
JENA,0,2
MOSELLE,0,2
NANNI,0,2
ORPHIA,0,2
SARAHAN,0,2
SEDONIA,0,2
SINAI,0,2
STEPHIN,1,1
RHEUBIN,1,1
NICHLAS,1,1
CAM,1,1
ARNO,1,1
BARBER,0,1
BONIFACIO,0,1
JURGEN,0,1
KIAH,0,1
KIM,0,1
NIXON,0,1
RANCE,0,1
RANSOME,0,1
MATY,1,2
CRETIA,1,2
LOUISER,1,2
ISBELLA,1,2
FLAVIE,1,2
ABBIGAIL,0,2
AGAPITA,0,2
ALBENA,0,2
ALFERETTA,0,2
ALMARINDA,0,2
BIRTY,0,2
DELANEY,0,2
DORITHA,0,2
EPPIE,0,2
FOREST,0,2
JAS,0,2
PERCIS,0,2
THEADOSIA,0,2
PERSEY,1,1
OLLEY,1,1
ARCHEBALD,1,1
ARAD,0,1
BLUNT,0,1
GIPSON,0,1
LABON,0,1
MALAN,0,1
MARTHA,0,1
VERGINA,1,2
PRESILLA,1,2
MOSOURI,1,2
JNO,1,2
CHATHARINE,1,2
ELISHA,1,2
ALEDA,0,2
ALEXANDRIA,0,2
BLANCHA,0,2
CHASTINA,0,2
ESSEY,0,2
FRANSISCA,0,2
JEANE,0,2
LOCKIE,0,2
LODA,0,2
OTILLIA,0,2
RILLIE,0,2
ROZENA,0,2
SALLE,0,2
SARRY,0,2
SELIE,0,2
TENN,0,2
WOODIE,1,1
LINSY,1,1
ANDRW,1,1
ADONIRAM,0,1
AUBRY,0,1
CHESTERFIELD,0,1
CUFFY,0,1
DACK,0,1
GENL,0,1
GUSTAVES,0,1
LANDEN,0,1
MITTON,0,1
MYRTLE,0,1
SANTFORD,0,1
SEBASTION,0,1
TAM,0,1
MENERVIA,1,2
JUSTA,1,2
EAVE,1,2
EVVIE,1,2
CATHINE,1,2
ARMINE,0,2
BURNETTA,0,2
CHLOA,0,2
CORINDA,0,2
ISABELE,0,2
LAURRA,0,2
LITTY,0,2
NANNE,0,2
RICKY,0,2
RUHAMAH,0,2
VITALINE,0,2
ZONA,0,2
MELVIL,1,1
JASEN,1,1
TONIE,1,1
ANDEW,1,1
ANDRIAS,0,1
CAROLL,0,1
EPRAIM,0,1
HAMAN,0,1
LAMB,0,1
LIVI,0,1
MELL,0,1
PATE,0,1
PENN,0,1
PIERE,0,1
REUEL,0,1
SHELDEN,0,1
WALLY,0,1
ZENUS,0,1
SUSE,1,2
CRISTIANA,1,2
KATHLEEN,1,2
BRIDJET,1,2
ARRABELLA,0,2
CINA,0,2
ERNEST,0,2
GRIETJE,0,2
HILDAH,0,2
IBBIE,0,2
JESUSITA,0,2
JETTE,0,2
JINSEY,0,2
LINY,0,2
MELDA,0,2
MERIBAH,0,2
MODESTE,0,2
NELLI,0,2
RAGNILD,0,2
SELEY,0,2
THURSDAY,0,2
OCAR,1,1
CHRISTION,0,1
FRISBY,0,1
FRITS,0,1
OSA,0,1
OSWIN,0,1
RAWLEY,0,1
TARLTON,0,1
THEOPOLIS,0,1
SILENA,1,2
ELIZH,1,2
ELYZABETH,1,2
CECLIA,1,2
COLISTA,1,2
ADRIENNE,0,2
BERNARDINA,0,2
BERTINA,0,2
COLLIE,0,2
DRUSELLA,0,2
EUGINA,0,2
FLORANC,0,2
LETHIE,0,2
LEVONIA,0,2
MATHIA,0,2
NETTIA,0,2
OTTA,0,2
TENIA,0,2
ZENIA,0,2
CHALS,1,1
ADRAIN,1,1
ACEY,0,1
ALLA,0,1
AMEIL,0,1
CANNON,0,1
COLVIN,0,1
CONN,0,1
LEONADAS,0,1
NORTH,0,1
WAITMAN,0,1
WATTS,0,1
WENZL,0,1
SUSIAN,1,2
KARIN,1,2
GEORGY,1,2
FRIDERIKA,1,2
EMMELY,1,2
SCYNTHA,1,2
CHISTINA,1,2
ARAZONA,1,2
LURANY,0,2
MAMEY,0,2
PAROLEE,0,2
TRINA,0,2
VANDELIA,0,2
CIDNEY,1,1
KITT,1,1
BARNIE,1,1
OLONZO,1,1
ALGIE,0,1
BRINTON,0,1
CAD,0,1
CHARLESS,0,1
CLEON,0,1
DELANO,0,1
ELISH,0,1
GRUNDY,0,1
JOSPEH,0,1
LINK,0,1
MULFORD,0,1
PENROSE,0,1
ROCK,0,1
TERASA,1,2
MAGE,1,2
EDATH,1,2
ARBELL,1,2
FENA,0,2
HONORIA,0,2
JULIENNE,0,2
LORENE,0,2
MADELEINE,0,2
MIENA,0,2
POCAHONTAS,0,2
RANDY,0,2
SINE,0,2
VALERIE,0,2
FANK,1,1
EVERTT,1,1
ELKANA,0,1
JEHIAL,0,1
JEREMY,0,1
MERTIE,0,1
MERWIN,0,1
CERENA,1,2
NERVY,1,2
LOUIZE,1,2
ANGELIQUE,0,2
CARMELITA,0,2
COSBY,0,2
ELVIRY,0,2
MARTIN,0,2
MISOURIA,0,2
OLIVER,0,2
RAINEY,0,2
SAMUELLA,0,2
SOLOMA,0,2
VIVIANA,0,2
SEPHEN,1,1
MITCH,1,1
FRANKLEN,1,1
DONNIE,1,1
DAVED,1,1
BENEDICK,1,1
ABIEL,0,1
ALDIN,0,1
BONEY,0,1
HANY,0,1
HAY,0,1
LUI,0,1
REEVES,0,1
SONNIE,0,1
TOSTEN,0,1
SIGRI,1,2
FEBIE,1,2
NARSIS,1,2
MINERVY,1,2
MARGARTT,1,2
ELISABETT,1,2
AMANDIA,0,2
ANNETA,0,2
ARTHUSA,0,2
CLERINDA,0,2
CYTHIA,0,2
EL,0,2
JACOBA,0,2
LOUELLEN,0,2
ORPHY,0,2
PHILIPPINA,0,2
ERL,1,1
BANISTER,0,1
CORD,0,1
DELAWARE,0,1
EPHRAIN,0,1
KEITH,0,1
LEV,0,1
MUMFORD,0,1
WILKES,0,1
RUBECCA,1,2
MRY,1,2
JONE,1,2
CHARLLOTTE,1,2
ALETHEA,0,2
ARRETTA,0,2
BRITHA,0,2
CHARRITY,0,2
CHLORA,0,2
EMERETT,0,2
ESTHA,0,2
ORTHA,0,2
PEACHY,0,2
ULISES,1,1
OLAVER,1,1
HORAS,1,1
HERNY,1,1
FLECHER,1,1
BISMARK,0,1
CRAVEN,0,1
EUGENIA,0,1
FLANDER,0,1
IGNATIOUS,0,1
JUDE,0,1
MEADE,0,1
ODIS,0,1
ORSEN,0,1
MARGIT,1,2
ISIBEL,1,2
ELLNORA,1,2
SISS,1,2
ABEGAIL,0,2
ARINA,0,2
CHATTIE,0,2
CLOY,0,2
DALLIE,0,2
GINCY,0,2
GUNHILD,0,2
LENI,0,2
SARAAH,0,2
SINEY,0,2
THANKFULL,0,2
ZETTIE,0,2
BENNEY,1,1
BARTOLO,0,1
BERKLEY,0,1
DEWIGHT,0,1
EMMA,0,1
FARRELL,0,1
FOUNT,0,1
HAMMON,0,1
HASKELL,0,1
HILLORY,0,1
KILLIS,0,1
OSSIAN,0,1
VERNA,0,1
WINCY,1,2
MAGEY,1,2
FRACES,1,2
CANELIA,1,2
CAL,1,2
AMI,1,2
CALIDONIA,0,2
EDLA,0,2
FATIMA,0,2
GENNETT,0,2
JUNO,0,2
LECY,0,2
LUNETTA,0,2
NELA,0,2
THAS,1,1
PHILIPH,1,1
HI,1,1
EVRETT,0,1
FORNEY,0,1
OLLA,0,1
SHELLEY,0,1
ZACHEUS,0,1
WINAFORD,1,2
TEMPEY,1,2
PAT,1,2
HERRIET,1,2
GURTY,1,2
ELON,1,2
CADY,1,2
ADELPHIA,0,2
CHRISTANNA,0,2
DEMARIS,0,2
MANUELLA,0,2
MARTINE,0,2
NESTORA,0,2
SING,0,2
TRENA,0,2
ZANA,0,2
EMMER,1,1
AN,0,1
COLEY,0,1
DIEDRICK,0,1
HANG,0,1
HURLEY,0,1
LUDWELL,0,1
MATTIAS,0,1
NORIS,0,1
OCEOLA,0,1
WILHELMIN,1,2
LOUCRETIA,1,2
LEWELLEN,1,2
JULIAETT,1,2
JUDE,1,2
GERTHA,1,2
FRANCY,1,2
FRANY,1,2
EIZA,1,2
ALTAGRACIA,0,2
GERTRUDIS,0,2
HESTA,0,2
MADALENA,0,2
MANEY,0,2
MARE,0,2
MILICENT,0,2
MOSELLA,0,2
SUSSANNA,0,2
MICKAEL,1,1
HURMAN,1,1
ADAN,0,1
BERNICE,0,1
DUSTIN,0,1
ENAS,0,1
ERVEN,0,1
HALLY,0,1
JENKIN,0,1
LEMIEL,0,1
PHILIPPE,0,1
PHILMORE,0,1
TRUEMAN,0,1
CYNTHY,1,2
CAREN,0,2
DERINDA,0,2
EMEY,0,2
EMILLY,0,2
IMOGEN,0,2
LIEN,0,2
LORI,0,2
SAMATHA,0,2
VARA,0,2
HARACE,1,1
EUGUNE,1,1
ALFREDO,0,1
ALVARO,0,1
CALVAN,0,1
CONSTANCE,0,1
DESIDERIO,0,1
DRAPER,0,1
ESTES,0,1
JULIES,0,1
LORENTZ,0,1
MAXIM,0,1
ORPHEUS,0,1
PER,0,1
RAN,0,1
SEVERO,0,1
SOLAN,0,1
WORDEN,0,1
STELLIE,1,2
ESTILLA,1,2
ELIZATH,1,2
CRISSY,1,2
ALEXANDRINE,0,2
ALPHARETTA,0,2
ARDENIA,0,2
ARIA,0,2
ARMELDA,0,2
COREA,0,2
CORNELLIA,0,2
DEMA,0,2
GATSEY,0,2
LAVONA,0,2
LIBY,0,2
LOVILLA,0,2
MADELINA,0,2
MALICY,0,2
PRUCILLA,0,2
RINAH,0,2
SAMIRA,0,2
TISHIE,0,2
TORA,0,2
VERLINDA,0,2
MELVEN,1,1
JOSEPF,1,1
JERRYMIAH,1,1
FREDD,1,1
EDWAN,1,1
DINNIS,1,1
ABRUM,0,1
AZOR,0,1
BARTHOLAMEW,0,1
CLEMENTE,0,1
DEMPS,0,1
EDNEY,0,1
FELICIANO,0,1
MARIEN,0,1
MATEO,0,1
NEDDIE,0,1
SYE,0,1
TEOFILO,0,1
RODAH,1,2
JULE,1,2
ELIZEBITH,1,2
AMANDE,1,2
ANGELLA,0,2
CLARKEY,0,2
ELITHA,0,2
IMA,0,2
JULIANE,0,2
MALVENA,0,2
MARRILLA,0,2
MIGUELA,0,2
OCEOLA,0,2
ORCELIA,0,2
PALMIRA,0,2
NICKLOS,1,1
ISRIEL,1,1
HUTSON,1,1
ALMUS,0,1
AMER,0,1
EBENEEZER,0,1
ELHANAN,0,1
HARRA,0,1
JABUS,0,1
JOSUAH,0,1
MURTY,0,1
PINKEY,0,1
ZEPH,0,1
PURLEY,1,2
JULEA,1,2
HENERIETTA,1,2
HELLENE,1,2
ELIABETH,1,2
ARMANTINE,0,2
ENNIS,0,2
GETTIE,0,2
LUCINDE,0,2
MARCELA,0,2
MATHEA,0,2
ORDELIA,0,2
ROXANN,0,2
TILLE,0,2
PATR,1,1
CASHUS,1,1
ANNIAS,0,1
BOSWELL,0,1
BURRIS,0,1
EL,0,1
FINDLEY,0,1
HARDING,0,1
HILLMAN,0,1
HOSA,0,1
LIT,0,1
MORRISS,0,1
ON,0,1
SANG,0,1
REACHEL,1,2
PARLEY,1,2
PAULIN,1,2
MISSEY,1,2
BESIE,1,2
KITTEY,1,2
BRIGIT,1,2
AMELLIA,1,2
ARTHA,0,2
EARNESTINE,0,2
ETHALINDA,0,2
IONIA,0,2
MANORA,0,2
NOVA,0,2
OTA,0,2
PHOEBIE,0,2
QUIN,1,1
LUD,1,1
ISAK,1,1
ALONSON,0,1
AMBUS,0,1
CARNELIUS,0,1
LOCKWOOD,0,1
MYLES,0,1
PAYNE,0,1
ROCKWELL,0,1
RUSELL,0,1
SHARP,0,1
SIMMONS,0,1
SUE,0,1
YING,0,1
YONG,0,1
RAGENA,1,2
OCTA,1,2
MALLISA,1,2
FREDEREKA,1,2
FANCIS,1,2
ALLENE,0,2
BUNA,0,2
EMELA,0,2
FERABY,0,2
FINETTA,0,2
LORRIE,0,2
MAMIA,0,2
MYRTILLA,0,2
SEPHRONA,0,2
SMITHY,0,2
SURRILDA,0,2
URANA,0,2
NOLAND,1,1
LAYFAETT,1,1
ALEK,1,1
ELAXANDER,1,1
DEL,0,1
EUGNE,0,1
FREDIRICK,0,1
HARTFORD,0,1
IRE,0,1
JUSTIS,0,1
KEMPER,0,1
LISBON,0,1
MARCELIN,0,1
ONA,0,1
PURNELL,0,1
ROBARD,0,1
WINSOR,0,1
MARARET,1,2
AGA,1,2
BASHA,0,2
HONEY,0,2
ICIE,0,2
LADORA,0,2
LARETTA,0,2
LORAIN,0,2
LUCIANA,0,2
MARGARRET,0,2
MASSEY,0,2
MIRINDA,0,2
RENIA,0,2
RINDY,0,2
ROZINA,0,2
SARELDA,0,2
TILLIA,0,2
TIMATHY,1,1
OLY,1,1
NICKLAUS,1,1
LATON,1,1
JACUB,1,1
BENGMAN,1,1
AMBROISE,0,1
CANDELARIO,0,1
CAREL,0,1
DOZIER,0,1
ELWYN,0,1
FORMAN,0,1
HER,0,1
JER,0,1
JESIE,0,1
MARCELLAS,0,1
ULYSESS,0,1
VESTER,0,1
WATER,0,1
TIBITHA,1,2
RAGINA,1,2
MARGIA,1,2
HESTHER,1,2
HARIT,1,2
ELAN,1,2
ELIBETH,1,2
CHARLOTTEE,1,2
CATHAR,1,2
ALMIDA,0,2
ARETTA,0,2
AUSTA,0,2
JEFFIE,0,2
LETIA,0,2
LUESIA,0,2
MARGERETA,0,2
MODEST,0,2
NELEY,0,2
NICE,0,2
OLIVINE,0,2
ORPAH,0,2
PHILINA,0,2
SAIDA,0,2
SCYLLA,0,2
TRESIA,0,2
VIE,0,2
WEB,1,1
JESEY,1,1
ACA,0,1
BASEL,0,1
BERRYMAN,0,1
BOLIVAR,0,1
BYARD,0,1
COLLIER,0,1
CURTIN,0,1
DANDY,0,1
EBBIE,0,1
FOX,0,1
HIREM,0,1
LUCK,0,1
MARCO,0,1
MARRIS,0,1
NEALY,0,1
REUBAN,0,1
SHEROD,0,1
WARRICK,0,1
ZENON,0,1
WILHELM,1,2
THREASA,1,2
OLYMPE,1,2
HATTI,1,2
EVELENE,1,2
LIZZ,1,2
CHALOTTE,1,2
KITIE,1,2
GUSSY,1,2
CENIE,0,2
CLIDE,0,2
DORSEY,0,2
DOVY,0,2
EDDITH,0,2
ENNIE,0,2
FERN,0,2
GINSEY,0,2
GIRL,0,2
LENNY,0,2
LONY,0,2
MANNY,0,2
NOMA,0,2
OLEA,0,2
SELESTIA,0,2
STATIA,0,2
TEDDY,1,1
SYDNY,1,1
RBT,1,1
RYLEY,1,1
LENY,1,1
JOAL,1,1
HERBIE,1,1
ABRAHAN,0,1
ARLIE,0,1
CY,0,1
DENNES,0,1
HAMON,0,1
LISTON,0,1
POTTER,0,1
SEELY,0,1
TOLLEF,0,1
YON,0,1
MAND,1,2
ANNISE,0,2
CARLOTTE,0,2
DALLAS,0,2
DIENA,0,2
ELINER,0,2
EVILENA,0,2
LOLO,0,2
LUAN,0,2
PARRY,0,2
RUBA,0,2
SYBEL,0,2
MICHLE,1,1
JOEPH,1,1
FRANLIN,1,1
ALAC,1,1
BETHUEL,0,1
CORNEL,0,1
ELIA,0,1
JARRED,0,1
KINNEY,0,1
LONY,0,1
POWHATAN,0,1
ROAN,0,1
SEPTIMUS,0,1
SIMEN,0,1
VANBUREN,0,1
WILLIN,0,1
WIN,0,1
ZERA,0,1
WINAFRED,1,2
CEMANTHA,1,2
RACHIAL,1,2
LILLER,1,2
FRIEDERICA,1,2
ELZIE,1,2
ELLENORE,1,2
ACENITH,0,2
ALNORA,0,2
AMINA,0,2
ARNA,0,2
CLARIBEL,0,2
DELSEY,0,2
ELORA,0,2
HENRIETTIE,0,2
JARUSHA,0,2
JOSEPHEAN,0,2
JOY,0,2
JULIANNE,0,2
JULYAN,0,2
LEVICA,0,2
MAGALINE,0,2
NINIE,0,2
RELIA,0,2
TALLULAH,0,2
FILL,1,1
BIRON,1,1
ARTY,1,1
ARNIE,1,1
BARON,0,1
BELFORD,0,1
BREWSTER,0,1
DETLEF,0,1
ELEAZAR,0,1
ELONZA,0,1
HENLEY,0,1
IRBY,0,1
LANCE,0,1
LARRENCE,0,1
MALIN,0,1
OLANDO,0,1
SIMUEL,0,1
SY,0,1
TERREL,0,1
MARTITIA,1,2
ELIZBTH,1,2
ADALIA,0,2
ALIA,0,2
ELOUISE,0,2
ELSINA,0,2
EVLYN,0,2
KISSEY,0,2
LOTTIA,0,2
MAREA,0,2
MATILA,0,2
NANEY,0,2
NARY,0,2
NATALIA,0,2
ODIE,0,2
PAGE,0,2
POLONIA,0,2
RONA,0,2
RUEY,0,2
URILLA,0,2
VARINA,0,2
ZORAH,0,2
RICD,1,1
PERL,1,1
CHRISTIN,1,1
BARTO,1,1
BARZILLA,0,1
BLISS,0,1
CLEMONT,0,1
ELLY,0,1
HENRICK,0,1
HIBBARD,0,1
LATHROP,0,1
LENIS,0,1
MATHIES,0,1
MATHUS,0,1
ODIE,0,1
OTA,0,1
SERENO,0,1
ULYSSE,0,1
WELTON,0,1
TABBIE,1,2
CHORLOTTE,1,2
CAMIE,1,2
ANGIA,0,2
ANTJE,0,2
ARIETTA,0,2
BILLE,0,2
HONORE,0,2
JOSEFITA,0,2
LUSA,0,2
MAHALE,0,2
MYRTIS,0,2
NITA,0,2
OTTELIA,0,2
TELIA,0,2
VALENTINA,0,2
WALTER,0,2
RUBERT,1,1
LAFAYET,1,1
GOTLIB,1,1
ALCEE,0,1
ALPHONSUS,0,1
AMORY,0,1
AUTHAR,0,1
BARKER,0,1
DUNKIN,0,1
FELTON,0,1
HULL,0,1
LOVETT,0,1
MORELL,0,1
POLLARD,0,1
STOKELY,0,1
THEOBOLD,0,1
WINIFRED,0,1
ZECHARIAH,0,1
LITITIA,1,2
GORGIE,1,2
ABAGAL,1,2
EVAN,0,2
GEORGIETTA,0,2
GETRUDE,0,2
LISER,0,2
MATHER,0,2
PHILEMON,0,2
ROSSANNA,0,2
SIDNA,0,2
SOLOME,0,2
SUANNA,0,2
TREACY,0,2
ZED,1,1
WARRIN,1,1
WAID,1,1
ERICH,1,1
CALL,1,1
BARTH,1,1
ADOLPUS,1,1
AMBROSIO,0,1
ANDRAS,0,1
CAGE,0,1
ELLES,0,1
EMANEL,0,1
EVERARD,0,1
GODLIP,0,1
MENNO,0,1
RICHMAN,0,1
WATKIN,0,1
WEAVER,0,1
BILL,1,2
MARGGRET,1,2
LILLIAM,1,2
JULI,1,2
FRAN,1,2
ELIZEABETH,1,2
BRIDG,1,2
BARBAR,1,2
AMERICUS,0,2
BERNADINE,0,2
CANNIE,0,2
DISY,0,2
EMINA,0,2
HARIETTA,0,2
IDEL,0,2
JASIE,0,2
JENIA,0,2
LANCY,0,2
SAMANTHY,0,2
SU,0,2
VENICE,0,2
ZELA,0,2
RAPHEL,1,1
BENNEVILLE,0,1
BINGHAM,0,1
BROWNLOW,0,1
CAGER,0,1
CORAL,0,1
ENUS,0,1
ETHEN,0,1
GAMALIEL,0,1
GARETT,0,1
HERMIN,0,1
HOLVER,0,1
LIZZIE,0,1
MELFORD,0,1
REDDEN,0,1
TASWELL,0,1
MALILDA,1,2
MARGARITT,1,2
FREDRIKE,1,2
BARBY,1,2
FELIA,0,2
FRANSISKA,0,2
GRATIA,0,2
HATTEY,0,2
IZA,0,2
LUZENA,0,2
MALLA,0,2
MARENDA,0,2
VAN,0,2
VIENA,0,2
WILLA,1,1
GODLIEB,1,1
FRIEDR,1,1
GENE,1,1
BENIE,1,1
ALIE,0,1
BERLIN,0,1
BOLLING,0,1
CHEN,0,1
GOVAN,0,1
HILIARD,0,1
JACINTO,0,1
LEVANT,0,1
MANING,0,1
MANNY,0,1
MARON,0,1
PADDY,0,1
REDICK,0,1
ROBERTO,0,1
ROSSER,0,1
THORE,0,1
TORRENCE,0,1
JUDDY,1,2
ELINORE,1,2
KATHI,1,2
ALINDA,0,2
ANNAS,0,2
CONTENT,0,2
DALLY,0,2
DELPHI,0,2
GAIL,0,2
GILLEY,0,2
JOSETTE,0,2
MACK,0,2
MARYA,0,2
RUE,0,2
STEPHANIE,0,2
TILLITHA,0,2
STIRLING,1,1
STEAPHEN,1,1
ROBER,1,1
JES,1,1
BERIAH,0,1
CARREL,0,1
COREY,0,1
GIP,0,1
LABEN,0,1
LEONG,0,1
RAOUL,0,1
SANCHO,0,1
STANHOPE,0,1
UNNAMED,0,1
WILBURT,0,1
FRANEY,1,2
ELNORAH,1,2
EADITH,1,2
CHARLOTTY,1,2
AGELINE,1,2
ARTEMISSA,0,2
ARZELIA,0,2
AVEY,0,2
BRITTA,0,2
CAMILIA,0,2
DESDEMONA,0,2
HERMENA,0,2
ISETTA,0,2
JUNIATA,0,2
LADIE,0,2
LONNIE,0,2
LOURINDA,0,2
MINI,0,2
RICCA,0,2
TRUDY,0,2
WILLETTA,0,2
WILMOTH,0,2
JEMES,1,1
FREDE,1,1
JENE,1,1
ANDROW,1,1
ALBY,0,1
CANADA,0,1
CHALKLEY,0,1
CLAUDIA,0,1
CORRY,0,1
EDOM,0,1
GARNET,0,1
GUILLERMO,0,1
HARKLESS,0,1
JETER,0,1
JUBAL,0,1
LO,0,1
OSCEOLA,0,1
PIKE,0,1
RANSFORD,0,1
SHAD,0,1
SAROAH,1,2
JESSIA,1,2
HARRIATT,1,2
EPHA,1,2
CATHRIAN,1,2
CASANDA,1,2
ADOLPHINA,0,2
BEATTRICE,0,2
CERILDA,0,2
DOROTEA,0,2
EADA,0,2
FLORRIE,0,2
GESINA,0,2
HATTIA,0,2
KATURAH,0,2
LINDIA,0,2
MYRTEL,0,2
ONY,0,2
PARADINE,0,2
RANDA,0,2
RHENA,0,2
RICHARD,0,2
ROMELIA,0,2
THURSY,0,2
WLM,1,1
ROBIE,1,1
HEW,1,1
ABBIE,0,1
ASSA,0,1
DUNK,0,1
EMILLE,0,1
HENCE,0,1
LIM,0,1
MILDRED,0,1
ORESTES,0,1
OTHELLO,0,1
STARLIN,0,1
TERISSA,1,2
SAM,1,2
ELINE,1,2
BETY,1,2
ANTONA,0,2
BENINA,0,2
CAPTOLA,0,2
CHRISTINNA,0,2
CLARESSA,0,2
EDAH,0,2
ETTIA,0,2
JENETTIE,0,2
JOSEFINA,0,2
LEONI,0,2
LORANE,0,2
LORIA,0,2
LOUIZER,0,2
LUANN,0,2
MARTILLA,0,2
MODESTA,0,2
MONTIE,0,2
NOAH,0,2
PIEDAD,0,2
PRISCILA,0,2
SENNA,0,2
SOPHEY,0,2
TRESSIA,0,2
VICA,0,2
NATTIE,1,1
ARAN,0,1
CHOY,0,1
EBON,0,1
ENGLEBERT,0,1
FELIS,0,1
FRANCESCO,0,1
GILLIAM,0,1
GRANISON,0,1
HAVEY,0,1
HAYNES,0,1
IGNAZ,0,1
KEN,0,1
MATTIS,0,1
SONG,0,1
TINSLEY,0,1
GINNEY,1,2
SOUSON,1,2
SAMMIE,1,2
PURL,1,2
GEOGIA,1,2
CHRISTI,1,2
ELBERTA,1,2
ADELAINE,0,2
ANTONINA,0,2
CECILIE,0,2
CLARRINDA,0,2
CLAY,0,2
CORLINE,0,2
CREACY,0,2
DRUCELLA,0,2
ERIN,0,2
FAIRY,0,2
JAYNE,0,2
MARELLA,0,2
MASSA,0,2
MISOURA,0,2
NATHALIA,0,2
OMEGA,0,2
SALLIA,0,2
SIGRID,0,2
TELLIE,0,2
LUEY,1,1
LUELLEN,1,1
JACB,1,1
EDWAR,1,1
ABROM,0,1
ADOLPHAS,0,1
CASSINS,0,1
CRUZ,0,1
DELEVAN,0,1
HALLECK,0,1
HARALD,0,1
ISRAL,0,1
LEAVITT,0,1
LORAIN,0,1
LYNCH,0,1
MILS,0,1
MOISE,0,1
PLENTY,0,1
QUINN,0,1
RIDLEY,0,1
THERRESSA,1,2
AANNA,1,2
ANNITA,0,2
ARSULA,0,2
DELMA,0,2
DIADAMA,0,2
FLETA,0,2
HENRETA,0,2
LAURER,0,2
LELAR,0,2
LINNEY,0,2
LOUELA,0,2
LUELLER,0,2
MERTHA,0,2
ROSABELLA,0,2
RUPERTA,0,2
TILLER,0,2
TOBIE,1,1
SIDNA,1,1
DICKEY,1,1
LESLY,1,1
BENHARD,0,1
BLOOMFIELD,0,1
BUREL,0,1
BURELL,0,1
EDLEY,0,1
ELLMORE,0,1
FORDYCE,0,1
FRIDOLIN,0,1
HALLEY,0,1
IRY,0,1
JACKOB,0,1
MACY,0,1
PHILIPE,0,1
RINEHART,0,1
SHEPHARD,0,1
WALDEMAR,0,1
EVILINA,1,2
CEALIA,1,2
BURDIE,0,2
CHAINEY,0,2
CORRILLA,0,2
ENGELINE,0,2
GENNY,0,2
LAVINNA,0,2
LEONARDA,0,2
LITTA,0,2
MALIE,0,2
MALVINIA,0,2
OLY,0,2
OMIE,0,2
PATRA,0,2
QUINCY,0,2
VIETTA,0,2
OLIF,1,1
MARC,1,1
CRATON,1,1
ARMOND,0,1
BASCOMB,0,1
BASCUM,0,1
CALAB,0,1
DOLPHIN,0,1
DURANT,0,1
DURHAM,0,1
GEARY,0,1
GIB,0,1
GIOVANNI,0,1
GO,0,1
GUI,0,1
JEWELL,0,1
JOHNA,0,1
JOSOPH,0,1
KIN,0,1
LAY,0,1
MARYLAND,0,1
MING,0,1
MONTROSE,0,1
OLANDER,0,1
POKE,0,1
RODERIC,0,1
SWAIN,0,1
TYSON,0,1
WANG,0,1
WINSON,0,1
THERSIA,1,2
SOUSIN,1,2
REBECK,1,2
JESTINA,1,2
BUELA,1,2
ARMETTA,0,2
CORRINNE,0,2
DELEA,0,2
EVALIN,0,2
GENNETTE,0,2
GEORGIANNE,0,2
LORINE,0,2
MORY,0,2
OPAL,0,2
SHIRLEY,0,2
THOS,0,2
JOSHEPH,1,1
AMOR,0,1
BIRCH,0,1
BRYCE,0,1
CELESTINE,0,1
CHINA,0,1
DELMONT,0,1
EDWARDO,0,1
EPPA,0,1
ERSKIN,0,1
EWEL,0,1
GAIL,0,1
GREENBERY,0,1
NICODEMUS,0,1
NICOLA,0,1
OBY,0,1
PARSON,0,1
SEBURN,0,1
UMPHREY,0,1
UNION,0,1
VANDER,0,1
WENDELIN,0,1
YOW,0,1
WELHELMINA,1,2
WILAMINA,1,2
BESSIA,1,2
DANIEL,1,2
CORNIE,1,2
CATHORIN,1,2
ALZENA,0,2
ANNALIZA,0,2
APRIL,0,2
CAR,0,2
CARILINE,0,2
CHARLOOTE,0,2
CORNELA,0,2
DELY,0,2
FIBBY,0,2
HENRIATTA,0,2
ILLINOIS,0,2
LEVIE,0,2
LINIA,0,2
LOO,0,2
LORRY,0,2
